PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,DraftedBy,DraftRound,DraftPick,DraftSeason,isOffense,HallOfFame,Injury,InjuryLength,Salary,ContractYears,Position,Alt Position,Team,RetiredSeason,Franchise Tag,Tender Type,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall
1820,72,Kent,Hill,Georgia Tech,33,5,77,260,0,14,2,9,1985,True,False,,,0,0,G,G,N/A,1990,False,None,1985 NFC Pro Bowl Team|1987 NFC Pro Bowl Team|1989 NFC Pro Bowl Team,78,60,5,54,15,63,1,87,84,44,62,1,5,89
1821,54,Randy,White,Maryland,33,1,76,257,0,5,2,13,1985,False,False,,,0,0,DT,DT,N/A,1986,False,None,1985 AFC Pro Bowl Team,80,74,8,74,44,59,1,9,5,78,83,3,1,88
1822,80,Henry,Ellard,Fresno State,30,6,71,180,2,2,2,6,1985,True,False,,,7650000,4,WR,WR,MIA,0,False,None,1987 AFC Pro Bowl Team|1988 AFC Pro Bowl Team|1989 AFC Pro Bowl Team,35,89,1,80,94,60,10,34,29,38,90,1,1,88
1823,44,John,Riggins,Kansas,37,1,74,230,0,6,5,15,1985,True,False,,,0,0,RB,RB,N/A,1986,False,None,1985 AFC Pro Bowl Team,73,68,34,69,72,60,23,38,20,36,71,1,5,79
1824,23,Marcus,Allen,USC,31,6,74,210,12,1,1,16,1985,True,False,,,6550000,1,RB,RB,DET,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,67,85,30,84,82,61,35,33,43,50,93,1,1,90
1825,22,Gill,Byrd,San Jose State,30,6,71,195,6,6,2,4,1985,False,False,,,7900000,1,SS,SS,NYG,0,False,None,1986 AFC Pro Bowl Team,71,89,1,82,73,66,1,5,1,63,91,1,1,87
1826,80,Jerry,Rice,Miss. Valley State,29,6,74,200,15,15,1,3,1985,True,False,,,13700000,3,WR,WR,SF,0,False,None,1985 NFC Pro Bowl Team|1989 NFC Pro Bowl Team,47,95,8,95,99,89,7,33,37,34,98,7,5,100
1827,84,Gary,Clark,James Madison,29,6,69,173,16,16,1,14,1985,True,False,,,14350000,1,WR,WR,TB,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team|1988 NFC Pro Bowl Team|1989 NFC Pro Bowl Team,56,92,1,92,92,58,8,33,22,42,94,1,1,95
1828,61,Anthony,Munoz,USC,33,6,78,278,0,1,2,3,1985,True,False,,,0,0,T,T,N/A,0,False,None,1987 AFC Pro Bowl Team,74,59,10,45,22,69,1,82,85,59,82,9,10,87
1829,31,Donnie,Shell,South Carolina State,35,2,71,190,0,16,4,5,1985,False,False,,,0,0,SS,SS,N/A,1987,False,None,1985 NFC Pro Bowl Team,77,83,1,86,57,57,8,3,1,65,83,1,1,86
1830,51,Steve,Nelson,Augsburg,40,6,74,230,0,16,5,14,1985,False,False,,,0,0,LB,LB,N/A,1991,False,None,,57,74,1,65,42,75,1,1,1,71,91,1,1,78
1831,47,James,Wilder,Missouri,31,4,75,225,0,18,3,5,1985,True,False,,,0,0,RB,RB,N/A,1989,False,None,1985 NFC Pro Bowl Team,63,69,32,81,72,66,25,22,32,42,93,1,1,83
1832,14,Dan,Fouts,Oregon,38,4,75,204,0,3,2,2,1985,True,False,,,0,0,QB,QB,N/A,1989,False,None,1985 Most Valuable Player|1985 AFC Pro Bowl Team,48,64,87,40,14,88,78,1,10,28,76,1,1,84
1833,33,Tony,Dorsett,Pittsburgh,33,2,71,192,0,9,6,12,1985,True,False,,,0,0,RB,RB,N/A,1987,False,None,1985 AFC Pro Bowl Team,62,81,25,87,69,59,35,32,48,50,83,8,1,87
1834,74,Bruce,Matthews,USC,30,6,77,305,12,12,1,11,1985,True,False,,,10650000,3,T,T,DET,0,False,None,1986 NFC Pro Bowl Team|1988 NFC Pro Bowl Team|1989 NFC Pro Bowl Team|1990 NFC Pro Bowl Team,91,73,7,72,41,76,1,91,91,53,91,1,1,99
1835,78,Mike,Kenn,Michigan,32,3,79,273,0,14,3,10,1985,True,False,,,0,0,T,T,N/A,1988,False,None,1985 NFC Pro Bowl Team|1987 NFC Pro Bowl Team,86,46,1,47,31,69,1,78,85,46,77,4,1,87
1836,52,Mike,Webster,Wisconsin,34,1,73,255,0,8,6,10,1985,True,False,,,0,0,C,C,N/A,1986,False,None,1985 AFC Pro Bowl Team,85,50,1,62,19,74,1,75,85,57,72,7,6,87
1837,57,Jeff,Van Note,Kentucky,40,1,74,247,0,17,6,15,1985,True,False,,,0,0,C,C,N/A,1986,False,None,,74,45,1,43,14,71,4,87,77,53,80,1,1,85
1838,56,Clay,Matthews,USC,35,6,74,245,8,18,2,14,1985,False,False,,,8800000,5,LB,LB,SEA,0,False,None,1985 NFC Pro Bowl Team,51,81,10,62,51,61,1,1,7,88,74,5,1,81
1839,56,Chris,Doleman,Pittsburgh,30,6,77,289,10,10,1,18,1985,False,False,,,11750000,2,DE,DE,IND,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team|1988 Defensive Player of the Year|1988 Most Valuable Player|1988 League MVP|1988 Defensive MVP|1988 NFC Pro Bowl Team|1989 Defensive Player of the Year|1989 Most Valuable Player|1989 League MVP|1989 Defensive MVP|1989 NFC Pro Bowl Team|1990 NFC Pro Bowl Team,91,72,4,85,41,65,9,1,1,68,90,9,1,97
1840,63,Mike,Munchak,Penn State,31,6,75,281,15,15,2,16,1985,True,False,,,6400000,3,G,G,SF,0,False,None,1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team|1989 NFC Pro Bowl Team,94,50,6,61,24,71,9,87,75,45,71,1,1,91
1841,68,Joe,DeLamielleure,Michigan State,36,2,75,254,0,13,6,11,1985,True,False,,,0,0,G,G,N/A,1987,False,None,,90,46,6,47,19,64,3,89,73,40,69,1,1,86
1842,68,Max,Montoya,UCLA,35,6,77,282,0,11,5,2,1985,True,False,,,0,0,G,G,N/A,1991,False,None,1985 NFC Pro Bowl Team,64,40,1,31,14,59,1,53,70,41,45,1,1,66
1843,51,Wilber,Marshall,Florida,29,6,73,231,9,16,2,5,1985,False,False,,,7500000,2,LB,LB,LON,0,False,None,1985 NFC Pro Bowl Team,77,83,1,90,45,72,1,1,10,89,83,1,3,96
1844,70,Richard,Dent,Tennessee State,31,6,77,265,3,12,2,8,1985,False,False,,,6700000,1,DE,DE,GB,0,False,None,1985 NFC Pro Bowl Team|1988 NFC Pro Bowl Team|1989 NFC Pro Bowl Team,82,74,1,52,39,55,7,1,10,80,80,1,1,88
1845,67,Chris,Hinton,Northwestern,30,6,76,300,13,9,3,7,1985,True,False,,,11150000,3,T,T,MIN,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team|1988 AFC Pro Bowl Team,83,63,1,56,28,75,1,85,88,59,74,2,1,92
1846,76,John,Alt,Iowa,29,6,80,298,13,13,2,11,1985,True,False,,,6600000,3,T,T,MIN,0,False,None,1988 NFC Pro Bowl Team|1989 NFC Pro Bowl Team,96,62,1,49,16,63,1,91,87,45,75,1,1,93
1847,78,Bruce,Smith,Virginia Tech,28,6,76,262,10,10,2,1,1985,False,False,,,12500000,1,DE,DE,IND,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team|1989 NFC Pro Bowl Team|1990 NFC Pro Bowl Team,87,82,1,84,56,67,2,1,1,74,89,5,1,100
1848,54,Matt,Millen,Penn State,33,6,74,250,0,1,3,16,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,79,69,1,70,45,59,5,1,1,78,73,1,1,86
1849,20,Louis,Wright,Arizona State,36,4,74,200,0,5,4,13,1985,False,False,,,0,0,CB,CB,N/A,1989,False,None,1987 AFC Pro Bowl Team,55,85,1,96,68,63,1,1,1,61,92,1,6,99
1850,22,Dave,Duerson,Notre Dame,31,6,73,207,11,11,3,2,1985,False,False,,,4900000,2,SS,SS,CHI,0,False,None,1985 NFC Pro Bowl Team|1987 NFC Pro Bowl Team|1988 NFC Pro Bowl Team|1989 NFC Pro Bowl Team,71,87,1,88,77,71,1,1,1,60,77,1,1,89
1851,12,Randall,Cunningham,UNLV,28,6,76,212,8,13,1,8,1985,True,False,,,6000000,5,QB,QB,SEA,0,False,None,1985 NFC Pro Bowl Team|1989 AFC Pro Bowl Team,62,86,86,70,22,75,83,1,1,14,88,1,1,88
1852,87,Steve,Largent,Tulsa,34,3,71,187,0,16,3,14,1985,True,False,,,0,0,WR,WR,N/A,1988,False,None,,39,78,9,70,95,65,1,23,31,38,81,1,1,83
1853,21,James,Brooks,Auburn,28,1,70,180,0,11,6,17,1985,True,False,,,0,0,RB,RB,N/A,1986,False,None,1985 NFC Pro Bowl Team,68,86,29,83,72,63,30,40,44,49,82,3,1,87
1854,28,Curt,Warner,Penn State,30,6,71,205,10,10,3,18,1985,True,False,,,7900000,1,RB,RB,IND,0,False,None,1986 NFC Pro Bowl Team|1989 Playoff MVP|1989 Playoff MVP|1989 NFC Pro Bowl Team,80,88,16,85,75,62,29,45,47,30,88,1,1,92
1855,84,James,Lofton,Stanford,33,4,75,192,0,8,3,9,1985,True,False,,,0,0,WR,WR,N/A,1989,False,None,1986 AFC Pro Bowl Team,49,96,9,79,89,74,9,39,34,50,91,10,1,91
1856,56,Jay,Hilgenberg,Iowa,32,6,75,259,0,11,2,17,1985,True,False,,,0,0,C,C,N/A,0,False,None,1989 AFC Pro Bowl Team,91,49,4,57,18,64,5,87,84,43,61,1,1,90
1857,76,Howie,Long,Villanova,31,6,77,268,6,17,3,4,1985,False,False,,,12300000,1,DE,DE,NYG,0,False,None,1987 NFC Pro Bowl Team|1990 NFC Pro Bowl Team,84,68,6,74,50,68,1,9,4,79,89,1,1,97
1858,53,Harry,Carson,South Carolina State,34,2,74,237,0,14,5,10,1985,False,False,,,0,0,LB,LB,N/A,1987,False,None,1986 NFC Pro Bowl Team,62,75,1,79,52,67,9,10,1,87,79,1,1,86
1859,42,Mike,Haynes,Arizona State,36,4,74,192,0,11,4,17,1985,False,False,,,0,0,CB,CB,N/A,1989,False,None,1985 NFC Pro Bowl Team|1988 NFC Pro Bowl Team,45,88,1,80,73,60,9,1,5,48,92,1,1,91
1860,71,Steve,McMichael,Texas,34,6,74,270,8,7,3,1,1985,False,False,,,6700000,4,DT,DT,SEA,0,False,None,1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team|1989 AFC Pro Bowl Team,75,55,2,63,40,73,5,1,1,71,72,1,1,83
1862,28,Darrell,Green,Texas A&M-Kingsville,31,6,69,184,4,4,2,7,1985,False,False,,,18000000,2,CB,CB,OAK,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team|1988 AFC Pro Bowl Team|1989 AFC Pro Bowl Team,65,85,8,97,66,58,1,1,6,47,92,8,5,96
1863,57,Mike,Singletary,Baylor,33,6,72,230,5,9,2,12,1985,False,False,,,6550000,1,LB,LB,BUF,0,False,None,1985 AFC Pro Bowl Team|1988 NFC Pro Bowl Team,71,78,7,75,51,90,8,10,1,91,96,2,1,93
1864,20,Billy,Sims,Oklahoma,31,1,72,212,0,16,20,5,1985,True,False,,,0,0,RB,RB,N/A,1986,False,None,,69,78,16,76,58,70,28,25,34,45,75,1,1,81
1865,68,Marvin,Powell,USC,34,4,77,268,0,6,6,4,1985,True,False,,,0,0,T,T,N/A,1989,False,None,,70,54,1,29,11,77,1,82,76,52,68,1,3,82
1867,61,Joel,Hilgenberg,Iowa,29,6,75,250,13,13,3,8,1985,True,False,,,10600000,2,C,C,MIN,0,False,None,1986 NFC Pro Bowl Team|1988 NFC Pro Bowl Team,90,50,1,54,13,74,1,81,78,45,80,1,1,87
1868,58,Carl,Banks,Michigan State,29,6,76,235,14,5,3,6,1985,False,False,,,8100000,3,LB,LB,ATL,0,False,None,1985 AFC Pro Bowl Team,81,67,1,80,48,58,1,1,1,89,80,1,1,92
1869,8,Steve,Young,BYU,30,6,74,215,11,9,1,7,1985,True,False,,,25000000,3,QB,QB,CHI,0,False,None,1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team|1988 AFC Pro Bowl Team|1990 NFC Pro Bowl Team,49,83,89,67,23,87,92,1,1,14,78,1,1,93
1870,81,Art,Monk,Syracuse,34,6,75,210,0,8,2,10,1985,True,False,,,0,0,WR,WR,N/A,1991,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1988 AFC Pro Bowl Team,51,91,1,86,97,66,4,22,22,32,88,9,1,94
1873,77,John,Hannah,Alabama,40,6,74,265,0,6,8,4,1985,True,False,,,0,0,G,G,N/A,1991,False,None,1986 AFC Pro Bowl Team,80,46,3,35,25,63,1,71,66,59,84,1,1,76
1874,62,Guy,McIntyre,Georgia,30,6,75,275,18,18,4,14,1985,True,False,,,6400000,2,G,G,BAL,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team|1988 AFC Pro Bowl Team|1989 AFC Pro Bowl Team,95,50,1,57,12,81,1,90,74,38,67,1,1,92
1875,99,Dan,Hampton,Arkansas,34,6,77,264,0,1,4,3,1985,False,False,,,0,0,DE,DE,N/A,0,False,None,1986 AFC Pro Bowl Team,67,73,1,61,51,76,1,1,10,76,73,1,8,90
1876,77,Karl,Mecklenburg,Augustana (SD),31,6,75,240,0,13,4,11,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,1987 NFC Pro Bowl Team,72,74,1,82,51,72,1,5,1,91,93,1,10,93
1878,44,Nolan,Cromwell,Kansas,34,4,73,200,0,18,6,14,1985,False,False,,,0,0,SS,SS,N/A,1989,False,None,1986 NFC Pro Bowl Team,42,86,1,65,44,67,4,1,1,73,70,1,1,75
1879,46,Gerald,Riggs,Arizona State,31,6,73,230,4,4,7,12,1985,True,False,,,6850000,1,RB,RB,OAK,0,False,None,1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,79,77,14,77,59,72,31,40,44,28,74,1,1,84
1880,18,Charlie,Joiner,Grambling State,40,2,71,188,0,5,13,6,1985,True,False,,,0,0,WR,WR,N/A,1987,False,None,,38,73,1,74,83,66,5,30,10,35,75,1,1,81
1881,11,Phil,Simms,Morehead State,33,2,75,216,0,17,5,4,1985,True,False,,,0,0,QB,QB,N/A,1987,False,None,,45,53,66,58,25,76,89,1,1,23,85,1,2,81
1882,7,Ron,Jaworski,Youngstown State,36,2,74,196,0,6,11,15,1985,True,False,,,0,0,QB,QB,N/A,1987,False,None,,44,52,77,59,27,75,76,1,1,20,88,5,1,79
1883,85,Jay,Novacek,Wyoming,29,6,76,234,8,8,4,10,1985,True,False,,,6350000,3,TE,TE,SEA,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team|1988 AFC Pro Bowl Team|1989 AFC Pro Bowl Team|1990 AFC Pro Bowl Team,69,73,1,79,90,68,1,45,61,35,74,1,1,92
1884,64,Lomas,Brown,Florida,28,6,76,282,6,10,4,1,1985,True,False,,,7900000,1,T,T,NYG,0,False,None,,84,62,8,53,17,69,1,84,90,47,80,6,1,92
1885,41,Eugene,Robinson,Colgate,28,6,73,200,5,6,4,4,1985,False,False,,,8500000,4,FS,FS,BUF,0,False,None,1988 AFC Pro Bowl Team|1990 AFC Pro Bowl Team,56,84,1,89,63,62,3,1,1,71,82,5,1,90
1886,79,Bill,Fralic,Pittsburgh,29,6,77,280,14,14,4,9,1985,True,False,,,4700000,3,G,G,ATL,0,False,None,1987 NFC Pro Bowl Team,79,51,1,63,13,58,1,91,75,52,78,1,1,89
1887,80,Kellen,Winslow,Missouri,34,6,77,251,0,3,3,17,1985,True,False,,,0,0,TE,TE,N/A,0,False,None,1985 AFC Pro Bowl Team,73,70,9,64,89,74,1,57,63,48,88,9,1,92
1888,7,Boomer,Esiason,Maryland,30,6,77,224,2,2,1,13,1985,True,False,,,10500000,4,QB,QB,MIA,0,False,None,1987 Most Valuable Player|1987 League MVP|1987 AFC Pro Bowl Team|1989 AFC Pro Bowl Team|1990 AFC Pro Bowl Team,49,68,90,65,31,81,88,1,1,13,93,1,3,90
1889,24,Freeman,McNeil,UCLA,32,6,71,216,0,12,10,8,1985,True,False,,,0,0,RB,RB,N/A,0,False,None,1986 NFC Pro Bowl Team,58,86,13,82,79,48,23,31,32,23,84,1,1,86
1890,54,Andre,Tippett,Iowa,32,6,75,240,13,3,4,2,1985,False,False,,,6550000,2,LB,LB,MIN,0,False,None,1986 AFC Pro Bowl Team|1988 NFC Pro Bowl Team,76,81,4,82,43,74,4,1,1,92,80,1,6,94
1891,73,Dexter,Manley,Oklahoma State,32,6,75,253,0,6,3,15,1985,False,False,,,0,0,DE,DE,N/A,0,False,None,,74,77,1,68,34,50,5,1,1,73,76,1,1,88
1892,29,Albert,Lewis,Grambling State,31,6,74,196,4,4,3,12,1985,False,False,,,18000000,4,CB,CB,OAK,0,False,None,,40,91,1,92,72,55,1,1,5,59,81,1,1,97
1894,28,Wilbert,Montgomery,Abilene Christian,33,2,70,196,0,8,21,9,1985,True,False,,,0,0,RB,RB,N/A,1987,False,None,,64,74,14,73,58,69,25,35,37,41,77,1,1,78
1895,11,Neil,Lomax,Portland State,32,6,75,215,0,10,5,18,1985,True,False,,,0,0,QB,QB,N/A,0,False,None,,32,69,84,59,34,80,81,1,1,24,93,1,1,85
1896,35,Earl,Campbell,Texas,32,2,71,232,0,17,4,15,1985,True,False,,,0,0,RB,RB,N/A,1987,False,None,,76,65,22,72,70,63,19,27,27,44,79,1,1,78
1897,41,Earnest,Jackson,Texas A&M,32,6,69,213,2,12,20,8,1985,True,False,,,250000,1,RB,RB,MIA,0,False,None,,61,72,16,82,50,49,11,39,26,40,80,1,1,79
1898,48,Joe,Cribbs,Auburn,33,6,71,190,0,3,14,2,1985,True,False,,,0,0,RB,RB,N/A,0,False,None,1986 AFC Pro Bowl Team,56,59,9,68,63,62,26,37,23,26,67,1,1,71
1899,85,Drew,Hill,Georgia Tech,33,4,69,170,0,18,7,5,1985,True,False,,,0,0,WR,WR,N/A,1989,False,None,1985 NFC Pro Bowl Team,28,80,1,74,88,70,1,9,22,43,86,1,1,82
1900,80,Roy,Green,Henderson State,34,6,72,195,0,3,5,17,1985,True,False,,,0,0,WR,WR,N/A,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 NFC Pro Bowl Team,39,64,1,70,89,66,1,29,15,39,81,1,2,79
1901,44,Mark,Haynes,Colorado,33,6,71,194,0,5,6,13,1985,False,False,,,0,0,SS,SS,N/A,1991,False,None,,66,73,1,66,64,64,1,1,1,65,72,1,1,78
1902,72,Bob,Golic,Notre Dame,33,5,74,264,0,1,5,16,1985,False,False,,,0,0,DT,DT,N/A,1990,False,None,,81,58,1,41,23,47,1,3,1,65,67,1,1,77
1903,67,Jimbo,Covert,Pittsburgh,31,6,76,277,12,12,4,8,1985,True,False,,,5400000,2,T,T,DET,0,False,None,,76,70,1,49,16,74,1,75,84,48,69,1,1,87
1904,51,Kevin,Greene,Auburn,29,6,75,247,6,12,3,11,1985,False,False,,,6750000,3,LB,LB,NYG,0,False,None,1986 NFC Pro Bowl Team,74,79,1,83,63,85,1,1,1,89,79,4,1,95
1906,9,Tommy,Kramer,Rice,34,4,74,200,0,1,6,3,1985,True,False,,,0,0,QB,QB,N/A,1989,False,None,1985 AFC Pro Bowl Team,53,73,79,46,27,73,79,1,1,33,82,1,1,81
1907,20,Joe,Morris,Syracuse,31,6,67,195,0,15,13,3,1985,True,False,,,0,0,RB,RB,N/A,0,False,None,1987 NFC Pro Bowl Team,58,79,18,78,65,45,25,36,24,39,72,1,1,80
1908,33,Gary,Anderson,Arkansas,30,6,72,185,0,5,14,13,1985,True,False,,,0,0,RB,RB,N/A,0,False,None,,58,80,9,76,66,59,28,23,36,40,74,1,1,81
1909,26,Darrin,Nelson,Stanford,32,6,69,184,0,13,25,8,1985,True,False,,,0,0,RB,RB,N/A,0,False,None,,57,65,14,84,74,44,24,38,23,25,87,1,1,81
1910,49,George,Rogers,South Carolina,33,6,74,228,0,14,24,9,1985,True,False,,,0,0,RB,RB,N/A,1991,False,None,,53,64,30,79,63,44,26,31,40,26,76,1,1,76
1911,44,Earnest,Byner,East Carolina,29,6,70,215,2,2,4,6,1985,True,False,,,5150000,4,RB,RB,MIA,0,False,None,,64,90,31,78,74,67,28,45,47,43,77,1,1,87
1912,82,John,Stallworth,Alabama A&M,37,4,74,191,0,17,11,4,1985,True,False,,,0,0,WR,WR,N/A,1989,False,None,,26,77,1,71,75,53,1,26,12,38,76,1,1,76
1913,84,Eric,Martin,LSU,30,6,73,207,2,2,3,13,1985,True,False,,,14450000,1,WR,WR,MIA,0,False,None,1988 AFC Pro Bowl Team|1990 AFC Pro Bowl Team,33,78,1,94,83,68,1,35,21,28,90,1,1,89
1914,81,Billy,Johnson,Widener,36,3,69,170,0,18,11,5,1985,True,False,,,0,0,WR,WR,N/A,1988,False,None,,38,73,1,72,79,61,1,24,1,35,65,1,1,77
1915,77,Mike,Wilson,Georgia,32,2,77,275,0,17,7,4,1985,True,False,,,0,0,T,T,N/A,1987,False,None,,85,44,1,56,8,69,4,83,72,46,67,1,1,83
1916,53,Jim,Sweeney,Pittsburgh,29,6,76,297,12,12,5,11,1985,True,False,,,4000000,2,G,G,DET,0,False,None,1988 NFC Pro Bowl Team|1990 NFC Pro Bowl Team,88,44,1,47,19,77,1,84,80,37,80,1,1,89
1917,64,Bill,Bryan,Duke,33,3,74,251,0,5,11,6,1985,True,False,,,0,0,C,C,N/A,1988,False,None,,75,53,1,60,22,56,1,82,82,38,71,1,1,84
1918,60,Mark,Gastineau,Arizona State,35,6,77,266,0,4,6,7,1985,False,False,,,0,0,DE,DE,N/A,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,53,46,7,60,37,50,10,1,3,58,65,1,2,72
1919,70,Leonard,Marshall,LSU,30,6,75,288,7,15,5,3,1985,False,False,,,15000000,1,DE,DE,CIN,0,False,None,1988 NFC Pro Bowl Team,78,77,1,62,41,71,1,1,5,66,72,1,1,88
1920,59,Chip,Banks,USC,32,6,76,243,0,5,7,6,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,1986 AFC Pro Bowl Team,68,60,1,62,42,67,1,1,2,92,84,1,1,84
1921,27,Gary,Green,Baylor,36,6,71,187,0,1,7,16,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,,28,76,4,78,45,54,2,1,1,50,71,2,1,80
1922,51,Randy,Cross,UCLA,35,4,75,259,0,5,10,13,1985,True,False,,,0,0,G,G,N/A,1989,False,None,,54,43,1,27,24,46,1,68,60,40,52,1,1,65
1923,17,Dave,Krieg,Milton,33,6,73,193,0,16,6,5,1985,True,False,,,0,0,QB,QB,N/A,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team|1989 NFC Pro Bowl Team|1990 NFC Pro Bowl Team,41,60,71,46,16,81,84,1,1,21,91,3,1,82
1924,1,Bernie,Kosar,Miami (FL),28,6,77,210,3,15,3,3,1985,True,False,,,13350000,3,QB,QB,GB,0,False,None,1989 NFC Pro Bowl Team,57,77,84,63,27,86,89,1,1,25,96,5,1,91
1925,85,John,Jefferson,Arizona State,35,6,73,198,0,5,12,13,1985,True,False,,,0,0,WR,WR,N/A,0,False,None,,30,76,1,83,77,57,2,24,27,40,90,1,1,82
