PlayerID,ImportID,Overall,Season,RookieYear,FirstName,LastName,Team,DraftRound,DraftPick,DraftSeason,College,Number,DOB,Experience,Age,Height,Weight,Position,Salary,ContractYears,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,SigningBonus1,SigningBonus2,SigningBonus3,SigningBonus4,SigningBonus5,SigningBonus6,SigningBonus7,PlayerFlags,PlayerTraits,CollegiateCareer,CollegiateSeasonsJson,CollegiateAwardsJson,SelectedFaceset,SelectedFace,SelectedClothes,SelectedHairstyle,Attr_Str,Attr_Agi,Attr_Arm,Attr_Spe,Attr_Han,Attr_Intel,Attr_Acc,Attr_PBl,Attr_RBl,Attr_Tck,Attr_KDi,Attr_KAc,Attr_End,Attr_Pot,Skill_QB,Skill_RB,Skill_FB,Skill_WR,Skill_TE,Skill_G,Skill_T,Skill_C,Skill_P,Skill_K,Skill_DT,Skill_DE,Skill_LB,Skill_CB,Skill_SS,Skill_FS,Per_Lea,Per_Wor,Per_Com,Per_TmPl,Per_Spor,Per_Soc,Per_Mny,Per_Pres,Per_Sec,Per_Loy,Per_Win,Per_PT,Per_Home,Per_Mkt,Per_Mor
1944,,75,1991,1985,Steve,DeBerg,0,15,6,1985,San Jose State,17,,4,35,75,210,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,10554.png,,darkbrown_3065.png,38,50,75,52,10,68,71,1,1,14,1,1,83,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72,98,65,100,92,63,75,0,31,33,40,98,40,49,25
9607,,79,1991,1990,Lynn,Dickey II,18,6,16,1990,Kansas St,12,,1,26,75,214,QB,250000,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,0105.png,,black_3052.png,42,57,84,57,24,80,76,1,1,8,1,1,72,0,63,1,1,1,1,1,1,1,27,26,1,1,1,1,1,1,56,70,57,43,44,60,97,0,30,49,54,83,35,51,86
2105,,76,1991,1985,Lynn,Dickey,0,39,4,1985,Kansas State,12,,3,39,75,214,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0042.png,,black_3011.png,40,56,80,48,21,79,73,1,1,8,1,1,71,0,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,77,87,99,100,72,66,81,0,46,47,50,83,36,67,36
12399,,76,1991,1991,Trent,Dilfer,12,4,20,1991,Fresno State,4,,0,22,76,225,QB,500000,3,500000,500000,500000,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0069.png,,blonde_3010.png,41,53,75,51,20,84,72,1,1,25,1,1,84,0,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,62,89,29,83,79,77,0,45,46,51,92,48,32,71
7341,,74,1991,1988,Rico,Dynamite,4,3,12,1988,Idaho State,82,,3,26,70,210,QB,490000,1,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Gunslinger,,,,a,10591.png,default-jersey-01.png,blonde_3055.png,44,43,95,44,32,43,84,1,1,1,1,1,64,0,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,71,87,37,84,74,70,0,40,44,30,82,39,59,19
2221,,81,1991,1985,Tony,Eason,15,28,17,1985,Illinois,1,,6,32,76,212,QB,250000,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,10567.png,default-jersey-01.png,bald_3023.png,36,64,82,58,22,82,80,1,1,12,1,1,79,0,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72,39,39,14,27,86,0,40,32,36,89,46,31,25
7388,,68,1991,0,Trent,Edwards,0,0,0,0,Stanford,8,,3,25,75,235,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0062.png,,bald_3037.png,37,37,66,45,7,67,72,1,1,1,1,1,66,0,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,30,35,40,2,9,75,0,31,46,35,85,35,60,52
1815,,98,1991,1985,John,Elway,12,1,5,1985,Stanford,7,,6,31,75,215,QB,10500000,2,10500000,10500000,0,0,0,0,0,0,0,0,0,0,0,0,RunningQB,Dualthreat|Legend,,,,a,10597.png,,blonde_3055.png,65,85,92,69,23,91,97,1,1,31,1,5,92,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,59,68,71,91,99,75,0,30,37,69,94,49,60,98
12881,8455,69,1991,0,Craig,Erickson,0,0,0,0,Miami (FL),0,,0,23,74,209,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,,,,,44,55,64,49,1,68,61,1,1,4,1,1,59,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,78,83,14,68,64,76,0,32,40,37,74,39,64,90
1888,,91,1991,1985,Boomer,Esiason,2,1,13,1985,Maryland,7,,6,30,77,224,QB,10500000,4,10500000,10500000,10500000,10500000,0,0,0,0,0,0,0,0,0,0,None,Gunslinger|Legend,,,,a,0134.png,,darkbrown_3006.png,49,68,90,65,31,81,91,1,1,13,1,3,93,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,95,94,63,66,83,78,0,44,33,52,82,46,59,91
9600,,83,1991,1990,Jim,Everett,17,6,4,1990,Purdue,2,,1,24,77,212,QB,250000,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,10051.png,,black_3025.png,64,56,87,57,11,80,82,1,1,29,3,1,81,0,65,1,1,1,1,1,1,1,27,26,1,1,1,1,1,1,45,50,42,45,32,69,99,0,32,41,60,84,43,32,0
2156,,78,1991,1985,Joe,Ferguson,0,39,13,1985,Arkansas,4,,2,37,73,195,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,0106.png,,bald_3017.png,53,67,85,59,29,72,75,5,4,21,1,1,90,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,71,62,34,97,82,99,0,42,34,55,96,50,37,82
9609,,80,1991,1990,Doug,Flutie,5,6,2,1990,Boston College,2,,1,25,70,180,QB,250000,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,CommunityBenefactor,,,,b,0069.png,,black_3048.png,53,76,78,68,6,80,75,1,1,10,1,1,79,0,63,1,1,1,1,1,1,1,27,26,1,1,1,1,1,1,30,64,67,22,17,36,85,0,40,31,63,85,42,59,99
12401,,72,1991,1991,Glenn,Foley,20,7,9,1991,Boston College,19,,0,24,74,210,QB,250000,2,250000,250000,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,10585.png,,red_3008.png,34,47,74,55,4,70,72,1,1,3,1,1,70,0,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,63,97,57,67,66,90,0,47,40,40,98,33,48,99
1832,,84,1991,1985,Dan,Fouts,0,2,2,1985,Oregon,14,,4,38,75,204,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,GameManager,,,,a,0142.png,,lightbrown_3026.png,48,64,87,40,14,88,78,10,1,28,1,1,76,0,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79,46,67,82,37,36,99,0,38,41,38,84,32,37,77
12398,,76,1991,1991,Gus,Frerotte,1,4,14,1991,Tulsa,6,,0,23,75,237,QB,500000,3,500000,500000,500000,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,10593.png,,lightbrown_3094.png,47,73,85,54,25,71,68,1,1,23,1,1,79,0,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,91,64,86,70,84,71,0,33,31,46,89,41,39,43
12852,9639,73,1991,0,Will,Furrer,0,0,0,0,Virginia Tech,0,,0,24,75,210,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,,,,,48,55,67,57,4,70,68,1,1,11,1,1,70,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,94,69,73,87,74,86,0,31,41,49,78,45,70,74
9611,,62,1991,0,Doug,Gaynor,0,0,0,0,Long Beach State,11,,1,24,74,205,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0093.png,,black_3085.png,47,55,60,42,4,61,61,1,1,11,1,1,65,0,46,1,1,1,1,1,1,1,30,30,1,1,1,1,1,1,64,61,43,81,41,68,86,0,40,38,51,99,33,58,98
6165,,66,1991,0,Brad,Goebel,0,0,0,0,Baylor,1,,4,28,75,202,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0001.png,,darkbrown_3006.png,40,38,67,50,1,54,66,1,1,8,1,1,73,0,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,39,68,11,34,12,81,0,32,47,39,97,32,58,1
12818,10647,70,1991,0,Kent,Graham,0,0,0,0,Notre Dame,0,,0,24,77,231,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,,,,,46,52,71,43,7,71,62,1,1,7,1,1,67,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,64,45,60,64,52,89,0,34,37,62,78,49,57,90
12397,,80,1991,1991,Elvis,Grbac,12,4,1,1991,Michigan,3,,0,24,77,232,QB,500000,3,500000,500000,500000,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0051.png,,black_3027.png,38,58,77,57,19,83,84,1,1,19,1,1,74,0,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,60,65,94,70,44,87,0,42,38,53,77,38,38,99
9604,,80,1991,1990,Brian,Griese,8,6,13,1990,Michigan,4,,1,24,75,215,QB,250000,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,ProBloodline,,,,a,0107.png,,blonde_3054.png,51,56,82,50,19,80,80,1,1,22,1,1,74,0,62,1,1,1,1,1,1,1,27,27,1,1,1,1,1,1,45,69,100,66,80,100,92,0,46,32,63,97,44,31,10
1993,,78,1991,1985,Steve,Grogan,0,25,9,1985,Kansas State,14,,4,36,76,210,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Gunslinger,,,,a,0124.png,,blonde_3039.png,53,49,71,50,14,77,80,1,1,27,1,1,74,0,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,64,33,36,8,36,80,0,35,35,54,89,44,38,42
1964,,89,1991,1985,Bobby,Hebert,4,11,12,1985,Northwest State (LA),3,,6,31,76,215,QB,5050000,1,5050000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0046.png,,black_3102.png,57,62,85,52,14,86,90,1,5,33,1,1,87,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95,59,35,99,36,40,70,0,30,40,62,90,50,68,1
2166,,78,1991,1985,Gary,Hogeboom,0,39,10,1985,Central Michigan,14,,6,33,76,205,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,c,0225.png,default-jersey-01.png,bald_3007.png,41,51,65,45,14,81,83,1,1,19,1,1,73,0,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,94,64,62,63,95,74,0,37,33,51,85,43,48,44
8542,,83,1991,1989,Sam,Howell,11,5,12,1989,North Carolina,14,,2,22,73,220,QB,2050000,2,2050000,1850000,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,10566.png,default-jersey-01.png,blonde_3060.png,54,66,86,70,40,73,83,2,8,20,15,20,91,0,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89,95,88,62,67,82,75,0,30,38,32,75,44,36,96
9619,,77,1991,0,Damon,Huard,19,0,0,0,Washington,13,,1,26,75,215,QB,250000,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,10556.png,default-jersey-01.png,black_3034.png,51,61,73,49,15,75,82,1,1,5,1,1,73,0,62,1,1,1,1,1,1,1,26,27,1,1,1,1,1,1,64,94,99,41,69,93,83,0,34,40,52,76,43,32,19
1882,,79,1991,1985,Ron,Jaworski,0,11,15,1985,Youngstown State,7,,2,36,74,196,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,FilmGeek,,,,a,10556.png,,lightbrown_3081.png,44,52,77,59,27,75,76,1,1,20,5,1,88,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,94,74,63,74,98,81,0,37,34,33,97,36,60,1
12393,,83,1991,1991,Brad,Johnson,18,2,4,1991,Florida State,7,,0,26,77,226,QB,1500000,3,1500000,1500000,1500000,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0003.png,,black_3089.png,41,71,81,61,20,82,85,1,1,23,1,1,85,0,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,100,83,75,77,98,86,0,32,31,55,79,44,32,81
9601,,87,1991,1990,Jim,Kelly,10,1,6,1990,Miami (FL),19,,1,27,75,217,QB,2500000,3,2500000,2500000,2500000,0,0,0,0,0,0,0,0,0,0,0,None,ConsummatePro,,,,a,0144.png,,bald_3028.png,69,70,89,57,22,82,87,1,5,20,7,10,96,0,73,1,1,1,1,1,1,1,28,28,1,1,1,1,1,1,53,96,65,31,92,60,71,0,38,42,67,79,48,65,52
2419,,70,1991,1985,Bill,Kenney,0,44,8,1985,Arizona State,1,,4,34,76,211,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,10595.png,,darkbrown_3073.png,34,56,61,49,7,62,84,1,1,10,1,1,71,0,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,93,68,70,60,66,97,86,0,48,38,62,72,46,30,62
12402,,71,1991,1991,Perry,Klein,13,7,10,1991,California,14,,0,23,74,218,QB,250000,2,250000,250000,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0046.png,,black_3049.png,47,56,76,53,15,71,66,1,1,6,1,1,65,0,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,30,42,65,42,63,100,0,50,33,45,88,45,37,58
12733,15995,68,1991,0,David,Klingler,0,0,0,0,Houston,0,,0,23,75,210,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,,,,,46,59,70,55,11,62,59,1,1,18,1,1,69,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,48,56,60,55,49,80,0,40,33,64,98,41,48,82
7249,,75,1991,1988,Kevin,Kolb,16,7,4,1988,Houston,1,,3,25,74,204,QB,2650000,3,2650000,2650000,2650000,0,0,0,0,0,0,0,0,0,0,0,None,FanFavorite,,,,b,0067.png,default-jersey-01.png,darkbrown_3001.png,55,61,65,49,9,74,73,1,1,14,1,1,77,0,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,61,79,26,60,94,95,0,50,42,58,78,30,30,5
1924,,91,1991,1985,Bernie,Kosar,3,3,3,1985,Miami (FL),1,,6,28,77,210,QB,13350000,3,13350000,13350000,13350000,0,0,0,0,0,0,0,0,0,0,0,None,RawTalent,,,,a,0115.png,,darkbrown_3059.png,57,77,84,63,27,86,89,1,1,25,5,1,96,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,87,81,49,77,68,80,0,40,39,49,83,38,44,59
12394,,83,1991,1991,Tommy,Kramer II,13,2,10,1991,Rice,17,,0,22,74,200,QB,1250000,3,1250000,1250000,1250000,0,0,0,0,0,0,0,0,0,0,0,None,Gunslinger,,,,b,0035.png,default-jersey-01.png,bald_3025.png,59,74,83,62,26,72,88,1,1,33,1,1,87,0,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,78,89,44,86,97,76,0,34,43,42,95,30,42,50
1906,,81,1991,1985,Tommy,Kramer,0,6,3,1985,Rice,9,,4,34,74,200,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,a,0137.png,,lightbrown_3086.png,53,73,79,46,27,73,79,1,1,33,1,1,82,0,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,78,89,44,86,97,76,0,43,32,55,100,49,53,12
1923,,80,1991,1985,Dave,Krieg,3,6,5,1985,Milton,17,,6,33,73,193,QB,500000,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Legend,,,,b,10078.png,default-jersey-01.png,black_3042.png,34,57,68,44,18,80,83,1,1,21,3,1,89,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,43,45,41,63,35,99,0,40,41,32,88,45,39,90
12392,,86,1991,1991,Bobby,Layne,1,1,3,1991,Texas,18,,0,22,73,201,QB,3000000,4,3000000,3000000,3000000,3000000,0,0,0,0,0,0,0,0,0,0,None,Competitor,,,,a,0143.png,default-jersey-01.png,lightbrown_3071.png,55,68,85,62,31,85,89,1,1,20,1,1,65,0,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81,73,95,78,84,84,90,0,47,43,33,74,31,32,78
9612,,78,1991,1990,Ryan,Leaf,16,7,11,1990,Washington State,12,,1,23,77,245,QB,250000,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,BadInfluence,,,,b,0089.png,,black_3036.png,49,54,87,52,5,67,80,1,1,10,1,1,83,0,61,1,1,1,1,1,1,1,26,27,1,1,1,1,1,1,26,50,30,33,40,10,80,0,41,45,33,78,49,64,73
5422,,81,1991,1987,Matt,Leinart,18,4,6,1987,USC,13,,4,27,77,225,QB,4500000,2,4500000,4500000,0,0,0,0,0,0,0,0,0,0,0,0,None,MediaDarling,,,,a,0144.png,default-jersey-01.png,darkbrown_3084.png,35,53,79,65,14,76,79,1,1,7,1,1,81,0,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,65,79,15,82,97,85,0,44,37,60,90,33,30,26
1895,,85,1991,1985,Neil,Lomax,14,5,18,1985,Portland State,11,,6,32,75,215,QB,2000000,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Gunslinger,,,,b,10068.png,default-jersey-01.png,black_3058.png,32,69,84,59,37,80,81,1,1,24,1,1,93,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,63,71,97,62,84,96,0,41,35,43,73,40,40,89
9615,,80,1991,0,Chuck,Long,8,0,0,0,Iowa,17,,1,24,76,217,QB,1450000,4,1450000,1450000,1450000,1450000,0,0,0,0,0,0,0,0,0,0,None,,,,,a,0126.png,default-jersey-01.png,lightbrown_3066.png,52,58,76,49,15,80,84,1,1,5,1,1,78,0,60,1,1,1,1,1,1,1,26,27,1,1,1,1,1,1,64,94,99,41,69,93,83,0,34,40,52,76,43,32,38
2355,,75,1991,1985,Oliver,Luck,0,26,12,1985,West Virginia,9,,6,31,74,196,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,,,,b,0065.png,default-jersey-01.png,black_3028.png,33,41,72,43,8,73,76,1,1,17,1,1,73,0,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,32,58,90,64,65,73,0,32,35,64,74,31,69,31
