StreakID,CurrentStreak,MaxStreak,PlayerID
ConsecutiveGamesPlayed,54,54,2033
GamesWith100YardsReceiving,0,2,2033
GamesWRecTD,0,5,2033
GamesWRushTD,0,1,2033
ConsecutiveGamesPlayed,20,43,5353
GamesWInt,0,1,5353
GamesWSack,0,1,5353
ConsecutiveGamesPlayed,67,67,5399
ConsecutiveGamesPlayed,2,58,5675
GamesWith100YardsReceiving,1,1,5675
GamesWRecTD,0,2,5675
GamesWRushTD,0,1,5675
ConsecutiveGamesPlayed,19,19,8379
GamesWInt,0,1,8379
GamesWSack,0,1,8379
ConsecutiveGamesPlayed,2,30,8568
GamesWith100YardsRushing,0,1,8568
GamesWRushTD,1,3,8568
ConsecutiveGamesPlayed,34,34,8389
GamesWSack,0,1,8389
ConsecutiveGamesPlayed,38,38,2396
GamesWInt,0,1,2396
GamesWSack,0,1,2396
ConsecutiveGamesPlayed,83,83,3417
GamesWith100YardsReceiving,0,1,3417
GamesWRecTD,0,2,3417
GamesWRushTD,0,1,3417
ConsecutiveGamesPlayed,67,67,6097
GamesWRecTD,0,1,6097
ConsecutiveGamesPlayed,59,59,5985
GamesWith100YardsReceiving,0,2,5985
GamesWRecTD,3,7,5985
ConsecutiveGamesPlayed,51,51,5716
GamesWith100YardsReceiving,0,1,5716
GamesWRecTD,0,2,5716
GamesWRushTD,0,1,5716
ConsecutiveGamesPlayed,1,64,5606
ConsecutiveGamesPlayed,67,67,5393
GamesWSack,0,1,5393
ConsecutiveGamesPlayed,31,46,1919
GamesWSack,0,3,1919
ConsecutiveGamesPlayed,67,67,6094
GamesWSack,0,2,6094
ConsecutiveGamesPlayed,34,34,2394
GamesWInt,0,1,2394
GamesWSack,0,1,2394
ConsecutiveGamesPlayed,17,17,9599
GamesWPassTD,3,8,9599
ConsecutivePassesNoInt,129,129,9599
ConsecutiveCompletions,0,17,9599
GamesWith300Yards,0,2,9599
GamesWNoInt,3,3,9599
ConsecutiveGamesPlayed,17,17,9945
GamesWSack,1,2,9945
ConsecutiveGamesPlayed,8,8,9917
ConsecutiveGamesPlayed,17,17,10178
GamesWInt,0,1,10178
GamesWSack,0,1,10178
ConsecutiveGamesPlayed,17,17,9700
GamesWRushTD,0,1,9700
ConsecutiveGamesPlayed,2,6,10058
ConsecutiveGamesPlayed,17,17,9641
ConsecutiveGamesPlayed,22,22,7102
GamesWInt,0,1,7102
GamesWSack,0,1,7102
ConsecutiveGamesPlayed,93,93,2202
GamesWInt,0,1,2202
GamesWSack,0,1,2202
ConsecutiveGamesPlayed,34,34,8450
GamesWInt,0,1,8450
GamesWSack,0,1,8450
ConsecutiveGamesPlayed,5,5,10145
ConsecutiveGamesPlayed,0,16,2117
GamesWRushTD,0,1,2117
ConsecutiveGamesPlayed,0,5,9606
ConsecutiveGamesPlayed,0,5,9924
ConsecutiveGamesPlayed,99,99,1883
GamesWith100YardsReceiving,0,1,1883
GamesWRecTD,0,2,1883
GamesWRushTD,0,1,1883
ConsecutiveGamesPlayed,5,87,1950
ConsecutiveGamesPlayed,9,73,3307
GamesWInt,0,1,3307
GamesWSack,0,2,3307
ConsecutiveGamesPlayed,8,47,5596
GamesWSack,2,3,5596
ConsecutiveGamesPlayed,9,51,5343
GamesWInt,0,1,5343
GamesWSack,0,3,5343
ConsecutiveGamesPlayed,30,34,6096
GamesWInt,0,1,6096
GamesWSack,0,2,6096
ConsecutiveGamesPlayed,18,30,7280
ConsecutiveGamesPlayed,27,55,2621
GamesWInt,0,1,2621
GamesWSack,0,1,2621
ConsecutiveGamesPlayed,99,99,2029
GamesWith100YardsReceiving,0,2,2029
GamesWRecTD,0,3,2029
GamesWRushTD,0,1,2029
ConsecutiveGamesPlayed,64,64,1838
GamesWInt,0,1,1838
GamesWSack,0,2,1838
ConsecutiveGamesPlayed,34,43,2004
ConsecutiveGamesPlayed,25,25,8397
GamesWInt,0,1,8397
ConsecutiveGamesPlayed,34,34,8562
GamesWith100YardsRushing,1,2,8562
GamesWRushTD,0,1,8562
ConsecutiveGamesPlayed,83,83,3548
GamesWSack,0,1,3548
ConsecutiveGamesPlayed,62,62,2030
GamesWRushTD,0,1,2030
ConsecutiveGamesPlayed,7,47,1860
GamesWSack,0,2,1860
ConsecutiveGamesPlayed,4,56,1851
GamesWPassTD,4,11,1851
ConsecutivePassesNoInt,137,216,1851
ConsecutiveCompletions,10,17,1851
GamesWith300Yards,0,1,1851
GamesWNoInt,4,7,1851
ConsecutiveGamesPlayed,0,6,7396
GamesWInt,0,1,7396
ConsecutiveGamesPlayed,7,31,5584
GamesWSack,0,1,5584
ConsecutiveGamesPlayed,61,61,5681
GamesWSack,0,2,5681
ConsecutiveGamesPlayed,17,17,9627
GamesWRecTD,0,1,9627
GamesWRushTD,3,3,9627
ConsecutiveGamesPlayed,15,15,10045
GamesWSack,1,1,10045
ConsecutiveGamesPlayed,67,67,6034
GamesWSack,0,2,6034
ConsecutiveGamesPlayed,0,5,9604
GamesWPassTD,0,2,9604
ConsecutivePassesNoInt,72,72,9604
ConsecutiveCompletions,1,6,9604
GamesWNoInt,0,2,9604
ConsecutiveGamesPlayed,0,42,2537
GamesWInt,0,1,2537
GamesWSack,0,2,2537
ConsecutiveGamesPlayed,29,29,2279
GamesWInt,0,1,2279
GamesWSack,0,1,2279
ConsecutiveGamesPlayed,34,64,2010
ConsecutiveGamesPlayed,67,67,5997
GamesWInt,0,1,5997
GamesWSack,0,1,5997
ConsecutiveGamesPlayed,99,99,2344
ConsecutiveFGMade,10,19,2344
ConsecutiveGamesPlayed,24,26,2247
ConsecutiveGamesPlayed,67,67,5715
GamesWInt,0,1,5715
GamesWSack,0,1,5715
ConsecutiveGamesPlayed,0,98,2144
GamesWInt,0,1,2144
GamesWSack,0,1,2144
ConsecutiveGamesPlayed,99,99,2258
GamesWInt,0,2,2258
GamesWSack,0,3,2258
ConsecutiveGamesPlayed,99,99,2142
GamesWInt,0,1,2142
GamesWSack,0,2,2142
ConsecutiveGamesPlayed,30,30,5582
GamesWRushTD,0,1,5582
ConsecutiveGamesPlayed,16,65,2208
GamesWInt,0,3,2208
GamesWSack,0,2,2208
ConsecutiveGamesPlayed,1,81,3577
GamesWSack,0,2,3577
ConsecutiveGamesPlayed,34,38,1948
GamesWRecTD,0,1,1948
ConsecutiveGamesPlayed,83,83,3465
GamesWInt,0,1,3465
GamesWSack,0,1,3465
ConsecutiveGamesPlayed,52,52,6095
GamesWRecTD,3,3,6095
GamesWRushTD,0,1,6095
ConsecutiveGamesPlayed,2,12,8538
GamesWPassTD,2,6,8538
ConsecutivePassesNoInt,212,212,8538
ConsecutiveCompletions,1,18,8538
GamesWNoInt,2,5,8538
ConsecutiveGamesPlayed,17,58,2215
ConsecutiveGamesPlayed,86,86,1931
ConsecutiveGamesPlayed,67,67,6004
GamesWSack,0,1,6004
ConsecutiveGamesPlayed,0,7,9600
ConsecutivePassesNoInt,15,15,9600
ConsecutiveCompletions,1,2,9600
GamesWNoInt,0,2,9600
ConsecutiveGamesPlayed,17,17,9956
GamesWSack,1,1,9956
ConsecutiveGamesPlayed,17,17,8490
GamesWSack,0,1,8490
ConsecutiveGamesPlayed,42,42,6084
GamesWith100YardsRushing,0,1,6084
GamesWRecTD,0,2,6084
GamesWRushTD,0,2,6084
ConsecutiveGamesPlayed,34,61,2412
GamesWith100YardsReceiving,0,2,2412
GamesWRecTD,1,5,2412
ConsecutiveGamesPlayed,99,99,1976
GamesWInt,0,1,1976
GamesWSack,0,1,1976
ConsecutiveGamesPlayed,23,32,2086
ConsecutiveGamesPlayed,0,44,2417
GamesWRecTD,0,1,2417
ConsecutiveGamesPlayed,17,17,6026
ConsecutiveGamesPlayed,1,6,8552
GamesWPassTD,0,2,8552
ConsecutivePassesNoInt,43,137,8552
ConsecutiveCompletions,2,5,8552
GamesWith300Yards,0,1,8552
GamesWNoInt,1,2,8552
ConsecutiveGamesPlayed,5,19,7218
ConsecutiveGamesPlayed,0,43,2538
GamesWInt,0,1,2538
GamesWSack,0,1,2538
ConsecutiveGamesPlayed,34,34,8672
GamesWith100YardsReceiving,0,2,8672
GamesWRecTD,1,5,8672
GamesWRushTD,0,1,8672
ConsecutiveGamesPlayed,1,30,8384
GamesWInt,0,1,8384
GamesWSack,0,1,8384
ConsecutiveGamesPlayed,26,26,8459
GamesWInt,0,1,8459
GamesWSack,0,1,8459
ConsecutiveGamesPlayed,8,46,5642
ConsecutiveGamesPlayed,67,67,5556
GamesWSack,0,2,5556
ConsecutiveGamesPlayed,35,35,3456
GamesWSack,1,3,3456
ConsecutiveGamesPlayed,48,48,6067
GamesWRecTD,0,2,6067
ConsecutiveGamesPlayed,4,21,5590
GamesWRecTD,0,1,5590
GamesWRushTD,0,2,5590
ConsecutiveGamesPlayed,0,40,5532
ConsecutiveGamesPlayed,54,54,2509
GamesWRecTD,0,1,2509
ConsecutiveGamesPlayed,4,79,2374
GamesWRecTD,0,2,2374
GamesWRushTD,0,1,2374
ConsecutiveGamesPlayed,17,22,5633
GamesWPassTD,13,13,5633
ConsecutivePassesNoInt,120,482,5633
ConsecutiveCompletions,3,18,5633
GamesWith300Yards,0,3,5633
GamesWNoInt,3,8,5633
ConsecutiveGamesPlayed,99,99,2237
GamesWith100YardsReceiving,0,2,2237
GamesWRecTD,0,6,2237
GamesWRushTD,0,1,2237
ConsecutiveGamesPlayed,17,17,9953
GamesWSack,0,1,9953
ConsecutiveGamesPlayed,17,17,10132
GamesWInt,0,1,10132
ConsecutiveGamesPlayed,0,9,9919
ConsecutiveGamesPlayed,17,17,9629
GamesWith100YardsRushing,0,1,9629
GamesWRushTD,0,1,9629
ConsecutiveGamesPlayed,17,17,9966
GamesWSack,0,1,9966
ConsecutiveGamesPlayed,0,5,9952
ConsecutiveGamesPlayed,17,17,10140
ConsecutiveGamesPlayed,17,17,9832
ConsecutiveGamesPlayed,99,99,2480
GamesWInt,0,1,2480
GamesWSack,0,1,2480
ConsecutiveGamesPlayed,4,4,9739
ConsecutiveGamesPlayed,17,17,10256
ConsecutiveFGMade,0,2,10256
ConsecutiveGamesPlayed,6,32,5702
GamesWith100YardsReceiving,1,2,5702
GamesWRecTD,1,3,5702
ConsecutiveGamesPlayed,24,36,5653
ConsecutiveGamesPlayed,26,40,6164
GamesWInt,0,1,6164
GamesWSack,1,1,6164
ConsecutiveGamesPlayed,51,51,7226
GamesWInt,0,1,7226
GamesWSack,0,1,7226
ConsecutiveGamesPlayed,79,79,1953
GamesWSack,0,6,1953
ConsecutiveGamesPlayed,1,64,5552
ConsecutiveGamesPlayed,36,36,7310
GamesWith100YardsReceiving,0,2,7310
GamesWRecTD,0,2,7310
ConsecutiveGamesPlayed,45,45,2386
GamesWSack,0,1,2386
ConsecutiveGamesPlayed,34,34,8369
GamesWInt,0,2,8369
ConsecutiveGamesPlayed,0,8,2377
ConsecutiveGamesPlayed,0,8,5717
GamesWPassTD,0,3,5717
ConsecutivePassesNoInt,35,166,5717
ConsecutiveCompletions,0,8,5717
GamesWNoInt,0,4,5717
ConsecutiveGamesPlayed,99,99,2352
GamesWInt,0,2,2352
GamesWSack,0,4,2352
ConsecutiveGamesPlayed,0,19,2204
GamesWInt,0,1,2204
GamesWSack,0,1,2204
ConsecutiveGamesPlayed,99,99,2150
ConsecutiveFGMade,0,11,2150
ConsecutiveGamesPlayed,17,17,9827
ConsecutiveGamesPlayed,17,17,9628
GamesWith100YardsRushing,0,1,9628
GamesWRushTD,1,1,9628
ConsecutiveGamesPlayed,17,17,9950
GamesWSack,0,1,9950
ConsecutiveGamesPlayed,17,17,10042
ConsecutiveGamesPlayed,3,11,9712
ConsecutiveGamesPlayed,17,17,9926
ConsecutiveGamesPlayed,17,17,10142
ConsecutiveGamesPlayed,2,60,5340
GamesWInt,0,1,5340
GamesWSack,0,1,5340
ConsecutiveGamesPlayed,15,15,8588
GamesWInt,0,1,8588
GamesWSack,0,1,8588
ConsecutiveGamesPlayed,0,43,5683
GamesWSack,0,1,5683
ConsecutiveGamesPlayed,15,15,8510
GamesWInt,0,1,8510
GamesWSack,1,1,8510
ConsecutiveGamesPlayed,4,4,9954
ConsecutiveGamesPlayed,49,49,2095
GamesWInt,0,1,2095
GamesWSack,0,1,2095
ConsecutiveGamesPlayed,30,68,2785
GamesWSack,1,1,2785
ConsecutiveGamesPlayed,16,34,7340
ConsecutiveFGMade,4,4,7340
ConsecutiveGamesPlayed,0,7,9882
ConsecutiveGamesPlayed,17,17,10007
ConsecutiveGamesPlayed,1,6,10053
GamesWSack,1,1,10053
ConsecutiveGamesPlayed,17,17,10144
ConsecutiveGamesPlayed,72,72,1818
GamesWSack,0,22,1818
ConsecutiveGamesPlayed,17,28,2153
GamesWith100YardsReceiving,0,1,2153
GamesWRecTD,0,3,2153
ConsecutiveGamesPlayed,0,55,1941
GamesWith100YardsReceiving,0,3,1941
GamesWRecTD,0,4,1941
GamesWRushTD,0,1,1941
ConsecutiveGamesPlayed,24,24,5690
ConsecutiveGamesPlayed,3,63,5435
ConsecutiveGamesPlayed,5,61,6124
GamesWSack,0,4,6124
ConsecutiveGamesPlayed,58,58,3448
GamesWSack,0,5,3448
ConsecutiveGamesPlayed,26,26,7309
GamesWInt,0,1,7309
GamesWSack,0,2,7309
ConsecutiveGamesPlayed,17,33,7171
ConsecutiveGamesPlayed,55,55,1863
GamesWInt,0,3,1863
GamesWSack,0,2,1863
ConsecutiveGamesPlayed,99,99,1810
GamesWInt,0,1,1810
GamesWSack,2,4,1810
ConsecutiveGamesPlayed,34,34,8386
GamesWInt,0,1,8386
GamesWSack,0,1,8386
ConsecutiveGamesPlayed,9,24,8470
ConsecutiveGamesPlayed,34,34,8374
GamesWInt,0,1,8374
ConsecutiveGamesPlayed,1,15,8578
GamesWRushTD,0,1,8578
ConsecutiveGamesPlayed,31,66,2371
GamesWRecTD,0,2,2371
GamesWRushTD,0,1,2371
ConsecutiveGamesPlayed,18,80,1885
GamesWInt,0,1,1885
GamesWSack,0,1,1885
ConsecutiveGamesPlayed,0,17,3624
GamesWPassTD,0,7,3624
ConsecutivePassesNoInt,76,164,3624
ConsecutiveCompletions,1,16,3624
GamesWith300Yards,0,2,3624
GamesWNoInt,0,6,3624
ConsecutiveGamesPlayed,17,19,7365
GamesWith100YardsReceiving,1,1,7365
GamesWRecTD,2,2,7365
ConsecutiveGamesPlayed,43,43,5477
ConsecutiveFGMade,0,11,5477
ConsecutiveGamesPlayed,29,29,3313
GamesWith100YardsReceiving,0,2,3313
GamesWRecTD,0,5,3313
GamesWRushTD,0,2,3313
ConsecutiveGamesPlayed,39,39,5707
GamesWith100YardsRushing,0,1,5707
GamesWRecTD,0,1,5707
GamesWRushTD,1,3,5707
ConsecutiveGamesPlayed,17,17,10036
GamesWInt,0,1,10036
GamesWSack,0,2,10036
ConsecutiveGamesPlayed,17,17,10041
GamesWSack,0,1,10041
ConsecutiveGamesPlayed,5,11,10019
GamesWSack,0,1,10019
ConsecutiveGamesPlayed,1,5,9836
ConsecutiveGamesPlayed,1,5,9609
GamesWPassTD,1,1,9609
ConsecutivePassesNoInt,37,37,9609
ConsecutiveCompletions,0,12,9609
GamesWith300Yards,1,1,9609
GamesWNoInt,1,1,9609
ConsecutiveGamesPlayed,17,17,10004
GamesWSack,1,1,10004
ConsecutiveGamesPlayed,42,42,1888
GamesWPassTD,10,12,1888
ConsecutivePassesNoInt,27,215,1888
ConsecutiveCompletions,3,20,1888
GamesWith300Yards,1,5,1888
GamesWNoInt,0,7,1888
ConsecutiveGamesPlayed,17,52,1822
GamesWith100YardsReceiving,0,2,1822
GamesWRecTD,3,3,1822
GamesWRushTD,0,1,1822
ConsecutiveGamesPlayed,36,43,1911
GamesWith100YardsRushing,0,1,1911
GamesWRecTD,0,1,1911
GamesWRushTD,1,4,1911
ConsecutiveGamesPlayed,9,50,2152
GamesWInt,0,2,2152
GamesWSack,0,1,2152
ConsecutiveGamesPlayed,23,75,2280
ConsecutiveGamesPlayed,51,51,3585
GamesWInt,0,1,3585
GamesWSack,0,2,3585
ConsecutiveGamesPlayed,83,83,3549
GamesWInt,0,1,3549
GamesWSack,1,2,3549
ConsecutiveGamesPlayed,51,51,5425
GamesWRecTD,1,2,5425
GamesWRushTD,0,1,5425
ConsecutiveGamesPlayed,4,28,6154
GamesWInt,0,1,6154
GamesWSack,0,1,6154
ConsecutiveGamesPlayed,51,51,7231
GamesWInt,0,1,7231
GamesWSack,0,1,7231
ConsecutiveGamesPlayed,17,58,3301
GamesWSack,2,3,3301
ConsecutiveGamesPlayed,78,78,3615
GamesWSack,0,1,3615
ConsecutiveGamesPlayed,34,34,8497
GamesWInt,0,1,8497
GamesWSack,0,2,8497
ConsecutiveGamesPlayed,20,20,8603
ConsecutiveGamesPlayed,34,34,8671
GamesWith100YardsReceiving,1,1,8671
GamesWRecTD,1,2,8671
GamesWRushTD,0,1,8671
ConsecutiveGamesPlayed,0,5,8518
ConsecutiveGamesPlayed,22,59,2220
GamesWInt,0,1,2220
GamesWSack,0,2,2220
ConsecutiveGamesPlayed,51,51,3457
ConsecutiveGamesPlayed,8,63,2308
ConsecutiveGamesPlayed,0,27,2183
ConsecutiveGamesPlayed,67,67,5981
ConsecutiveFGMade,1,1,5981
ConsecutiveGamesPlayed,0,82,1897
GamesWith100YardsRushing,0,2,1897
GamesWRecTD,0,1,1897
GamesWRushTD,0,2,1897
ConsecutiveGamesPlayed,67,67,5480
GamesWSack,0,1,5480
ConsecutiveGamesPlayed,7,84,1913
GamesWith100YardsReceiving,0,4,1913
GamesWRecTD,0,6,1913
GamesWRushTD,0,1,1913
ConsecutiveGamesPlayed,4,12,9918
ConsecutiveGamesPlayed,17,17,9626
GamesWith100YardsRushing,1,1,9626
GamesWRecTD,0,1,9626
GamesWRushTD,1,1,9626
ConsecutiveGamesPlayed,17,17,10174
GamesWSack,0,1,10174
ConsecutiveGamesPlayed,17,17,10141
ConsecutiveGamesPlayed,0,6,9833
ConsecutiveGamesPlayed,17,17,10006
ConsecutiveGamesPlayed,34,44,2349
GamesWSack,0,1,2349
ConsecutiveGamesPlayed,62,62,3334
GamesWInt,0,1,3334
GamesWSack,0,1,3334
ConsecutiveGamesPlayed,83,83,3537
GamesWInt,0,1,3537
ConsecutiveGamesPlayed,83,83,3557
GamesWRecTD,0,1,3557
GamesWRushTD,1,6,3557
ConsecutiveGamesPlayed,0,17,6039
ConsecutiveGamesPlayed,1,6,6138
GamesWSack,0,1,6138
ConsecutiveGamesPlayed,2,41,7208
ConsecutiveGamesPlayed,0,5,7246
ConsecutiveGamesPlayed,9,26,1957
GamesWInt,0,1,1957
GamesWSack,0,1,1957
ConsecutiveGamesPlayed,1,27,2019
GamesWInt,0,1,2019
GamesWSack,0,2,2019
ConsecutiveGamesPlayed,67,67,5454
ConsecutiveGamesPlayed,99,99,2482
ConsecutiveFGMade,5,14,2482
ConsecutiveGamesPlayed,17,33,7105
GamesWInt,0,1,7105
GamesWSack,0,3,7105
ConsecutiveGamesPlayed,99,99,2570
ConsecutiveFGMade,0,1,2570
ConsecutiveGamesPlayed,7,50,1843
GamesWInt,0,1,1843
GamesWSack,0,2,1843
ConsecutiveGamesPlayed,29,29,8398
GamesWInt,0,2,8398
ConsecutiveGamesPlayed,34,34,8495
GamesWInt,0,1,8495
GamesWSack,0,1,8495
ConsecutiveGamesPlayed,34,34,8670
GamesWith100YardsReceiving,0,1,8670
GamesWRecTD,0,3,8670
GamesWRushTD,0,1,8670
ConsecutiveGamesPlayed,20,20,8467
ConsecutiveGamesPlayed,41,41,5402
ConsecutiveGamesPlayed,6,30,1816
GamesWPassTD,1,29,1816
ConsecutivePassesNoInt,25,510,1816
ConsecutiveCompletions,4,22,1816
GamesWith300Yards,3,8,1816
GamesWNoInt,0,15,1816
ConsecutiveGamesPlayed,25,25,5671
GamesWith100YardsReceiving,0,1,5671
GamesWRecTD,0,1,5671
GamesWRushTD,0,1,5671
ConsecutiveGamesPlayed,21,34,5714
GamesWith100YardsRushing,0,3,5714
GamesWRecTD,0,2,5714
GamesWRushTD,1,3,5714
ConsecutiveGamesPlayed,83,83,3326
GamesWith100YardsReceiving,2,2,3326
GamesWRecTD,1,7,3326
GamesWRushTD,1,1,3326
ConsecutiveGamesPlayed,22,44,5657
GamesWith100YardsReceiving,1,3,5657
GamesWRecTD,0,8,5657
ConsecutiveGamesPlayed,2,14,10035
GamesWSack,0,1,10035
ConsecutiveGamesPlayed,17,17,10003
GamesWSack,1,1,10003
ConsecutiveGamesPlayed,0,7,9883
ConsecutiveGamesPlayed,17,17,9875
ConsecutiveGamesPlayed,17,17,10138
ConsecutiveGamesPlayed,5,28,8432
GamesWSack,0,2,8432
ConsecutiveGamesPlayed,31,31,5391
GamesWith100YardsRushing,1,3,5391
GamesWRecTD,0,1,5391
GamesWRushTD,4,4,5391
ConsecutiveGamesPlayed,15,66,3472
ConsecutiveGamesPlayed,99,99,2138
GamesWSack,0,3,2138
ConsecutiveGamesPlayed,67,67,6065
GamesWRecTD,0,1,6065
ConsecutiveGamesPlayed,85,85,1939
GamesWInt,1,1,1939
GamesWSack,0,1,1939
ConsecutiveGamesPlayed,17,27,2511
GamesWRecTD,0,1,2511
ConsecutiveGamesPlayed,99,99,2865
GamesWSack,1,1,2865
ConsecutiveGamesPlayed,2,13,3386
ConsecutiveGamesPlayed,2,35,5372
GamesWInt,0,1,5372
GamesWSack,1,1,5372
ConsecutiveGamesPlayed,0,5,5412
GamesWPassTD,0,3,5412
ConsecutivePassesNoInt,103,103,5412
ConsecutiveCompletions,3,4,5412
GamesWith300Yards,0,1,5412
GamesWNoInt,0,3,5412
ConsecutiveGamesPlayed,43,43,5513
GamesWSack,0,1,5513
ConsecutiveGamesPlayed,1,6,6027
ConsecutiveGamesPlayed,67,67,6075
GamesWRecTD,0,2,6075
ConsecutiveGamesPlayed,16,16,6145
GamesWRecTD,1,1,6145
GamesWRushTD,1,2,6145
ConsecutiveGamesPlayed,0,5,9610
ConsecutiveGamesPlayed,1,1,9723
ConsecutiveGamesPlayed,0,5,9888
ConsecutiveGamesPlayed,17,17,10055
ConsecutiveGamesPlayed,17,17,10139
ConsecutiveGamesPlayed,25,73,1874
ConsecutiveGamesPlayed,0,92,1974
GamesWSack,0,4,1974
ConsecutiveGamesPlayed,0,41,2187
ConsecutiveGamesPlayed,46,46,5695
ConsecutiveGamesPlayed,43,43,5415
GamesWRushTD,0,1,5415
ConsecutiveGamesPlayed,67,67,5373
GamesWInt,0,2,5373
GamesWSack,0,2,5373
ConsecutiveGamesPlayed,49,49,5994
GamesWSack,0,2,5994
ConsecutiveGamesPlayed,15,42,2226
ConsecutiveGamesPlayed,5,32,7136
GamesWInt,0,2,7136
GamesWSack,0,1,7136
ConsecutiveGamesPlayed,51,51,7045
GamesWith100YardsRushing,5,10,7045
GamesWRecTD,0,1,7045
GamesWRushTD,0,9,7045
ConsecutiveGamesPlayed,4,61,2189
ConsecutiveGamesPlayed,66,66,2028
ConsecutiveGamesPlayed,99,99,2108
GamesWith100YardsReceiving,0,2,2108
GamesWRecTD,3,4,2108
GamesWRushTD,0,2,2108
ConsecutiveGamesPlayed,82,82,2866
GamesWSack,0,1,2866
ConsecutiveGamesPlayed,7,91,1813
GamesWPassTD,7,16,1813
ConsecutivePassesNoInt,59,341,1813
ConsecutiveCompletions,8,19,1813
GamesWith300Yards,0,1,1813
GamesWNoInt,2,13,1813
ConsecutiveGamesPlayed,6,32,3369
GamesWInt,0,1,3369
GamesWSack,0,3,3369
ConsecutiveGamesPlayed,17,17,8361
ConsecutiveGamesPlayed,3,36,6074
GamesWInt,0,2,6074
GamesWSack,0,1,6074
ConsecutiveGamesPlayed,17,17,8404
GamesWInt,0,3,8404
ConsecutiveGamesPlayed,0,5,8596
ConsecutiveGamesPlayed,0,48,2303
GamesWRecTD,0,1,2303
GamesWRushTD,0,1,2303
ConsecutiveGamesPlayed,83,83,3431
GamesWith100YardsReceiving,0,3,3431
GamesWRecTD,2,5,3431
GamesWRushTD,0,1,3431
ConsecutiveGamesPlayed,15,15,9947
GamesWSack,0,1,9947
ConsecutiveGamesPlayed,2,8,10133
ConsecutiveGamesPlayed,17,17,10242
ConsecutiveFGMade,0,9,10242
ConsecutiveGamesPlayed,17,17,10177
GamesWInt,0,1,10177
ConsecutiveGamesPlayed,0,5,9607
ConsecutiveGamesPlayed,0,5,9636
ConsecutiveGamesPlayed,61,61,2031
GamesWInt,0,1,2031
GamesWSack,0,2,2031
ConsecutiveGamesPlayed,0,5,5422
GamesWPassTD,0,2,5422
ConsecutivePassesNoInt,11,75,5422
ConsecutiveCompletions,3,10,5422
GamesWNoInt,0,1,5422
ConsecutiveGamesPlayed,0,66,5438
GamesWRecTD,0,1,5438
