PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,DraftedBy,DraftRound,DraftPick,DraftSeason,HallOfFame,Injury,InjuryLength,Salary,ContractYears,Position,Alt Position,Team,RetiredSeason,Franchise Tag,Tender Type,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall,,,,,,,,,,,,,,,,,,,,,
6064,62,Erik,Williams,Central State (OH),23,0,78,324,11,0,0,0,0,FALSE,,,1000000,4,T,T,CHI,0,FALSE,None,,91,65,1,48,10,75,5,72,85,54,80,1,3,81,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6064,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6064,0,11,'supp',NOW());"
6054,84,Ed,McCaffrey,Stanford,23,0,77,215,12,0,0,0,0,FALSE,,,1000000,4,WR,WR,DET,0,FALSE,None,,31,79,1,75,89,72,1,25,23,38,79,1,1,79,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6054,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6054,0,12,'supp',NOW());"
6044,44,Eric,Turner,UCLA,23,0,73,208,13,0,0,0,0,FALSE,,,1000000,4,FS,FS,MIN,0,FALSE,None,,60,79,1,67,60,55,1,1,1,61,83,1,1,77,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6044,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6044,0,13,'supp',NOW());"
6035,71,Alfred,Williams,Colorado,23,0,78,260,14,0,0,0,0,FALSE,,,1000000,4,DE,DE,ATL,0,FALSE,None,,79,53,1,77,26,58,1,1,1,61,74,1,1,74,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6035,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6035,0,14,'supp',NOW());"
6024,79,John,Jurkovic,Eastern Illinois,24,0,74,301,15,0,0,0,0,FALSE,,,1000000,4,DT,DT,SF,0,FALSE,None,,88,57,1,65,31,46,1,1,1,70,66,1,1,80,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6024,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6024,0,15,'supp',NOW());"
6014,65,Jon,Melander,Minnesota,25,0,79,280,16,0,0,0,0,FALSE,,,1000000,4,G,G,TB,0,FALSE,None,,78,42,1,38,7,57,1,76,67,39,60,1,1,75,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6014,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6014,0,16,'supp',NOW());"
6005,11,Scott,Mitchell,Utah,23,0,78,240,17,0,0,0,0,FALSE,,,1000000,4,QB,QB,WAS,0,FALSE,None,,46,54,80,55,11,80,76,1,1,12,79,1,1,71,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6005,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6005,0,17,'supp',NOW());"
5994,68,Leon,Lett,Emporia State,23,0,78,290,18,0,0,0,0,FALSE,,,1000000,4,DT,DT,BAL,0,FALSE,None,,86,52,1,65,38,45,1,1,1,78,59,1,1,80,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5994,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5994,0,18,'supp',NOW());"
5987,38,Henry,Jones,Illinois,24,0,71,197,19,0,0,0,0,FALSE,,,1000000,4,CB,CB,SEA,0,FALSE,None,,40,79,1,73,64,50,1,1,1,47,74,1,1,71,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5987,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5987,0,19,'supp',NOW());"
5974,56,Mo,Lewis,Georgia,22,0,75,258,20,0,0,0,0,FALSE,,,1000000,4,LB,LB,NYJ,0,FALSE,None,,73,68,1,84,36,72,1,1,1,81,74,1,5,79,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5974,0,0,1000000,1000000,1000000,1000000,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5974,0,20,'supp',NOW());"
6169,27,Chuck,Webb,Tennessee,22,0,69,201,1,0,0,0,0,FALSE,,,750000,3,FB,FB,KC,0,FALSE,None,,56,54,1,61,45,53,1,35,37,17,66,1,1,61,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6169,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6169,0,1,'supp',NOW());"
6165,1,Brad,Goebel,Baylor,24,0,75,202,1,0,0,0,0,FALSE,,,750000,3,QB,QB,KC,0,FALSE,None,,46,46,72,53,1,62,72,1,1,13,76,1,1,69,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6165,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6165,0,1,'supp',NOW());"
6157,79,Phil,Hansen,North Dakota State,23,0,77,278,2,0,0,0,0,FALSE,,,750000,3,DE,DE,MIA,0,FALSE,None,,78,61,1,67,34,53,1,1,1,50,64,1,1,66,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6157,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6157,0,2,'supp',NOW());"
6156,68,Kevin,Donnalley,Davidson,23,0,77,310,2,0,0,0,0,FALSE,,,750000,3,G,G,MIA,0,FALSE,None,,68,59,1,58,9,70,1,69,66,38,57,1,1,71,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6156,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6156,0,2,'supp',NOW());"
6149,48,Darryll,Lewis,Arizona,23,0,69,188,3,0,0,0,0,FALSE,,,750000,3,CB,CB,GB,0,FALSE,None,,52,85,1,69,44,64,1,1,1,38,80,1,1,67,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6149,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6149,0,3,'supp',NOW());"
6148,72,John,Flannery,Syracuse,22,0,76,303,3,0,0,0,0,FALSE,,,750000,3,G,G,GB,0,FALSE,None,,73,55,1,40,3,53,1,79,65,36,68,1,1,68,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6148,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6148,0,3,'supp',NOW());"
6139,74,Esera,Tuaolo,Oregon State,23,0,74,277,4,0,0,0,0,FALSE,,,750000,3,DT,DT,OAK,0,FALSE,None,,77,44,1,48,25,45,1,1,1,64,66,1,1,67,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6139,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6139,0,4,'supp',NOW());"
6134,84,Michael,Jackson,Southern Miss,22,0,76,195,4,0,0,0,0,FALSE,,,750000,3,WR,WR,OAK,0,FALSE,None,,34,74,1,83,78,52,1,17,11,30,81,1,1,75,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6134,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6134,0,4,'supp',NOW());"
6128,59,Lonnie,Marts,Tulane,23,0,74,246,5,0,0,0,0,FALSE,,,750000,3,LB,LB,BUF,0,FALSE,None,,64,66,1,64,30,56,1,1,1,77,64,1,1,67,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6128,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6128,0,5,'supp',NOW());"
6126,68,Jeff,Hunter,Albany State (GA),25,0,77,286,5,0,0,0,0,FALSE,,,750000,3,DE,DE,BUF,0,FALSE,None,,72,55,1,62,31,48,1,1,1,54,55,1,1,68,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6126,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6126,0,5,'supp',NOW());"
6120,68,Anthony,Smith,Alabama,24,0,75,265,6,0,0,0,0,FALSE,,,750000,3,DE,DE,NYG,0,FALSE,None,,76,55,1,69,34,51,1,1,1,48,57,1,1,64,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6120,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6120,0,6,'supp',NOW());"
6118,24,Steve,Jackson,Purdue,22,0,68,188,6,0,0,0,0,FALSE,,,750000,3,CB,CB,NYG,0,FALSE,None,,49,72,1,81,43,46,1,1,1,50,66,1,1,67,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6118,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6118,0,6,'supp',NOW());"
6108,69,Mark,Gunn,Pittsburgh,23,0,77,288,7,0,0,0,0,FALSE,,,750000,3,DT,DT,CIN,0,FALSE,None,,79,57,1,49,23,56,1,1,1,59,67,1,1,67,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6108,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6108,0,7,'supp',NOW());"
6107,60,Robert,Young,Mississippi State,22,0,78,273,7,0,0,0,0,FALSE,,,750000,3,DE,DE,CIN,0,FALSE,None,,75,50,1,70,24,60,1,1,1,64,58,1,1,68,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6107,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6107,0,7,'supp',NOW());"
6097,87,Andrew,Glover,Grambling State,24,0,78,250,8,0,0,0,0,FALSE,,,750000,3,TE,TE,PRO,0,FALSE,None,,62,67,1,78,66,54,1,47,45,42,65,1,1,67,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6097,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6097,0,8,'supp',NOW());"
6096,50,Bryan,Cox,Western Illinois,23,0,76,250,8,0,0,0,0,FALSE,,,750000,3,LB,LB,PRO,0,FALSE,None,,75,68,1,75,51,60,4,1,1,70,73,1,1,72,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6096,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6096,0,8,'supp',NOW());"
6089,66,Craig,Patterson,BYU,27,0,76,314,9,0,0,0,0,FALSE,,,750000,3,DE,DE,LON,0,FALSE,None,,66,51,1,64,26,53,1,1,1,63,63,1,1,65,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6089,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6089,0,9,'supp',NOW());"
6085,88,Ben,Coates,Livingstone,22,0,77,245,9,0,0,0,0,FALSE,,,750000,3,TE,TE,LON,0,FALSE,None,,70,72,1,75,84,65,1,61,50,40,66,1,1,78,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6085,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6085,0,9,'supp',NOW());"
6078,63,Pio,Sagapolutele,San Diego State,22,0,78,297,10,0,0,0,0,FALSE,,,750000,3,DT,DT,IND,0,FALSE,None,,76,48,1,63,38,50,1,1,1,64,69,1,1,68,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6078,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6078,0,10,'supp',NOW());"
6076,70,Eric,Moten,Michigan State,23,0,75,306,10,0,0,0,0,FALSE,,,750000,3,G,G,IND,0,FALSE,None,,76,40,1,53,18,69,1,78,74,42,62,1,1,74,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6076,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6076,0,10,'supp',NOW());"
6068,74,John,Hudson,Auburn,23,0,74,270,11,0,0,0,0,FALSE,,,750000,3,G,G,CHI,0,FALSE,None,,71,48,1,48,1,56,1,66,69,24,52,1,1,68,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6068,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6068,0,11,'supp',NOW());"
6066,69,Nolan,Harrison,Indiana,22,0,77,280,11,0,0,0,0,FALSE,,,750000,3,DE,DE,CHI,0,FALSE,None,,67,66,1,60,24,54,1,1,1,63,65,1,1,73,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6066,0,0,750000,750000,750000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6066,0,11,'supp',NOW());"
