PlayerID,Leadership,Work Ethic,Competitiveness,Team Player,Sportsmanship,Social Disposition,Money,Security,Loyalty,Winning,Playing Time,Close To Home,Market Size,Morale
1860,4,56,67,39,20,14,95,50,35,62,70,46,33,91
1862,36,74,71,50,81,64,89,33,35,55,72,38,45,100
1863,43,40,69,32,39,37,77,34,50,34,74,30,61,65
1864,56,89,76,30,68,66,79,50,31,63,77,35,51,99
1865,64,64,45,54,40,36,100,30,47,55,93,31,37,44
1866,100,77,100,88,94,66,91,38,47,54,89,30,35,12
1867,61,95,73,50,91,89,99,45,33,37,83,39,56,30
1868,42,39,68,48,67,45,84,47,40,58,73,40,39,71
1869,65,89,74,49,94,90,92,45,45,35,100,46,49,100
1870,61,64,55,31,58,69,85,49,35,30,82,38,31,100
1871,68,34,55,65,41,57,72,48,49,45,74,44,39,15
1872,64,62,56,75,45,68,80,41,39,35,76,34,35,49
1873,77,38,66,89,47,33,91,44,41,64,100,40,57,14
1874,35,40,53,56,57,37,87,39,39,51,87,30,66,58
1875,15,85,72,29,88,75,73,42,50,61,70,43,48,100
1876,57,94,96,50,73,70,91,34,42,42,99,31,39,63
1878,59,61,59,34,38,49,97,32,32,64,71,46,44,86
1879,12,51,63,5,31,31,94,41,41,37,79,38,51,97
1880,58,87,83,48,99,64,74,45,50,46,88,45,70,3
1881,53,61,34,58,43,41,90,46,40,39,87,42,70,74
1882,68,94,74,63,74,98,81,37,34,33,97,36,60,1
1883,80,76,66,78,99,93,72,47,35,37,76,49,48,71
1884,51,63,44,63,39,61,74,45,42,59,90,50,39,21
1885,42,43,63,49,50,58,92,47,38,47,71,46,34,10
1886,71,46,70,72,38,63,84,45,43,35,76,31,46,69
1887,68,60,84,67,61,60,95,36,48,39,90,37,47,35
1888,40,95,93,61,66,83,78,44,33,52,82,46,59,62
1889,96,82,84,80,71,68,75,31,46,52,92,50,63,100
1890,74,65,63,76,68,96,80,49,50,37,93,43,59,60
1891,61,60,33,70,58,67,80,48,31,34,100,33,52,1
1892,55,33,58,45,56,37,100,47,34,43,99,38,48,93
1894,96,45,61,73,35,56,79,47,46,33,74,50,60,74
1895,68,62,70,95,62,82,96,41,35,43,73,40,40,26
1896,66,84,99,100,63,69,88,44,41,35,71,46,63,49
1897,72,39,63,50,48,60,100,45,35,59,93,36,65,93
1898,29,77,82,11,93,79,100,37,36,47,80,47,60,100
1899,56,64,45,63,40,42,86,49,39,35,98,48,46,43
1900,55,72,90,50,80,96,99,42,35,60,98,38,52,57
1901,64,30,56,66,64,54,83,45,31,70,92,44,54,21
1902,20,33,63,17,12,22,81,45,38,60,71,36,39,76
1903,36,64,88,46,67,77,97,40,37,58,87,34,47,92
1904,12,77,85,28,65,71,78,40,47,60,93,33,40,100
1906,60,77,89,44,86,97,76,43,32,55,100,49,53,89
1907,83,41,44,97,65,66,75,35,38,32,89,41,59,79
1908,37,99,92,18,90,79,97,49,34,42,83,45,62,13
1909,38,92,72,68,86,99,93,33,32,51,88,48,40,76
1910,91,39,35,80,58,52,92,43,32,68,99,34,32,100
1911,25,70,99,4,83,80,78,40,48,58,93,43,35,54
1912,60,65,100,54,69,85,95,30,44,64,80,38,49,51
1913,59,79,89,71,62,74,97,40,44,33,81,32,59,19
1914,53,80,96,66,81,86,91,41,50,41,84,33,46,48
1915,66,75,61,77,67,83,71,37,45,62,96,50,32,46
1916,24,89,69,25,70,99,80,48,36,57,100,50,70,98
1917,84,96,69,80,91,65,83,49,32,60,75,45,50,7
1918,69,58,59,56,41,48,77,38,33,48,70,47,57,100
1919,89,64,64,69,72,72,86,31,42,41,72,47,49,54
1920,10,68,57,31,26,13,95,40,47,55,79,47,65,46
1921,25,90,93,41,71,73,88,42,45,34,85,44,62,75
1922,32,68,97,27,88,95,89,48,47,34,87,31,67,10
1923,47,42,43,42,60,34,99,40,41,32,88,45,39,89
1924,50,85,77,47,77,70,80,40,39,49,83,38,44,54
1925,69,33,36,60,34,50,72,37,40,63,96,30,65,44
1926,65,31,43,72,67,38,98,39,31,57,78,42,59,93
1927,69,85,84,50,97,99,96,39,32,67,100,42,31,72
1928,59,62,91,69,89,88,99,43,39,67,91,45,54,92
1929,92,62,44,66,53,46,72,39,35,34,98,36,51,56
1930,65,92,90,71,93,87,79,42,39,36,93,32,35,83
1931,82,84,70,79,74,85,92,44,45,30,91,46,69,38
1932,61,33,37,70,61,38,84,30,36,36,77,38,52,97
1933,34,69,75,64,87,91,79,45,45,58,90,42,30,100
1934,63,61,46,88,50,42,84,37,34,40,91,46,65,20
1936,52,66,94,44,100,73,97,45,35,48,79,34,32,64
1937,72,65,70,93,77,74,73,34,34,48,82,33,30,1
1938,81,88,62,87,74,61,98,33,42,44,72,39,50,98
1939,49,96,63,64,77,70,80,32,42,30,75,45,39,40
1940,41,52,37,37,38,63,87,31,31,53,83,39,70,89
1941,25,66,40,14,32,38,84,50,46,56,92,33,59,100
1942,41,90,84,62,88,82,78,37,30,47,86,50,47,100
1943,33,60,90,48,79,93,85,43,41,59,79,38,52,100
1944,72,98,64,100,92,63,75,31,33,40,98,40,49,8
1945,69,76,82,67,90,70,93,34,34,70,95,46,65,20
1946,35,54,57,32,59,30,97,41,31,33,87,42,70,100
1947,30,77,74,69,63,82,92,35,50,41,80,46,67,35
1948,18,34,58,41,25,16,83,45,50,39,85,38,34,17
1949,16,97,94,33,89,92,92,33,34,30,89,49,63,85
1950,8,80,91,4,77,92,85,42,33,57,86,34,32,69
1951,89,45,68,89,69,68,74,43,42,34,80,49,60,27
1952,60,68,45,59,36,57,76,39,42,55,98,31,60,44
1953,87,82,90,98,82,83,73,33,50,59,91,36,45,100
1954,45,48,52,41,59,33,91,35,33,33,95,33,39,89
1955,68,68,49,57,60,33,90,35,40,44,82,30,33,100
1956,63,65,92,33,62,61,73,41,31,36,80,47,58,82
1957,79,77,61,87,70,84,88,46,40,64,89,39,49,66
1959,32,34,41,36,33,38,85,49,33,41,75,39,61,75
1960,52,95,97,54,92,83,100,36,39,52,81,43,59,2
1961,64,50,41,36,31,38,72,39,48,46,83,37,59,90
1962,32,69,93,46,98,78,88,40,41,46,96,45,58,36
1963,41,42,30,61,43,55,94,43,39,68,73,36,65,12
1964,95,57,35,99,34,39,70,30,40,62,90,50,68,79
1965,7,55,60,22,40,27,71,37,45,46,88,39,34,37
1966,40,57,36,38,13,4,88,31,37,56,73,39,45,47
1968,16,57,54,1,6,33,71,32,40,58,94,36,69,34
1969,4,91,65,38,63,97,88,48,30,44,83,43,56,95
1970,36,50,46,24,12,13,99,39,30,34,96,35,33,76
1971,36,54,49,43,61,70,70,43,44,47,72,47,35,43
1972,46,45,51,40,66,51,91,47,40,68,89,40,42,100
1973,45,61,33,38,34,34,83,42,30,55,85,36,52,63
1974,34,60,94,34,76,73,83,37,49,54,88,44,43,37
1975,33,31,55,36,45,55,87,49,43,66,77,32,52,54
1976,79,37,35,90,47,61,95,35,43,44,96,36,55,65
1977,39,72,82,55,93,77,79,49,45,35,84,37,33,50
1978,95,65,32,91,59,69,76,40,48,67,91,37,31,94
1979,57,88,70,41,97,80,82,48,44,68,81,47,33,68
1980,24,74,69,21,83,59,93,47,44,40,93,34,54,6
1981,36,81,98,52,65,78,72,48,37,66,75,37,38,95
1982,66,59,68,81,47,30,93,43,45,54,88,37,39,36
1983,62,68,80,49,72,90,82,39,48,32,70,50,65,14
1984,69,62,52,100,54,54,70,31,40,46,86,48,32,16
1985,32,60,78,13,76,72,97,47,48,61,81,41,54,100
1986,43,95,72,59,96,78,86,34,50,57,74,43,53,40
1987,35,84,97,45,68,99,74,46,47,42,73,38,53,72
1988,53,52,32,63,42,56,97,33,31,51,96,30,42,96
1989,33,43,46,65,54,35,73,47,31,30,71,30,65,52
1992,45,87,97,70,92,77,70,30,42,40,88,35,64,75
1993,6,62,31,33,6,36,80,35,35,54,89,44,38,62
1994,54,95,91,36,86,86,96,31,48,57,95,46,36,42
1995,42,100,86,17,66,98,79,37,50,61,80,44,59,72
1996,57,44,33,53,35,30,82,44,32,33,98,49,34,69
1997,69,66,75,81,88,100,73,41,30,33,85,36,46,84
1998,82,32,62,68,56,52,89,46,43,62,95,49,39,100
1999,90,82,79,85,95,71,75,41,35,30,91,40,44,83
2002,67,89,96,42,73,94,88,47,42,43,82,42,60,16
2003,30,45,39,55,59,29,88,42,41,67,92,44,36,55
2004,31,82,98,61,79,84,98,44,45,30,86,45,56,84
2005,93,90,99,87,72,100,76,48,32,30,92,40,60,52
2007,56,98,83,69,91,97,95,40,40,31,90,50,51,94
2008,40,92,69,29,98,66,91,30,47,47,83,33,33,40
2009,83,68,34,74,48,48,88,44,46,64,93,32,58,22
2010,52,96,73,34,64,79,91,34,36,46,97,35,40,21
2011,20,60,57,34,32,17,88,30,49,36,87,38,52,59
2013,68,76,65,56,76,84,90,45,33,34,71,45,45,42
2014,29,63,37,18,30,26,100,45,45,69,91,50,54,96
2015,58,47,44,54,62,40,97,35,33,51,100,45,41,100
2016,72,60,36,64,56,48,75,45,50,70,74,38,38,65
2017,68,77,82,40,71,88,83,41,31,60,83,31,48,80
2018,90,33,68,82,52,65,90,32,47,37,94,50,32,30
2019,69,40,47,88,42,36,80,31,38,40,88,35,33,59
2020,36,82,82,24,94,95,87,50,50,32,91,33,51,7
2021,68,55,64,100,70,36,80,31,45,55,72,47,64,90
2022,79,63,91,95,69,88,70,37,32,30,84,44,54,1
2023,34,70,72,6,61,93,89,34,36,57,89,41,54,40
2024,13,67,52,26,6,5,70,47,50,53,90,36,36,35
2025,43,53,52,69,65,65,83,49,47,57,81,36,50,98
2026,35,88,61,50,96,97,86,40,47,39,97,37,67,42
2027,64,62,89,56,91,69,100,31,32,47,75,43,56,1
2028,67,78,95,67,87,97,86,44,34,41,83,47,62,88
2029,85,96,67,97,80,77,72,34,38,43,83,48,59,9
2030,47,49,53,61,54,36,83,50,41,47,81,47,35,76
2031,60,54,45,95,63,35,78,45,40,61,98,33,38,42
2032,64,77,60,61,79,68,96,50,42,39,76,31,32,44
2033,44,82,94,64,84,63,86,46,35,38,88,38,33,100
2034,47,94,90,71,98,78,93,46,50,49,70,45,64,27
2035,94,63,69,87,65,53,76,39,50,51,77,33,50,50
2036,51,61,75,43,71,66,98,36,32,35,72,43,47,100
2038,84,73,68,100,36,47,99,45,36,48,74,39,68,93
2039,40,90,74,63,85,87,86,50,43,31,84,49,39,89
2040,41,88,74,58,76,100,97,47,33,64,99,32,48,10
2041,13,64,69,28,35,14,88,35,35,39,88,41,61,8
2042,33,62,49,59,35,55,92,41,42,70,86,33,39,62
2043,62,82,85,89,92,79,76,38,41,36,87,36,61,86
2044,44,88,98,63,78,91,76,31,45,53,74,48,42,80
2045,40,83,97,44,99,90,100,44,37,30,98,50,44,100
2046,68,49,33,64,34,34,100,45,36,66,83,48,35,27
2047,36,92,85,50,84,81,80,39,34,65,79,34,47,47
2048,61,81,88,82,73,74,72,48,32,32,97,50,49,1
2049,28,34,39,27,23,5,96,48,34,53,93,36,69,69
2050,20,60,65,25,19,14,70,42,49,39,80,44,66,11
2051,64,42,33,58,56,59,72,49,47,64,95,45,65,65
2052,46,46,41,48,49,34,78,42,42,47,90,48,65,52
2053,95,74,72,93,69,86,92,31,45,39,75,45,51,28
2054,64,69,40,59,45,59,78,30,35,40,95,48,58,92
2055,89,52,59,100,51,51,75,33,44,32,99,49,39,93
2056,62,85,100,33,93,67,95,39,45,36,98,31,38,25
2057,90,98,65,100,69,77,74,47,39,37,94,44,42,31
2058,55,54,44,57,38,66,75,37,41,54,85,32,50,51
2059,5,92,68,37,98,92,73,38,38,46,89,45,45,60
2060,20,60,44,9,24,10,79,43,49,38,80,50,66,33
2061,50,34,56,59,35,50,86,30,32,70,77,35,56,88
2062,72,83,65,91,62,71,89,33,34,45,100,30,38,100
2063,10,75,94,18,98,71,96,43,31,40,84,38,65,23
2064,84,63,60,74,46,33,95,40,50,60,89,31,49,43
2065,56,30,53,63,47,66,87,46,30,63,81,41,70,100
2066,88,32,53,77,61,70,95,46,34,67,81,45,39,97
2067,28,34,45,22,13,9,97,48,32,62,90,31,38,57
2068,18,84,87,22,60,71,88,31,44,39,96,46,60,100
2069,72,73,84,70,75,75,100,43,44,67,86,50,58,7
2070,8,96,77,18,69,96,84,34,39,57,77,43,37,52
2071,58,80,70,46,83,87,94,37,30,32,72,41,36,26
2072,72,78,100,83,88,88,79,50,41,68,95,34,37,76
2076,23,58,65,9,3,26,91,31,43,58,73,41,30,30
2077,77,76,63,100,60,69,76,46,38,57,98,32,67,66
2078,87,50,38,77,32,37,86,39,46,49,74,45,59,18
2079,74,63,84,68,89,70,79,30,38,67,79,34,59,22
2080,59,94,69,52,97,63,76,36,32,63,80,35,53,100
2081,45,68,81,36,74,62,87,46,34,68,77,41,57,11
2082,60,99,78,84,83,96,73,35,45,42,77,50,41,6
2083,85,33,37,72,30,70,75,31,49,69,91,31,52,54
2084,71,81,74,65,93,65,77,43,35,41,78,49,37,13
2085,1,87,79,16,69,78,86,31,40,68,91,33,45,68
2086,66,34,57,54,38,38,77,43,39,40,88,35,37,100
2087,58,34,65,32,50,67,81,43,41,61,80,34,65,38
2088,66,99,72,33,75,88,73,45,35,55,87,38,47,42
2089,29,93,70,35,82,96,94,44,44,48,97,48,50,93
2090,9,90,74,18,66,76,79,42,44,43,76,49,58,84
2091,88,81,64,97,62,95,83,37,36,62,98,44,35,42
2092,6,89,62,1,71,87,75,46,49,54,98,36,47,100
2093,47,67,37,62,63,70,78,43,33,66,75,32,39,41
2094,62,54,67,67,57,44,72,36,41,34,100,49,42,66
2095,68,67,98,40,85,68,88,49,31,32,72,38,61,21
2096,37,58,54,37,1,32,99,30,30,42,89,35,37,57
2097,1,61,75,40,67,78,90,30,41,70,81,48,46,54
2098,43,63,46,51,47,54,94,35,49,36,87,45,62,24
2099,74,63,47,85,57,32,89,36,34,56,79,43,45,83
2100,19,44,38,38,29,1,94,37,45,69,87,39,68,3
2101,85,45,46,94,46,67,77,40,45,65,82,38,31,74
2102,40,43,60,50,67,59,98,47,35,62,90,35,42,89
2103,43,78,75,52,75,83,98,49,41,64,87,32,53,64
2104,83,90,88,83,84,74,94,48,36,49,75,39,59,14
2105,77,87,99,100,72,66,81,46,47,50,83,36,67,50
2106,46,69,35,36,45,47,94,46,30,43,74,48,59,39
2107,30,94,63,59,87,85,95,35,45,65,86,48,58,34
2108,20,41,59,11,38,34,90,45,41,43,86,48,42,83
2109,42,38,59,56,43,47,96,38,33,40,79,32,41,96
2110,60,35,39,67,47,40,72,50,48,38,70,30,61,51
2111,25,89,93,39,92,100,74,31,40,45,90,34,67,57
2112,51,95,59,37,99,96,96,37,38,63,79,42,66,71
2113,41,74,78,33,86,92,71,38,37,62,96,44,43,93
2114,68,98,71,39,64,61,79,44,40,64,83,47,64,60
2115,65,48,53,77,37,39,78,46,45,53,84,49,36,49
2116,36,100,99,33,100,80,82,46,44,40,96,44,63,22
2117,66,63,51,46,62,68,73,43,46,40,96,49,63,83
2118,72,62,82,98,86,97,82,42,34,58,94,48,54,60
2119,91,92,87,70,72,64,96,33,33,42,99,49,44,24
2120,10,65,93,4,93,94,82,43,31,63,82,47,58,39
2121,67,49,43,42,31,53,94,42,38,38,72,34,66,75
2122,48,43,38,68,38,41,76,40,44,36,88,39,51,1
2123,62,48,44,51,45,31,98,44,30,51,86,46,34,23
2124,28,54,64,25,13,26,100,43,49,46,95,48,35,86
2125,68,54,34,37,70,50,98,39,33,39,92,40,56,49
2127,83,53,30,90,64,38,100,32,33,65,76,40,59,6
2128,55,90,85,52,95,82,81,41,41,56,86,39,42,100
2129,21,45,46,29,37,6,84,36,39,42,95,45,57,96
2130,67,90,82,59,65,82,84,40,32,44,77,30,31,60
2131,48,50,55,68,38,58,90,37,39,31,86,40,58,65
2132,73,63,62,92,69,55,87,44,30,48,95,31,54,56
2133,59,71,81,80,98,74,79,49,39,42,88,32,65,77
2135,60,72,95,45,87,85,78,39,40,56,71,49,60,95
2136,97,68,35,92,51,40,76,31,45,70,89,30,50,43
2137,76,84,82,69,62,95,98,30,45,64,82,30,45,56
2138,45,82,100,56,70,77,83,31,45,68,83,38,34,63
2139,27,88,100,42,62,78,86,31,44,31,90,47,30,62
2140,33,77,88,35,86,92,92,48,42,50,83,33,61,23
2141,48,49,59,38,64,42,81,45,38,43,88,38,42,99
2142,34,33,53,21,9,27,89,43,44,51,94,49,68,8
2143,72,72,94,100,71,99,96,40,48,42,94,50,51,82
2144,82,78,90,86,61,68,87,33,30,32,99,46,44,94
2145,40,67,56,35,6,21,78,34,32,66,91,46,60,100
2147,8,74,69,12,88,94,85,39,41,47,88,41,63,60
2148,71,70,55,84,48,52,78,36,34,56,75,43,36,83
2149,30,39,51,68,47,38,74,38,41,53,97,42,49,51
2150,51,59,32,66,66,56,89,32,36,60,96,36,57,1
2151,83,35,53,100,42,33,76,50,44,53,79,38,51,100
2152,68,65,71,51,64,92,82,40,40,44,78,47,67,100
2153,73,75,62,79,65,80,96,46,47,48,86,46,66,5
2154,24,42,52,32,4,2,82,30,36,69,87,36,56,60
2155,48,32,38,31,49,54,92,31,40,50,94,36,33,52
2156,45,71,62,34,97,82,99,42,34,55,96,50,37,82
2158,35,62,43,37,32,18,84,31,34,65,77,40,63,79
2159,82,66,60,86,77,99,89,45,35,65,71,30,36,30
2161,52,46,57,60,52,64,70,46,38,31,95,33,62,96
2162,22,65,89,4,89,71,85,32,37,66,71,46,31,14
2163,34,92,100,46,93,89,87,43,36,41,70,44,37,48
2164,74,72,63,66,61,85,93,36,33,35,79,42,50,36
2165,55,68,96,31,75,73,71,38,30,36,77,42,32,100
2166,56,94,64,64,64,96,74,37,33,51,85,43,48,75
2168,60,34,34,61,44,48,71,32,48,47,77,46,67,31
2169,63,37,70,36,47,33,97,34,48,56,73,33,39,80
2170,32,100,82,50,72,65,83,35,38,39,77,43,70,49
2172,64,65,100,30,61,63,97,47,36,68,94,37,49,73
2173,74,77,90,81,62,67,81,40,40,31,85,37,49,44
2174,16,59,45,45,7,17,78,49,50,53,83,48,65,100
2175,32,61,47,28,53,40,93,35,39,66,94,38,63,100
2176,21,37,38,8,27,24,75,32,39,63,81,34,50,86
2177,60,63,98,88,93,78,84,45,41,42,70,45,67,13
2178,39,85,82,37,76,64,96,46,37,53,100,50,57,8
2179,20,100,88,25,76,94,88,36,46,66,71,30,37,77
2180,95,89,71,86,88,62,73,37,30,43,80,48,59,67
2181,34,59,37,38,25,31,100,31,44,52,97,44,60,57
2182,28,46,37,16,10,17,86,39,36,69,91,41,57,100
2183,9,59,54,31,34,26,76,43,36,66,95,40,57,76
2184,9,35,35,2,31,24,99,42,34,49,86,43,32,30
2186,88,50,60,85,39,60,98,44,33,64,86,45,55,14
2187,27,86,68,3,60,90,94,40,40,39,88,39,41,34
2188,68,60,39,33,32,58,77,40,38,51,93,46,67,50
2189,97,80,72,83,88,82,87,40,46,61,99,33,34,77
2190,43,62,62,47,71,70,100,35,33,42,95,45,30,77
2191,14,91,69,5,88,78,85,49,36,56,99,50,67,64
2192,36,71,33,36,23,17,80,31,39,70,100,30,70,100
2193,42,64,69,63,46,63,86,42,42,43,90,35,61,9
2194,64,57,38,80,63,70,91,34,30,43,72,32,42,53
2195,31,82,81,50,90,89,83,31,40,65,98,50,45,99
2197,46,34,67,61,42,39,76,38,38,47,89,43,42,62
2198,35,83,62,35,78,73,88,36,30,65,100,49,60,5
2199,52,98,62,57,75,73,93,44,35,42,97,38,52,67
2200,63,34,55,64,57,36,93,30,43,41,91,34,51,32
2201,64,69,60,89,47,51,77,39,35,38,80,42,48,94
2202,31,55,63,33,57,29,94,33,30,66,78,44,61,52
2203,44,76,82,41,77,92,99,41,43,68,70,39,45,61
2204,52,63,62,41,84,85,70,37,41,62,88,43,70,99
2205,63,93,72,43,98,96,72,35,45,36,91,48,47,78
2206,7,82,65,42,91,74,85,37,36,62,100,31,40,34
2207,72,79,99,71,91,92,71,47,36,41,99,45,64,69
2208,4,31,46,39,30,7,91,49,31,42,74,44,34,45
2209,78,45,35,86,68,39,85,47,45,59,80,40,58,54
2210,47,60,66,63,71,68,99,49,34,33,87,45,46,46
2212,86,74,81,72,95,79,76,49,46,30,86,39,56,91
2214,48,58,53,30,63,32,82,49,30,42,89,38,70,96
2215,4,47,48,14,9,26,75,41,30,39,72,33,58,100
2216,82,38,38,89,31,39,79,49,40,37,76,44,56,92
2217,95,48,69,77,41,46,81,34,35,44,90,35,41,100
2218,91,30,45,66,62,70,94,40,47,70,70,46,54,15
2219,66,39,46,53,32,35,83,46,44,40,99,41,38,27
2220,34,80,88,32,99,87,97,47,37,60,88,39,37,66
2221,1,72,39,38,12,27,86,40,32,36,89,46,31,34
2222,12,100,76,14,80,100,76,32,44,43,78,32,33,100
2225,63,75,65,53,60,96,74,42,44,42,91,38,30,15
2226,4,51,47,21,39,33,78,47,50,37,98,36,67,94
2227,20,79,76,31,95,89,100,35,43,37,96,46,43,100
2229,69,60,82,88,81,91,94,49,34,36,72,35,59,36
2231,55,84,74,35,74,94,71,32,47,50,84,34,33,8
2232,18,67,80,3,74,85,70,39,30,38,70,44,62,58
2233,82,35,69,82,47,66,90,40,49,51,93,30,54,6
2234,25,30,49,38,12,12,72,50,43,61,84,45,55,21
2235,67,68,73,45,70,66,72,50,35,38,80,38,55,51
2237,37,60,63,5,22,1,87,41,47,30,79,33,56,80
2238,70,68,65,35,95,94,98,37,47,46,72,49,63,3
2239,85,62,65,76,56,54,79,48,34,65,78,35,37,90
2240,51,41,56,60,61,52,76,45,34,59,70,37,50,65
2241,100,95,90,99,85,94,99,43,47,42,96,32,52,27
2242,26,46,38,34,7,41,83,42,48,43,80,31,65,63
2243,34,62,65,52,96,100,84,49,43,30,87,44,40,87
2244,66,60,92,64,81,95,90,47,36,52,74,46,67,29
2245,20,67,66,39,100,63,78,44,48,39,81,38,38,75
2246,24,62,79,15,97,65,85,42,30,64,86,43,37,32
2247,8,49,44,15,16,16,88,38,42,46,78,48,45,4
2248,61,49,30,36,32,34,80,37,42,37,91,35,38,88
2249,70,63,73,57,67,78,96,41,36,55,95,34,40,48
2250,80,56,53,88,40,30,99,40,30,47,86,47,33,72
2251,34,87,66,36,62,89,97,36,37,36,84,35,59,38
2253,73,34,47,65,31,63,81,39,50,68,98,41,36,92
2254,12,90,97,5,85,86,71,46,47,41,74,48,31,83
2256,33,31,55,51,48,67,77,44,37,63,86,30,41,38
2257,68,71,74,66,63,75,80,42,44,59,97,45,66,81
2258,23,62,98,23,79,76,92,30,44,44,100,47,43,100
2259,69,36,69,70,64,70,73,34,34,55,72,44,37,11
2260,17,66,67,36,81,88,94,45,43,42,77,39,43,92
2261,67,42,42,95,35,43,97,39,44,45,95,37,58,87
2262,38,51,41,50,69,53,98,49,38,65,72,40,65,61
2263,47,58,58,48,57,33,70,37,37,40,77,48,35,100
2264,50,44,66,48,38,69,89,46,32,64,90,48,39,31
2265,45,86,76,59,69,62,79,38,38,33,98,40,70,91
2266,75,34,31,93,47,63,92,43,35,44,89,31,32,95
2267,36,50,44,42,52,43,70,47,42,43,85,50,41,36
2268,10,39,36,40,18,6,87,39,42,64,89,30,48,70
2269,38,49,49,33,57,71,80,38,46,59,94,36,41,84
2270,33,65,66,33,91,83,77,46,48,47,72,33,47,21
2271,67,49,30,60,60,37,92,47,40,36,91,32,51,100
2272,84,29,47,71,34,44,97,33,34,56,75,32,60,18
2273,56,91,72,55,61,65,96,46,34,57,98,41,40,82
2274,32,67,33,32,34,45,71,37,37,65,96,44,31,87
2275,100,40,44,71,48,43,91,33,45,62,85,42,37,67
2276,2,33,60,41,38,38,98,37,42,43,77,36,65,41
2277,70,85,97,50,85,88,78,45,40,66,73,33,46,91
2278,95,88,75,98,94,67,96,40,40,38,91,33,41,55
2279,66,60,30,53,64,38,96,33,33,63,95,40,43,75
2280,50,66,75,66,77,75,94,42,44,34,93,46,43,43
2281,66,89,94,57,89,84,81,40,38,53,96,32,56,4
2282,76,83,67,79,79,85,98,40,42,68,76,44,54,100
2283,29,90,70,13,64,71,90,30,37,64,76,40,56,93
2284,72,72,62,91,78,90,99,33,31,60,82,36,40,67
2285,64,69,70,52,35,50,89,46,34,66,77,49,44,19
2286,97,31,51,86,45,43,83,39,30,47,85,40,63,44
2289,39,66,73,35,82,61,94,50,39,48,94,49,67,1
2290,5,58,56,27,16,37,84,33,46,58,96,46,52,38
2291,48,70,30,54,40,47,97,46,34,43,85,41,36,74
