WeekNumber,GameID,Season,TeamID,Team,PlayerID,G,GS,Championships,ChampionshipYears,MadePlayoffs,Wins,Losses,Ties,WinPct,Round1Wins,Round1Losses,Rounds1WinPct,Round2Wins,Round2Losses,Round2WinPct,Round3Wins,Round3Losses,Round3WinPct,ChampionshipWins,ChampionshipLosses,ChampionshipWinPct,ELORating,Plays,RushAtt,Catches,PassAtt,PassCmp,PassInt,PassYds,PassYdsAgainst,TotalYdsAgainst,TotalYds,RushYdsAgainst,PassTD,PassRating,PassingAttemptsPerGame,PassingYardsPerAttempt,PassingYardsPerCompletion,SackPct,PassingYdsPerGame,RushYds,RecYds,RushTD,RecTD,RunLong,PassLong,RecLong,PuntLong,KRLong,PRLong,FGLong,Int,IntReturnYds,Fumbles,FumblesLost,FumReturnYds,Pancakes,MissedTackles,DroppedPasses,PassesDefensed,SacksAllowed,MissedBlocks,TeamOwner,Conference,WasSacked,SackedYards,Tackles,TFL,Sacks,Hurries,Knockdowns,Safeties,ForcedFumbles,FumblesRecovered,DefensiveTD,BlockedFG,BlockedPAT,BlockedPunt,Penalties,PenaltyYds,Punts,PuntYds,PuntsInside20,PuntReturns,PuntReturnYds,PuntReturnTD,KickoffReturns,KickoffReturnYds,KickoffReturnTD,FGA_U20,FGA_2029,FGA_3039,FGA_4049,FGA_50,FGM_U20,FGM_2029,FGM_3039,FGM_4049,FGM_50,FGA,FGM,XPA,XPM,POG,POW,POY,POYYears,ProBowl,ProBowlYears,MVP,MVPYears,PlayoffMVP,PlayoffMVPYears,ROY,ROYYears,RushAvg,PassAvg,PassPct,RecAvg,FGPct,XPPct,PuntAvg,PuntReturnAvg,KickReturnAvg,RushingAttPerGame,RushingYdsPerGame,RushFDPct,CatchesPerGame,ReceivingYdsPerGame,RecFDPct,KickingPoints,Points,PointsFor,PointsAgainst,Rush20,Rush40,RushFD,Pass20,Pass40,PassFD,Rec20,Rec40,RecFD,CtA,Tar,Job
,0,0,11,CHI,,48,0,0,,1,21,27,0,0.438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1785,771,1233,771,16,7423,0,0,13953,0,47,86.6,25.7,6,9.6,5.7,154.6,6530,7423,46,47,64,61,61,60,97,74,53,28,369,35,12,53,1234,266,76,172,36,294,Matt Patterson,,74,535,2528,321,78,172,120,1,56,50,6,0,0,8,294,2496,328,13860,107,106,1004,0,226,5188,1,5,18,30,33,13,5,14,23,21,7,99,70,91,86,44,0,0,,0,,0,,0,,0,,3.7,6,62.5,9.6,70.7,94.5,42.3,9.5,23,37.2,136,15.9,16.1,154.6,41.1,296,896,0,0,44,17,284,61,6,317,61,6,317,1059,2765,
,0,0,12,DET,,48,0,0,,3,33,15,0,0.688,0,0,0,3,0,1,1,2,0.333,0,1,0,0,0,1860,901,1343,901,18,9726,0,0,17579,0,69,99.7,28,7.2,10.8,4.3,202.6,7853,9726,61,69,68,66,66,62,38,67,54,25,337,41,18,101,1227,232,81,152,20,229,Nick Miller,,60,424,2417,333,117,146,138,2,68,52,4,2,0,0,291,2670,244,10229,106,117,879,1,176,3303,0,6,27,36,39,11,6,22,28,24,6,119,86,131,127,66,0,0,,0,,0,,0,,0,,4.2,7.2,67.1,10.8,72.3,96.9,41.9,7.5,18.8,38.8,163.6,18.7,18.8,202.6,45.6,385,1195,0,0,51,15,348,95,18,411,95,18,411,980,2802,
,0,0,13,MIN,,48,0,0,,0,17,31,0,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742,747,1199,747,14,7115,0,0,14186,0,42,85.5,25,5.9,9.5,4.8,148.2,7071,7115,63,42,55,75,75,60,92,83,57,21,357,73,36,71,1165,260,70,174,26,220,River Foster,,60,395,2490,268,47,158,116,0,43,58,3,1,0,6,304,2589,287,12795,110,98,938,1,233,5300,0,6,13,28,27,11,6,10,22,17,6,85,61,104,103,41,0,0,,0,,0,,0,,0,,4.1,5.9,62.3,9.5,71.8,99,44.6,9.6,22.7,36.3,147.3,18.3,15.6,148.2,40.4,286,940,0,0,63,7,319,47,8,302,47,8,302,1058,2764,
,0,0,14,ATL,,48,0,1,1986,2,25,23,0,0.521,0,0,0,2,0,1,1,1,0.5,1,0,1,0,0,1659,814,1264,814,17,8923,0,0,15967,0,64,96.4,26.3,7.1,11,4.5,185.9,7044,8923,53,64,81,86,86,60,95,73,57,22,391,31,14,10,1257,245,79,140,23,289,Patrick Abrams,,60,437,2427,311,80,139,110,0,40,38,4,1,0,1,313,2796,264,11169,94,81,775,1,231,5463,1,2,32,18,31,17,1,30,15,17,10,100,73,119,115,55,0,0,,0,,0,,0,,0,,4.2,7.1,64.4,11,73,96.6,42.3,9.6,23.6,34.6,146.8,16.5,17,185.9,40.8,334,1072,0,0,54,23,274,91,22,332,91,22,332,1046,2757,
,0,0,15,SF,,48,0,0,,2,28,20,0,0.583,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1807,797,1262,797,25,8934,0,0,16508,0,65,93.1,26.3,7.1,11.2,5.4,186.1,7574,8934,69,65,78,66,66,61,97,78,56,21,378,36,13,94,1428,273,73,167,32,305,Mel Baltazar,,72,498,2509,321,100,173,108,2,54,51,5,0,0,5,299,2502,267,11652,92,121,860,0,194,4326,2,2,23,32,34,7,2,22,27,26,3,98,80,136,134,47,0,0,,0,,0,,0,,0,,4.2,7.1,63.2,11.2,81.6,98.5,43.6,7.1,22.3,37.6,157.8,18.2,16.6,186.1,43.9,374,1220,0,0,45,12,329,104,17,350,104,17,350,1129,2927,
,0,0,16,TB,,48,0,0,,2,25,23,0,0.521,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1524,824,1267,824,17,11189,0,0,16344,0,90,111.2,26.4,8.8,13.6,11.8,233.1,5155,11189,33,90,71,76,76,64,69,70,52,24,595,51,20,63,1411,283,75,180,111,321,Blake Hall,,169,1216,2437,311,95,159,114,2,49,54,6,0,0,4,304,2580,275,11473,78,105,666,0,209,4616,0,5,17,31,33,10,4,15,24,23,5,96,71,127,124,54,0,0,,0,,0,,0,,0,,3.4,8.8,65,13.6,74,97.6,41.7,6.3,22.1,31.8,107.4,17.3,17.2,233.1,47.7,337,1111,0,0,22,7,263,162,31,393,162,31,393,1060,2838,
,0,0,17,CHC,,48,0,0,,2,23,25,0,0.479,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1795,802,1273,802,25,7746,0,0,14258,0,44,83.3,26.5,6.1,9.7,6.1,161.4,6512,7746,46,44,80,67,67,59,34,66,56,24,338,50,24,52,1127,228,69,141,42,323,Wes Webb,,83,595,2253,281,84,150,114,1,32,40,3,1,0,6,310,2621,312,12978,108,113,934,0,189,3859,0,6,23,18,30,10,6,20,16,20,6,87,68,86,86,34,0,0,,0,,0,,0,,0,,3.6,6.1,63,9.7,78.2,100,41.6,8.3,20.4,37.4,135.7,18.9,16.7,161.4,40.8,290,848,0,0,17,6,340,62,11,327,62,11,327,902,2633,
,0,0,18,BAL,,48,0,0,,0,18,30,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,908,1351,908,24,9323,0,0,16258,0,69,96.5,28.1,6.9,10.3,4.3,194.2,6935,9323,41,69,81,85,85,63,97,76,57,18,247,74,34,38,1210,255,68,163,29,264,Andre Ivarsson,,60,460,2269,272,65,175,140,2,34,56,4,0,0,4,280,2535,246,10206,78,94,608,0,237,4920,2,5,22,23,37,13,5,22,17,30,7,100,81,109,101,38,0,0,,0,,0,,0,,0,,4.2,6.9,67.2,10.3,81,92.7,41.5,6.5,20.8,34,144.5,19.8,18.9,194.2,42.2,344,1040,0,0,46,10,324,90,17,383,90,17,383,992,2909,
,0,0,19,SEA,,16,0,0,,0,3,13,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,229,387,229,18,2300,0,0,4783,0,8,63.7,24.2,5.9,10,7.4,143.8,2483,2300,13,8,93,49,49,57,38,18,54,5,69,9,4,11,366,87,30,46,18,97,David Britz,,31,199,711,83,5,42,38,1,9,11,2,0,0,0,105,833,86,3630,30,27,203,0,98,2222,0,2,8,7,20,2,2,8,7,15,2,39,34,23,23,9,0,0,,0,,0,,0,,0,,4,5.9,59.2,10,87.2,100,42.2,7.5,22.7,38.6,155.2,18.6,14.3,143.8,45,125,263,0,0,13,6,115,18,4,103,18,4,103,352,895,
,0,0,20,NYJ,,16,0,0,,0,7,9,0,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,403,583,403,16,3974,0,0,5773,0,21,88.7,36.4,6.8,9.9,6,248.4,1799,3974,16,21,60,64,64,60,62,37,52,9,98,19,10,15,393,84,25,51,18,76,Gil Santos,,37,302,690,59,9,60,26,0,12,16,0,1,0,0,95,830,71,3111,20,23,112,0,81,1741,0,0,10,13,15,3,0,9,8,9,2,41,28,35,35,8,0,0,,0,,0,,0,,0,,3.7,6.8,69.1,9.9,68.3,100,43.8,4.9,21.5,30.6,112.4,17,25.2,248.4,42.9,119,341,0,0,8,1,83,32,8,173,32,8,173,335,1112,
