PlayerID,Leadership,Work Ethic,Competitiveness,Team Player,Sportsmanship,Social Disposition,Money,Security,Loyalty,Winning,Playing Time,Close To Home,Market Size,Morale
1860,4,56,67,39,20,14,95,50,35,62,70,46,33,100
1862,36,74,71,50,81,64,89,33,35,55,72,38,45,100
1863,42,39,68,32,39,37,77,34,50,34,74,30,61,89
1864,56,89,76,30,68,66,79,50,31,63,77,35,51,99
1865,64,64,45,54,40,36,100,30,47,55,93,31,37,29
1867,61,95,73,50,91,89,99,45,33,37,83,39,56,1
1868,42,39,68,49,67,47,84,47,40,58,73,40,39,75
1869,65,91,76,53,96,90,92,45,45,35,100,46,49,100
1870,61,64,55,31,58,69,85,49,35,30,82,38,31,96
1871,68,34,55,65,41,57,72,48,49,45,74,44,39,5
1873,77,38,66,89,47,33,91,44,41,64,100,40,57,5
1874,35,40,53,56,57,37,87,39,39,51,87,30,66,20
1875,17,85,72,29,88,75,73,42,50,61,70,43,48,82
1876,57,94,96,53,73,70,91,34,42,42,99,31,39,26
1878,59,61,59,34,39,49,97,32,32,64,71,46,44,83
1879,12,51,63,5,31,31,94,41,41,37,79,38,51,100
1880,58,87,83,48,99,64,74,45,50,46,88,45,70,3
1881,53,61,34,58,43,41,90,46,40,39,87,42,70,74
1882,68,94,74,63,74,98,81,37,34,33,97,36,60,1
1883,80,76,66,78,99,93,72,47,35,37,76,49,48,71
1884,51,63,44,63,39,61,74,45,42,59,90,50,39,21
1885,42,43,63,49,50,58,92,47,38,47,71,46,34,1
1886,71,46,70,73,38,63,84,45,43,35,76,31,46,77
1887,68,60,84,67,61,60,95,36,48,39,90,37,47,11
1888,40,95,93,61,66,83,78,44,33,52,82,46,59,100
1889,96,82,84,80,71,68,75,31,46,52,92,50,63,89
1890,72,62,63,75,67,95,80,49,50,37,93,43,59,28
1891,61,60,33,70,58,67,80,48,31,34,100,33,52,4
1892,55,33,58,45,56,37,100,47,34,43,99,38,48,87
1894,96,45,61,73,35,56,79,47,46,33,74,50,60,74
1895,68,62,70,95,62,82,96,41,35,43,73,40,40,55
1896,66,84,99,100,63,69,88,44,41,35,71,46,63,49
1897,72,39,63,50,48,60,100,45,35,59,93,36,65,93
1898,29,77,82,11,93,79,100,37,36,47,80,47,60,50
1899,56,64,47,65,40,42,86,49,39,35,98,48,46,1
1900,55,73,90,50,80,96,99,42,35,60,98,38,52,55
1901,64,30,58,67,64,56,83,45,31,70,92,44,54,2
1902,20,33,63,17,12,22,81,45,38,60,71,36,39,48
1903,36,64,88,48,67,77,97,40,37,58,87,34,47,92
1904,12,77,85,28,65,71,78,40,47,60,93,33,40,90
1906,59,78,89,44,86,97,76,43,32,55,100,49,53,43
1907,83,41,44,97,65,66,75,35,38,32,89,41,59,98
1908,37,99,92,19,90,79,97,49,34,42,83,45,62,1
1909,38,92,72,68,86,99,93,33,32,51,88,48,40,55
1910,91,39,35,80,58,52,92,43,32,68,99,34,32,82
1911,25,70,99,4,83,80,78,40,48,58,93,43,35,100
1912,58,64,100,52,68,83,95,30,44,64,80,38,49,19
1913,59,79,89,72,62,74,97,40,44,33,81,32,59,85
1914,53,80,96,66,81,86,91,41,50,41,84,33,46,11
1915,66,75,61,77,67,83,71,37,45,62,96,50,32,46
1916,24,89,69,25,70,99,80,48,36,57,100,50,70,96
1917,84,96,69,80,91,65,83,49,32,60,75,45,50,11
1918,69,58,59,56,41,48,77,38,33,48,70,47,57,86
1919,89,64,63,71,72,72,86,31,42,41,72,47,49,73
1920,10,68,59,31,26,13,95,40,47,55,79,47,65,44
1921,25,90,93,41,71,73,88,42,45,34,85,44,62,74
1922,32,68,97,27,88,95,89,48,47,34,87,31,67,10
1923,48,42,45,42,61,34,99,40,41,32,88,45,39,78
1924,50,85,77,47,77,70,80,40,39,49,83,38,44,83
1925,68,32,36,58,33,48,72,37,40,63,96,30,65,85
1926,65,31,43,72,67,38,98,39,31,57,78,42,59,93
1927,69,85,84,54,97,99,96,39,32,67,100,42,31,69
1928,59,62,91,69,89,88,99,43,39,67,91,45,54,84
1929,92,62,44,66,53,46,72,39,35,34,98,36,51,7
1930,65,92,90,71,93,87,79,42,39,36,93,32,35,52
1931,82,85,70,79,74,86,92,44,45,30,91,46,69,86
1932,61,33,37,70,61,38,84,30,36,36,77,38,52,58
1933,34,69,75,64,87,93,79,45,45,58,90,42,30,92
1934,63,61,46,88,50,42,84,37,34,40,91,46,65,9
1936,52,66,94,44,100,73,97,45,35,48,79,34,32,17
1937,72,65,70,93,77,74,73,34,34,48,82,33,30,33
1938,81,90,62,87,76,61,98,33,42,44,72,39,50,81
1939,49,98,63,62,77,68,80,32,42,30,75,45,39,86
1940,41,52,37,37,38,63,87,31,31,53,83,39,70,98
1941,25,66,40,14,32,38,84,50,46,56,92,33,59,74
1942,41,90,86,62,88,82,78,37,30,47,86,50,47,87
1943,33,60,90,52,79,93,85,43,41,59,79,38,52,99
1944,72,98,65,100,92,63,75,31,33,40,98,40,49,1
1945,67,75,82,66,89,67,93,34,34,70,95,46,65,1
1946,35,54,57,32,59,28,97,41,31,33,87,42,70,92
1947,30,77,75,69,64,82,92,35,50,41,80,46,67,62
1948,19,34,58,44,25,16,83,45,50,39,85,38,34,1
1949,16,97,94,33,89,92,92,33,34,30,89,49,63,81
1950,6,80,91,2,77,90,85,42,33,57,86,34,32,53
1951,89,45,68,92,69,69,74,43,42,34,80,49,60,68
1952,60,68,45,59,36,57,76,39,42,55,98,31,60,21
1953,87,84,90,98,82,83,73,33,50,59,91,36,45,91
1954,45,48,52,41,59,33,91,35,33,33,95,33,39,100
1955,70,68,50,57,60,33,90,35,40,44,82,30,33,96
1956,63,65,92,33,62,61,73,41,31,36,80,47,58,88
1957,79,77,63,87,70,86,88,46,40,64,89,39,49,78
1959,32,34,41,36,32,38,85,49,33,41,75,39,61,87
1960,50,93,97,52,91,81,100,36,39,52,81,43,59,35
1961,66,50,41,36,32,38,72,39,48,46,83,37,59,86
1962,32,69,93,46,98,78,88,40,41,46,96,45,58,1
1964,95,59,35,99,36,40,70,30,40,62,90,50,68,56
1965,7,55,60,22,40,27,71,37,45,46,88,39,34,22
1966,40,57,36,38,13,4,88,31,37,56,73,39,45,85
1968,16,57,54,1,6,33,71,32,40,58,94,36,69,7
1969,4,91,65,38,65,97,88,48,30,44,83,43,56,95
1970,38,50,46,26,12,15,99,39,30,34,96,35,33,65
1972,46,45,51,40,66,51,91,47,40,68,89,40,42,97
1973,45,61,33,38,34,34,83,42,30,55,85,36,52,42
1974,34,60,94,37,78,73,83,37,49,54,88,44,43,1
1975,33,31,55,36,45,55,87,49,43,66,77,32,52,10
1976,79,37,35,90,47,61,95,35,43,44,96,36,55,52
1977,39,72,82,55,93,77,79,49,45,35,84,37,33,1
1978,95,65,32,91,59,69,76,40,48,67,91,37,31,66
1979,57,88,70,41,97,80,82,48,44,68,81,47,33,68
1980,24,74,69,21,83,57,93,47,44,40,93,34,54,1
1981,36,81,98,52,65,78,72,48,37,66,75,37,38,99
1982,63,56,68,79,46,29,93,43,45,54,88,37,39,61
1983,62,68,80,48,72,90,82,39,48,32,70,50,65,31
1984,69,62,52,100,54,54,70,31,40,46,86,48,32,1
1985,32,60,78,13,76,72,97,47,48,61,81,41,54,85
1986,43,95,72,59,96,78,86,34,50,57,74,43,53,37
1987,35,84,97,45,68,99,74,46,47,42,73,38,53,72
1988,53,54,32,67,42,56,97,33,31,51,96,30,42,94
1989,33,43,46,65,54,36,73,47,31,30,71,30,65,32
1992,45,87,97,70,92,77,70,30,42,40,88,35,64,39
1993,8,64,33,36,8,36,80,35,35,54,89,44,38,47
1994,54,95,91,36,86,86,96,31,48,57,95,46,36,42
1995,42,100,86,17,66,98,79,37,50,61,80,44,59,42
1996,57,44,33,53,35,30,82,44,32,33,98,49,34,69
1997,69,67,75,85,88,100,73,41,30,33,85,36,46,40
1998,82,34,62,67,58,50,89,46,43,62,95,49,39,36
2002,67,89,96,42,73,94,88,47,42,43,82,42,60,16
2003,30,45,39,55,59,29,88,42,41,67,92,44,36,39
2004,31,83,98,62,79,84,98,44,45,30,86,45,56,65
2005,93,90,99,87,72,100,76,48,32,30,92,40,60,92
2007,56,98,85,69,91,97,95,40,40,31,90,50,51,100
2008,37,91,69,27,97,65,91,30,47,47,83,33,33,5
2009,83,68,34,74,48,48,88,44,46,64,93,32,58,4
2010,52,96,73,38,65,79,91,34,36,46,97,35,40,64
2011,20,60,57,34,32,17,88,30,49,36,87,38,52,40
2013,68,76,65,56,76,84,90,45,33,34,71,45,45,22
2014,29,63,39,21,30,26,100,45,45,69,91,50,54,92
2015,57,47,44,54,62,40,97,35,33,51,100,45,41,89
2016,72,60,36,62,58,48,75,45,50,70,74,38,38,51
2017,68,77,82,40,71,88,83,41,31,60,83,31,48,44
2018,90,33,68,82,52,65,90,32,47,37,94,50,32,51
2019,69,40,47,89,42,36,80,31,38,40,88,35,33,100
2020,36,82,82,24,94,95,87,50,50,32,91,33,51,1
2021,68,55,64,100,70,36,80,31,45,55,72,47,64,95
2022,76,60,91,93,68,85,70,37,32,30,84,44,54,22
2023,34,70,72,6,61,93,89,34,36,57,89,41,54,15
2024,13,67,52,26,6,5,70,47,50,53,90,36,36,41
2025,42,53,52,72,65,65,83,49,47,57,81,36,50,95
2026,35,88,61,50,96,97,86,40,47,39,97,37,67,48
2027,64,62,91,57,91,69,100,31,32,47,75,43,56,18
2028,67,78,95,71,87,97,86,44,34,41,83,47,62,95
2029,85,96,67,97,80,77,72,34,38,43,83,48,59,1
2030,47,49,53,61,54,36,83,50,41,47,81,47,35,58
2031,60,54,45,99,63,37,78,45,40,61,98,33,38,63
2032,65,77,60,61,79,68,96,50,42,39,76,31,32,1
2033,44,82,94,64,84,63,86,46,35,38,88,38,33,93
2034,47,94,90,71,98,78,93,46,50,49,70,45,64,29
2035,94,63,69,87,65,53,76,39,50,51,77,33,50,50
2036,51,61,75,43,71,66,98,36,32,35,72,43,47,100
2038,86,72,68,100,36,47,99,45,36,48,74,39,68,51
2039,40,90,74,63,85,87,86,50,43,31,84,49,39,89
2040,41,88,74,58,76,100,97,47,33,64,99,32,48,10
2041,13,65,69,28,35,14,88,35,35,39,88,41,61,1
2042,33,62,49,59,35,55,92,41,42,70,86,33,39,62
2043,62,82,85,89,92,79,76,38,41,36,87,36,61,96
2044,44,90,99,66,77,91,76,31,45,53,74,48,42,87
2045,40,83,97,44,99,90,100,44,37,30,98,50,44,100
2046,68,49,33,67,34,34,100,45,36,66,83,48,35,37
2047,36,92,85,50,84,81,80,39,34,65,79,34,47,49
2048,61,81,88,82,73,74,72,48,32,32,97,50,49,10
2049,28,35,39,28,23,7,96,48,34,53,93,36,69,42
2052,46,46,41,48,49,34,78,42,42,47,90,48,65,22
2053,95,74,72,93,69,86,92,31,45,39,75,45,51,7
2054,64,69,40,59,45,59,78,30,35,40,95,48,58,41
2055,89,52,59,100,51,51,75,33,44,32,99,49,39,75
2056,62,86,100,33,94,67,95,39,45,36,98,31,38,1
2057,90,98,65,100,69,77,74,47,39,37,94,44,42,13
2059,3,92,68,37,98,90,73,38,38,46,89,45,45,100
2060,20,60,44,9,24,10,79,43,49,38,80,50,66,1
2061,50,35,58,59,35,50,86,30,32,70,77,35,56,65
2062,72,83,65,91,62,71,89,33,34,45,100,30,38,96
2063,10,75,94,18,98,71,96,43,31,40,84,38,65,23
2064,84,63,60,74,46,33,95,40,50,60,89,31,49,73
2065,56,31,53,63,47,66,87,46,30,63,81,41,70,93
2066,88,32,53,77,61,70,95,46,34,67,81,45,39,82
2067,28,34,45,22,13,9,97,48,32,62,90,31,38,51
2068,18,84,87,22,60,71,88,31,44,39,96,46,60,43
2069,72,73,84,70,75,75,100,43,44,67,86,50,58,91
2070,8,96,77,20,69,97,84,34,39,57,77,43,37,42
2071,58,80,70,46,83,87,94,37,30,32,72,41,36,26
2072,72,78,100,83,88,88,79,50,41,68,95,34,37,76
2076,23,58,65,9,3,26,91,31,43,58,73,41,30,26
2077,77,76,63,100,62,69,76,46,38,57,98,32,67,58
2078,87,50,38,77,32,37,86,39,46,49,74,45,59,11
2079,74,63,84,68,89,70,79,30,38,67,79,34,59,22
2080,59,94,69,52,97,63,76,36,32,63,80,35,53,95
2081,45,68,81,36,74,62,87,46,34,68,77,41,57,11
2082,60,99,78,84,83,96,73,35,45,42,77,50,41,1
2083,85,33,37,76,30,70,75,31,49,69,91,31,52,34
2084,70,81,74,65,94,65,77,43,35,41,78,49,37,1
2085,1,87,79,16,69,78,86,31,40,68,91,33,45,88
2086,66,34,57,54,38,38,77,43,39,40,88,35,37,81
2087,58,34,65,32,50,67,81,43,41,61,80,34,65,16
2088,66,100,72,33,75,88,73,45,35,55,87,38,47,29
2089,29,92,70,35,82,96,94,44,44,48,97,48,50,92
2090,9,90,74,18,66,76,79,42,44,43,76,49,58,84
2091,88,81,64,97,62,95,83,37,36,62,98,44,35,3
2092,8,89,62,1,71,87,75,46,49,54,98,36,47,81
2093,47,67,37,62,63,70,78,43,33,66,75,32,39,42
2094,62,54,67,67,57,44,72,36,41,34,100,49,42,66
2095,68,67,98,40,85,68,88,49,31,32,72,38,61,1
2096,37,58,54,35,1,32,99,30,30,42,89,35,37,46
2097,1,61,75,39,69,78,90,30,41,70,81,48,46,62
2098,43,63,46,51,47,54,94,35,49,36,87,45,62,16
2099,74,63,47,85,57,32,89,36,34,56,79,43,45,100
2100,19,44,38,38,29,1,94,37,45,69,87,39,68,1
2101,85,45,46,96,45,65,77,40,45,65,82,38,31,54
2102,40,44,60,51,67,59,98,47,35,62,90,35,42,45
2103,45,78,76,52,75,83,98,49,41,64,87,32,53,99
2104,83,90,88,83,84,74,94,48,36,49,75,39,59,2
2105,77,87,99,100,72,66,81,46,47,50,83,36,67,36
2106,46,69,35,38,46,47,94,46,30,43,74,48,59,5
2107,30,94,64,59,89,85,95,35,45,65,86,48,58,1
2108,20,43,59,12,38,34,90,45,41,43,86,48,42,90
2109,42,40,59,60,43,47,96,38,33,40,79,32,41,98
2110,60,35,39,67,47,40,72,50,48,38,70,30,61,15
2111,25,89,93,39,92,100,74,31,40,45,90,34,67,35
2112,49,97,60,35,99,96,96,37,38,63,79,42,66,71
2113,41,74,78,37,88,92,71,38,37,62,96,44,43,86
2114,68,98,71,39,64,61,79,44,40,64,83,47,64,59
2115,65,48,53,77,37,39,78,46,45,53,84,49,36,49
2116,36,100,99,35,100,80,82,46,44,40,96,44,63,22
2117,65,63,51,48,62,69,73,43,46,40,96,49,63,86
2118,72,62,82,98,86,97,82,42,34,58,94,48,54,60
2119,91,92,88,70,72,63,96,33,33,42,99,49,44,65
2120,10,65,93,4,93,94,82,43,31,63,82,47,58,39
2121,67,49,43,42,31,53,94,42,38,38,72,34,66,75
2122,49,43,38,69,38,41,76,40,44,36,88,39,51,4
2123,62,48,44,54,45,32,98,44,30,51,86,46,34,9
2124,28,54,64,25,13,26,100,43,49,46,95,48,35,3
2125,68,54,34,37,70,50,98,39,33,39,92,40,56,28
2127,85,53,30,92,64,39,100,32,33,65,76,40,59,12
2128,55,90,85,52,95,82,81,41,41,56,86,39,42,100
2129,21,45,46,29,37,6,84,36,39,42,95,45,57,76
2130,67,90,82,59,65,82,84,40,32,44,77,30,31,25
2131,48,50,55,69,38,60,90,37,39,31,86,40,58,49
2132,73,63,63,92,69,55,87,44,30,48,95,31,54,1
2135,61,72,95,45,88,85,78,39,40,56,71,49,60,81
2136,97,70,35,94,51,38,76,31,45,70,89,30,50,1
2137,76,85,82,69,62,95,98,30,45,64,82,30,45,17
2138,45,82,100,56,70,77,83,31,45,68,83,38,34,100
2139,27,89,100,42,62,78,86,31,44,31,90,47,30,95
2140,33,77,88,35,86,92,92,48,42,50,83,33,61,11
2141,48,49,59,38,64,42,81,45,38,43,88,38,42,46
2142,34,33,53,21,9,27,89,43,44,51,94,49,68,5
2143,72,72,94,100,71,99,96,40,48,42,94,50,51,82
2144,82,78,90,86,61,68,87,33,30,32,99,46,44,91
2145,40,67,56,35,6,21,78,34,32,66,91,46,60,85
2147,8,74,69,12,88,94,85,39,41,47,88,41,63,91
2148,71,70,55,84,48,52,78,36,34,56,75,43,36,47
2149,30,39,52,68,47,38,74,38,41,53,97,42,49,32
2150,51,59,32,66,66,56,89,32,36,60,96,36,57,3
2151,83,37,53,98,42,34,76,50,44,53,79,38,51,100
2152,68,65,71,51,64,92,82,40,40,44,78,47,67,100
2153,73,75,62,79,65,80,96,46,47,48,86,46,66,13
2154,24,44,52,36,5,2,82,30,36,69,87,36,56,37
2155,48,32,38,31,49,54,92,31,40,50,94,36,33,14
2156,45,71,62,34,97,82,99,42,34,55,96,50,37,82
2158,35,62,43,37,32,18,84,31,34,65,77,40,63,65
2161,52,46,55,62,52,64,70,46,38,31,95,33,62,93
2162,22,66,89,5,89,71,85,32,37,66,71,46,31,5
2163,34,92,100,46,93,89,87,43,36,41,70,44,37,47
2164,74,72,63,68,61,85,93,36,33,35,79,42,50,17
2166,53,92,64,62,63,95,74,37,33,51,85,43,48,76
2168,60,34,34,62,44,48,71,32,48,47,77,46,67,23
2169,63,39,70,36,47,33,97,34,48,56,73,33,39,70
2170,32,100,82,50,72,65,83,35,38,39,77,43,70,82
2172,65,65,100,34,61,63,97,47,36,68,94,37,49,73
2173,75,79,90,84,62,69,81,40,40,31,85,37,49,1
2174,16,59,47,49,7,18,78,49,50,53,83,48,65,79
2175,32,61,47,28,53,40,93,35,39,66,94,38,63,99
2176,21,37,38,12,27,22,75,32,39,63,81,34,50,100
2177,60,63,98,88,93,78,84,45,41,42,70,45,67,1
2178,39,85,82,37,76,64,96,46,37,53,100,50,57,1
2179,20,100,88,25,76,94,88,36,46,66,71,30,37,16
2180,95,89,71,89,88,62,73,37,30,43,80,48,59,6
2181,34,59,37,38,25,31,100,31,44,52,97,44,60,1
2182,28,46,37,16,10,17,86,39,36,69,91,41,57,78
2183,9,61,54,34,33,27,76,43,36,66,95,40,57,100
2184,9,35,36,1,31,26,99,42,34,49,86,43,32,30
2186,88,52,60,88,39,60,98,44,33,64,86,45,55,1
2187,27,86,68,3,60,90,94,40,40,39,88,39,41,1
2188,68,60,39,33,32,58,77,40,38,51,93,46,67,21
2189,97,80,72,83,88,82,87,40,46,61,99,33,34,79
2190,43,62,62,50,71,71,100,35,33,42,95,45,30,83
2191,14,91,69,5,88,78,85,49,36,56,99,50,67,36
2193,44,64,69,63,46,63,86,42,42,43,90,35,61,1
2194,64,57,37,83,63,70,91,34,30,43,72,32,42,25
2195,32,82,81,54,92,89,83,31,40,65,98,50,45,95
2197,46,34,67,61,42,39,76,38,38,47,89,43,42,68
2198,35,83,62,35,78,73,88,36,30,65,100,49,60,5
2199,52,98,62,57,75,73,93,44,35,42,97,38,52,67
2200,63,34,55,64,57,36,93,30,43,41,91,34,51,60
2201,65,69,58,90,47,51,77,39,35,38,80,42,48,83
2202,31,55,63,33,59,29,94,33,30,66,78,44,61,49
2203,44,76,82,41,77,92,99,41,43,68,70,39,45,44
2204,52,63,62,41,84,87,70,37,41,62,88,43,70,94
2205,63,93,72,43,98,96,72,35,45,36,91,48,47,78
2206,6,80,65,40,90,72,85,37,36,62,100,31,40,1
2207,72,79,99,71,91,92,71,47,36,41,99,45,64,16
2208,4,31,46,39,30,7,91,49,31,42,74,44,34,1
2209,79,47,35,87,68,39,85,47,45,59,80,40,58,75
2210,47,60,66,63,71,68,99,49,34,33,87,45,46,46
2212,86,74,81,74,97,81,76,49,46,30,86,39,56,99
2214,48,58,53,30,63,32,82,49,30,42,89,38,70,98
2215,4,47,48,14,9,26,75,41,30,39,72,33,58,84
2216,82,40,40,93,30,39,79,49,40,37,76,44,56,77
2217,95,48,69,77,41,46,81,34,35,44,90,35,41,41
2218,91,28,45,69,62,70,94,40,47,70,70,46,54,1
2219,66,39,48,53,32,35,83,46,44,40,99,41,38,17
2220,36,80,89,35,99,87,97,47,37,60,88,39,37,100
2221,1,72,39,38,14,27,86,40,32,36,89,46,31,2
2222,12,100,76,14,80,100,76,32,44,43,78,32,33,94
2225,63,75,65,57,60,96,74,42,44,42,91,38,30,15
2226,4,51,47,21,39,33,78,47,50,37,98,36,67,33
2227,20,79,76,31,95,91,100,35,43,37,96,46,43,100
2229,69,60,82,88,81,91,94,49,34,36,72,35,59,36
2231,55,84,74,35,74,94,71,32,47,50,84,34,33,8
2232,18,69,81,4,74,85,70,39,30,38,70,44,62,30
2234,25,30,49,38,12,12,72,50,43,61,84,45,55,14
2235,67,68,73,45,70,66,72,50,35,38,80,38,55,36
2237,37,60,63,5,22,1,87,41,47,30,79,33,56,75
2238,70,68,65,35,95,94,98,37,47,46,72,49,63,30
2239,85,62,65,77,56,52,79,48,34,65,78,35,37,96
2240,51,41,56,60,61,52,76,45,34,59,70,37,50,86
2241,100,95,90,99,85,94,99,43,47,42,96,32,52,27
2243,33,62,67,52,96,100,84,49,43,30,87,44,40,54
2244,66,60,92,66,81,97,90,47,36,52,74,46,67,26
2245,20,68,66,38,100,63,78,44,48,39,81,38,38,49
2246,24,62,79,15,97,65,85,42,30,64,86,43,37,13
2247,8,49,44,15,16,16,88,38,42,46,78,48,45,7
2248,61,49,30,36,32,34,80,37,42,37,91,35,38,82
2249,70,63,73,57,67,78,96,41,36,55,95,34,40,20
2250,80,56,53,88,40,30,99,40,30,47,86,47,33,60
2251,32,87,66,38,62,89,97,36,37,36,84,35,59,64
2253,73,34,47,65,31,63,81,39,50,68,98,41,36,98
2254,12,90,97,5,85,87,71,46,47,41,74,48,31,19
2256,33,31,55,51,48,67,77,44,37,63,86,30,41,4
2257,68,72,74,65,63,76,80,42,44,59,97,45,66,82
2258,23,62,98,23,79,76,92,30,44,44,100,47,43,75
2260,17,66,67,36,81,88,94,45,43,42,77,39,43,93
2261,67,42,42,95,35,43,97,39,44,45,95,37,58,65
2262,38,51,41,50,69,53,98,49,38,65,72,40,65,42
2263,47,58,58,48,57,33,70,37,37,40,77,48,35,66
2264,50,44,66,48,39,69,89,46,32,64,90,48,39,1
2265,45,86,76,59,69,62,79,38,38,33,98,40,70,64
2266,75,34,31,95,47,63,92,43,35,44,89,31,32,94
2267,36,50,44,42,52,43,70,47,42,43,85,50,41,12
2268,10,39,36,40,18,6,87,39,42,64,89,30,48,42
2269,38,49,49,33,57,71,80,38,46,59,94,36,41,69
2270,33,65,66,33,91,83,77,46,48,47,72,33,47,9
2271,67,49,30,60,60,37,92,47,40,36,91,32,51,87
2272,84,29,47,74,34,46,97,33,34,56,75,32,60,14
2273,56,91,72,55,61,65,96,46,34,57,98,41,40,60
2274,32,67,33,32,34,45,71,37,37,65,96,44,31,81
2275,100,40,44,71,48,43,91,33,45,62,85,42,37,67
2276,2,33,60,41,38,38,98,37,42,43,77,36,65,51
2277,70,85,97,50,85,88,78,45,40,66,73,33,46,97
2278,95,88,75,98,94,67,96,40,40,38,91,33,41,33
2279,66,60,30,53,64,38,96,33,33,63,95,40,43,70
2280,50,66,75,66,77,75,94,42,44,34,93,46,43,100
2281,64,89,96,59,87,84,81,40,38,53,96,32,56,4
2282,76,83,66,79,79,85,98,40,42,68,76,44,54,100
2283,29,90,70,13,64,71,90,30,37,64,76,40,56,93
2284,72,72,62,91,78,90,99,33,31,60,82,36,40,93
2285,64,69,70,52,35,50,89,46,34,66,77,49,44,1
2286,97,31,51,86,45,43,83,39,30,47,85,40,63,1
2289,39,66,73,35,82,61,94,50,39,48,94,49,67,12
2291,48,70,30,54,40,47,97,46,34,43,85,41,36,90
2292,68,35,61,99,67,65,73,47,40,49,83,43,31,81
2293,38,68,53,3,1,12,74,48,34,68,90,46,55,89
2294,67,70,63,39,92,78,80,31,43,64,91,31,30,40
2297,3,67,67,16,18,2,71,43,32,47,91,38,43,78
2298,13,61,52,29,8,29,95,43,43,51,81,37,68,56
2299,99,30,49,100,38,61,85,30,33,52,73,48,52,88
2300,31,72,97,10,79,90,96,30,48,68,70,41,65,31
2301,69,35,52,81,49,56,91,30,30,42,70,36,39,1
2302,54,81,87,41,77,74,74,34,48,40,88,45,68,38
2303,2,31,56,24,4,21,86,40,41,37,70,42,63,96
2304,49,58,68,33,70,61,78,47,37,68,78,42,36,68
2306,49,97,74,63,69,92,86,40,42,41,80,33,45,63
2307,27,35,55,25,39,35,84,30,30,32,73,39,49,71
2308,79,65,79,92,68,95,92,42,32,41,85,31,55,87
2309,3,55,62,29,37,40,83,30,45,63,89,43,47,91
2311,22,82,87,15,91,75,96,44,35,38,95,42,64,7
