PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,DraftedBy,DraftRound,DraftPick,DraftSeason,isOffense,HallOfFame,Injury,InjuryLength,Salary,ContractYears,Position,Alt Position,Team,RetiredSeason,Franchise Tag,Tender Type,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall
1819,1,Warren,Moon,Washington,32,3,75,218,8,8,1,9,1985,TRUE,FALSE,,,6000000,2,QB,QB,BER,0,FALSE,None,1986 AFC Pro Bowl Team,60,67,92,60,25,94,82,5,1,39,89,9,1,91
1820,72,Kent,Hill,Georgia Tech,31,3,77,260,14,14,2,9,1985,TRUE,FALSE,,,5500000,1,G,G,ATL,0,FALSE,None,1985 NFC Pro Bowl Team|1987 NFC Pro Bowl Team,87,65,5,63,15,63,1,89,83,44,63,1,5,92
1821,54,Randy,White,Maryland,33,1,76,257,0,5,2,13,1985,FALSE,FALSE,,,0,0,DT,DT,N/A,1986,FALSE,None,1985 AFC Pro Bowl Team,80,74,8,74,44,59,1,9,5,78,83,3,1,88
1822,80,Henry,Ellard,Fresno State,27,3,71,180,2,2,2,6,1985,TRUE,FALSE,,,5500000,1,WR,WR,MIA,0,FALSE,None,1987 AFC Pro Bowl Team,40,93,1,90,92,61,10,35,30,38,90,1,1,93
1823,44,John,Riggins,Kansas,37,1,74,230,0,6,5,15,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,1986,FALSE,None,1985 AFC Pro Bowl Team,73,68,34,69,72,60,23,38,20,36,71,1,5,79
1824,32,Marcus,Allen,USC,28,3,74,210,1,1,1,16,1985,TRUE,FALSE,,,6000000,2,RB,RB,KC,0,FALSE,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,73,85,30,89,80,66,35,38,42,50,97,1,1,93
1825,22,Gill,Byrd,San Jose State,27,3,71,195,6,6,2,4,1985,FALSE,FALSE,,,5500000,1,SS,SS,NYG,0,FALSE,None,1986 AFC Pro Bowl Team,73,87,1,85,70,66,1,5,1,65,92,1,1,88
1826,80,Jerry,Rice,Miss. Valley State,26,3,74,200,15,15,1,3,1985,TRUE,FALSE,,,6000000,2,WR,WR,SF,0,FALSE,None,1985 NFC Pro Bowl Team,47,95,8,95,99,86,7,32,33,34,97,7,5,98
1827,84,Gary,Clark,James Madison,26,3,69,173,16,16,1,14,1985,TRUE,FALSE,,,6000000,2,WR,WR,TB,0,FALSE,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team,52,92,1,90,92,57,8,34,22,42,93,1,1,94
1828,78,Anthony,Munoz,USC,30,3,78,278,1,1,2,3,1985,TRUE,FALSE,,,5500000,1,T,T,KC,0,FALSE,None,1987 AFC Pro Bowl Team,82,60,10,53,22,72,1,85,90,59,80,9,10,92
1829,31,Donnie,Shell,South Carolina State,35,2,71,190,0,16,4,5,1985,FALSE,FALSE,,,0,0,SS,SS,N/A,1987,FALSE,None,1985 NFC Pro Bowl Team,77,83,1,86,57,57,8,3,1,65,83,1,1,86
1830,57,Steve,Nelson,Augsburg,37,3,74,230,0,16,5,14,1985,FALSE,FALSE,,,0,0,LB,LB,N/A,0,FALSE,None,,60,77,1,75,46,75,1,1,1,77,91,1,1,84
1831,32,James,Wilder,Missouri,30,3,75,225,18,18,3,5,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,0,FALSE,None,1985 NFC Pro Bowl Team,63,69,32,81,69,66,25,22,30,42,93,1,1,83
1832,14,Dan,Fouts,Oregon,37,3,75,204,2,3,2,2,1985,TRUE,FALSE,,,5500000,1,QB,QB,MIA,0,FALSE,None,1985 Most Valuable Player|1985 AFC Pro Bowl Team,51,65,89,48,14,89,82,1,10,28,79,1,1,87
1833,33,Tony,Dorsett,Pittsburgh,33,2,71,192,0,9,6,12,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,1987,FALSE,None,1985 AFC Pro Bowl Team,62,81,25,87,69,59,35,32,48,50,83,8,1,87
1834,74,Bruce,Matthews,USC,27,3,77,305,12,12,1,11,1985,TRUE,FALSE,,,6000000,2,T,T,DET,0,FALSE,None,1986 NFC Pro Bowl Team,86,70,7,71,36,74,1,88,86,53,90,1,1,95
1835,78,Mike,Kenn,Michigan,32,3,79,273,0,14,3,10,1985,TRUE,FALSE,,,0,0,T,T,N/A,1988,FALSE,None,1985 NFC Pro Bowl Team|1987 NFC Pro Bowl Team,86,46,1,47,31,69,1,78,85,46,77,4,1,87
1836,52,Mike,Webster,Wisconsin,34,1,73,255,0,8,6,10,1985,TRUE,FALSE,,,0,0,C,C,N/A,1986,FALSE,None,1985 AFC Pro Bowl Team,85,50,1,62,19,74,1,75,85,57,72,7,6,87
1837,57,Jeff,Van Note,Kentucky,40,1,74,247,0,17,6,15,1985,TRUE,FALSE,,,0,0,C,C,N/A,1986,FALSE,None,,74,45,1,43,14,71,4,87,77,53,80,1,1,85
1838,57,Clay,Matthews,USC,32,3,74,245,18,18,2,14,1985,FALSE,FALSE,,,5500000,1,LB,LB,BAL,0,FALSE,None,1985 NFC Pro Bowl Team,73,82,10,64,56,63,1,1,7,91,80,5,1,89
1839,56,Chris,Doleman,Pittsburgh,27,3,77,289,10,10,1,18,1985,FALSE,FALSE,,,6000000,2,DE,DE,IND,0,FALSE,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team,85,72,4,81,40,65,9,1,1,68,87,9,1,95
1840,63,Mike,Munchak,Penn State,28,3,75,281,15,15,2,16,1985,TRUE,FALSE,,,5500000,1,G,G,SF,0,FALSE,None,1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team,94,50,6,63,22,71,9,90,76,45,66,1,1,92
1841,68,Joe,DeLamielleure,Michigan State,36,2,75,254,0,13,6,11,1985,TRUE,FALSE,,,0,0,G,G,N/A,1987,FALSE,None,,90,46,6,47,19,64,3,89,73,40,69,1,1,86
1842,65,Max,Montoya,UCLA,32,3,77,282,0,11,5,2,1985,TRUE,FALSE,,,0,0,G,G,N/A,0,FALSE,None,1985 NFC Pro Bowl Team,75,54,1,46,15,65,1,70,81,46,56,3,1,81
1843,58,Wilber,Marshall,Florida,26,3,73,231,16,16,2,5,1985,FALSE,FALSE,,,5500000,1,LB,LB,TB,0,FALSE,None,1985 NFC Pro Bowl Team,74,81,1,89,44,69,1,1,10,81,77,1,3,92
1844,95,Richard,Dent,Tennessee State,28,3,77,265,12,12,2,8,1985,FALSE,FALSE,,,5500000,1,DE,DE,DET,0,FALSE,None,1985 NFC Pro Bowl Team,82,77,1,65,41,57,7,1,10,82,81,1,1,94
1845,75,Chris,Hinton,Northwestern,27,3,76,300,9,9,3,7,1985,TRUE,FALSE,,,11143500,4,T,T,LON,0,FALSE,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,86,66,1,60,26,75,1,87,89,59,71,2,1,93
1846,76,John,Alt,Iowa,26,3,80,298,13,13,2,11,1985,TRUE,FALSE,,,5500000,1,T,T,MIN,0,FALSE,None,,95,62,1,48,15,60,1,90,85,45,70,1,1,91
1847,78,Bruce,Smith,Virginia Tech,25,3,76,262,10,10,2,1,1985,FALSE,FALSE,,,5500000,1,DE,DE,IND,0,FALSE,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team,87,79,1,81,56,67,2,1,1,74,86,5,1,99
1848,55,Matt,Millen,Penn State,30,3,74,250,1,1,3,16,1985,FALSE,FALSE,,,5250000,3,LB,LB,KC,0,FALSE,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,79,69,1,80,42,59,5,1,1,80,77,1,1,89
1849,20,Louis,Wright,Arizona State,35,3,74,200,5,5,4,13,1985,FALSE,FALSE,,,4500000,1,CB,CB,BUF,0,FALSE,None,1987 AFC Pro Bowl Team,53,84,1,96,67,63,1,1,1,61,91,1,6,98
1850,22,Dave,Duerson,Notre Dame,28,3,73,207,11,11,3,2,1985,FALSE,FALSE,,,5000000,4,SS,SS,CHI,0,FALSE,None,1985 NFC Pro Bowl Team|1987 NFC Pro Bowl Team,72,86,1,91,69,70,1,1,1,59,76,1,1,88
1851,12,Randall,Cunningham,UNLV,25,3,76,212,3,13,1,8,1985,TRUE,FALSE,,,6000000,2,QB,QB,GB,0,FALSE,None,1985 NFC Pro Bowl Team,62,81,85,70,21,73,81,1,1,14,85,1,1,86
1852,87,Steve,Largent,Tulsa,34,3,71,187,0,16,3,14,1985,TRUE,FALSE,,,0,0,WR,WR,N/A,1988,FALSE,None,,39,78,9,70,95,65,1,23,31,38,81,1,1,83
1853,21,James,Brooks,Auburn,28,1,70,180,0,11,6,17,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,1986,FALSE,None,1985 NFC Pro Bowl Team,68,86,29,83,72,63,30,40,44,49,82,3,1,87
1854,28,Curt,Warner,Penn State,27,3,71,205,0,10,3,18,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,0,FALSE,None,1986 NFC Pro Bowl Team,78,87,16,84,73,60,29,44,45,30,87,1,1,89
1855,80,James,Lofton,Stanford,32,3,75,192,8,8,3,9,1985,TRUE,FALSE,,,6487400,3,WR,WR,BER,0,FALSE,None,1986 AFC Pro Bowl Team,49,96,9,79,89,73,9,39,34,50,88,10,1,91
1856,63,Jay,Hilgenberg,Iowa,29,3,75,259,11,11,2,17,1985,TRUE,FALSE,,,5500000,1,C,C,CHI,0,FALSE,None,,91,49,4,60,17,62,5,88,84,43,64,1,1,88
1857,75,Howie,Long,Villanova,28,3,77,268,17,17,3,4,1985,FALSE,FALSE,,,6000000,2,DE,DE,CHC,0,FALSE,None,1987 NFC Pro Bowl Team,83,68,6,74,50,66,1,9,4,77,84,1,1,96
1858,53,Harry,Carson,South Carolina State,34,2,74,237,0,14,5,10,1985,FALSE,FALSE,,,0,0,LB,LB,N/A,1987,FALSE,None,1986 NFC Pro Bowl Team,62,75,1,79,52,67,9,10,1,87,79,1,1,86
1859,42,Mike,Haynes,Arizona State,35,3,74,192,11,11,4,17,1985,FALSE,FALSE,,,4500000,1,CB,CB,CHI,0,FALSE,None,1985 NFC Pro Bowl Team,50,92,1,83,75,60,9,1,5,49,93,1,1,93
1860,76,Steve,McMichael,Texas,31,3,74,270,7,7,3,1,1985,FALSE,FALSE,,,8965000,2,DT,DT,CIN,0,FALSE,None,1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,84,64,2,78,43,72,5,1,1,76,76,1,1,90
1862,28,Darrell,Green,Texas A&M-Kingsville,28,3,69,184,4,4,2,7,1985,FALSE,FALSE,,,5500000,1,CB,CB,OAK,0,FALSE,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,71,86,8,98,61,58,1,1,6,49,94,8,5,96
1863,51,Mike,Singletary,Baylor,30,3,72,230,17,9,2,12,1985,FALSE,FALSE,,,5500000,1,LB,LB,CHC,0,FALSE,None,1985 AFC Pro Bowl Team,79,79,7,79,50,94,8,10,1,91,96,2,1,95
1864,20,Billy,Sims,Oklahoma,31,1,72,212,0,16,20,5,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,1986,FALSE,None,,69,78,16,76,58,70,28,25,34,45,75,1,1,81
1865,79,Marvin,Powell,USC,33,3,77,268,6,6,6,4,1985,TRUE,FALSE,,,6300000,1,T,T,NYG,0,FALSE,None,,75,57,1,36,10,77,1,85,75,52,73,1,3,84
1867,61,Joel,Hilgenberg,Iowa,26,3,75,250,13,13,3,8,1985,TRUE,FALSE,,,10587500,4,C,C,MIN,0,FALSE,None,1986 NFC Pro Bowl Team,89,50,1,51,11,69,1,79,74,45,77,1,1,85
1868,58,Carl,Banks,Michigan State,26,3,76,235,14,5,3,6,1985,FALSE,FALSE,,,8100000,4,LB,LB,ATL,0,FALSE,None,1985 AFC Pro Bowl Team,80,67,1,79,46,56,1,1,1,84,77,1,1,90
1869,8,Steve,Young,BYU,27,3,74,215,9,9,1,7,1985,TRUE,FALSE,,,6000000,2,QB,QB,LON,0,FALSE,None,1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,53,78,91,68,19,88,93,1,1,14,80,1,1,94
1870,81,Art,Monk,Syracuse,31,3,75,210,8,8,2,10,1985,TRUE,FALSE,,,5500000,1,WR,WR,BER,0,FALSE,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,52,90,1,85,97,68,4,26,26,32,85,9,1,92
1871,65,Joe,Fields,Rutgers-Camden,35,3,74,250,0,6,10,4,1985,TRUE,FALSE,,,0,0,C,C,N/A,0,FALSE,None,,67,38,5,32,9,66,1,74,69,35,66,1,1,75
1873,73,John,Hannah,Alabama,37,3,74,265,0,6,8,4,1985,TRUE,FALSE,,,0,0,G,G,N/A,0,FALSE,None,1986 AFC Pro Bowl Team,88,52,3,45,22,66,1,77,69,59,86,1,1,82
1874,62,Guy,McIntyre,Georgia,27,3,75,275,18,18,4,14,1985,TRUE,FALSE,,,4500000,1,G,G,BAL,0,FALSE,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team,94,50,1,57,9,77,1,87,71,38,63,1,1,90
1875,99,Dan,Hampton,Arkansas,31,3,77,264,1,1,4,3,1985,FALSE,FALSE,,,4500000,1,DE,DE,KC,0,FALSE,None,1986 AFC Pro Bowl Team,75,76,1,70,54,74,1,1,10,79,81,1,8,96
1876,77,Karl,Mecklenburg,Augustana (SD),28,3,75,240,13,13,4,11,1985,FALSE,FALSE,,,4500000,1,LB,LB,MIN,0,FALSE,None,1987 NFC Pro Bowl Team,72,71,1,82,50,69,1,5,1,87,93,1,10,90
1878,33,Nolan,Cromwell,Kansas,33,3,73,200,0,18,6,14,1985,FALSE,FALSE,,,0,0,SS,SS,N/A,0,FALSE,None,1986 NFC Pro Bowl Team,44,87,1,69,45,66,4,1,1,72,71,1,1,77
1879,46,Gerald,Riggs,Arizona State,28,3,73,230,4,4,7,12,1985,TRUE,FALSE,,,3000000,1,RB,RB,OAK,0,FALSE,None,1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,81,81,14,82,60,70,31,39,45,28,73,1,1,87
1880,18,Charlie,Joiner,Grambling State,40,2,71,188,0,5,13,6,1985,TRUE,FALSE,,,0,0,WR,WR,N/A,1987,FALSE,None,,38,73,1,74,83,66,5,30,10,35,75,1,1,81
1881,11,Phil,Simms,Morehead State,33,2,75,216,0,17,5,4,1985,TRUE,FALSE,,,0,0,QB,QB,N/A,1987,FALSE,None,,45,53,66,58,25,76,89,1,1,23,85,1,2,81
1882,7,Ron,Jaworski,Youngstown State,36,2,74,196,0,6,11,15,1985,TRUE,FALSE,,,0,0,QB,QB,N/A,1987,FALSE,None,,44,52,77,59,27,75,76,1,1,20,88,5,1,79
1883,85,Jay,Novacek,Wyoming,26,3,76,234,8,8,4,10,1985,TRUE,FALSE,,,4500000,1,TE,TE,BER,0,FALSE,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,69,73,1,78,86,68,1,42,58,35,73,1,1,91
1884,75,Lomas,Brown,Florida,25,3,76,282,10,10,4,1,1985,TRUE,FALSE,,,4500000,1,T,T,IND,0,FALSE,None,,83,61,8,53,15,66,1,83,90,47,78,6,1,90
1885,41,Eugene,Robinson,Colgate,25,3,73,200,20,6,4,4,1985,FALSE,FALSE,,,4500000,1,FS,FS,NYJ,0,FALSE,None,,53,78,1,87,62,63,3,1,1,70,81,5,1,88
1886,79,Bill,Fralic,Pittsburgh,26,3,77,280,14,14,4,9,1985,TRUE,FALSE,,,4500000,1,G,G,ATL,0,FALSE,None,1987 NFC Pro Bowl Team,75,51,1,64,10,58,1,85,72,52,74,1,1,85
1887,80,Kellen,Winslow,Missouri,31,3,77,251,3,3,3,17,1985,TRUE,FALSE,,,5250000,2,TE,TE,GB,0,FALSE,None,1985 AFC Pro Bowl Team,75,70,9,67,85,73,1,57,63,48,87,9,1,91
1888,7,Boomer,Esiason,Maryland,27,3,77,224,2,2,1,13,1985,TRUE,FALSE,,,6000000,2,QB,QB,MIA,0,FALSE,None,1987 Most Valuable Player|1987 League MVP|1987 AFC Pro Bowl Team,51,69,90,68,31,81,85,1,1,13,93,1,3,88
1889,24,Freeman,McNeil,UCLA,29,3,71,216,12,12,10,8,1985,TRUE,FALSE,,,2250000,4,RB,RB,DET,0,FALSE,None,1986 NFC Pro Bowl Team,61,87,13,85,71,50,23,29,28,23,85,1,1,85
1890,56,Andre,Tippett,Iowa,29,3,75,240,3,3,4,2,1985,FALSE,FALSE,,,4500000,1,LB,LB,GB,0,FALSE,None,1986 AFC Pro Bowl Team,72,81,4,84,41,75,4,1,1,92,79,1,6,92
1891,72,Dexter,Manley,Oklahoma State,29,3,75,253,6,6,3,15,1985,FALSE,FALSE,,,11370625,4,DE,DE,NYG,0,FALSE,None,,75,78,1,70,34,51,5,1,1,69,76,1,1,88
1892,29,Albert,Lewis,Grambling State,28,3,74,196,0,4,3,12,1985,FALSE,FALSE,,,0,0,CB,CB,N/A,0,FALSE,None,,45,90,1,95,71,55,1,1,5,58,84,1,1,96
1894,28,Wilbert,Montgomery,Abilene Christian,33,2,70,196,0,8,21,9,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,1987,FALSE,None,,64,74,14,73,58,69,25,35,37,41,77,1,1,78
1895,15,Neil,Lomax,Portland State,29,3,75,215,17,10,5,18,1985,TRUE,FALSE,,,12414600,2,QB,QB,CHC,0,FALSE,None,,46,70,87,61,34,82,86,1,1,24,91,1,1,88
1896,35,Earl,Campbell,Texas,32,2,71,232,0,17,4,15,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,1987,FALSE,None,,76,65,22,72,70,63,19,27,27,44,79,1,1,78
1897,41,Earnest,Jackson,Texas A&M,29,3,69,213,0,12,20,8,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,0,FALSE,None,,60,77,16,86,49,50,11,39,26,40,79,1,1,81
1898,25,Joe,Cribbs,Auburn,30,3,71,190,17,3,14,2,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,0,FALSE,None,1986 AFC Pro Bowl Team,58,73,17,86,72,64,33,43,28,31,71,2,1,83
1899,85,Drew,Hill,Georgia Tech,32,3,69,170,18,18,7,5,1985,TRUE,FALSE,,,3000000,1,WR,WR,BAL,0,FALSE,None,1985 NFC Pro Bowl Team,29,83,1,79,88,70,1,12,23,43,86,1,1,83
1900,81,Roy,Green,Henderson State,31,3,72,195,0,3,5,17,1985,TRUE,FALSE,,,0,0,WR,WR,N/A,0,FALSE,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team|1987 NFC Pro Bowl Team,50,71,1,82,89,67,1,37,18,39,83,1,2,86
1901,36,Mark,Haynes,Colorado,30,3,71,194,5,5,6,13,1985,FALSE,FALSE,,,4100000,1,SS,SS,BUF,0,FALSE,None,,71,80,1,74,62,68,1,1,1,72,74,1,1,83
1902,79,Bob,Golic,Notre Dame,31,3,74,264,1,1,5,16,1985,FALSE,FALSE,,,4200000,2,DT,DT,KC,0,FALSE,None,,86,60,1,47,27,50,1,3,1,71,71,1,1,82
1903,67,Jimbo,Covert,Pittsburgh,28,3,76,277,12,12,4,8,1985,TRUE,FALSE,,,4500000,1,T,T,DET,0,FALSE,None,,81,67,1,54,14,74,1,75,81,48,69,1,1,87
1904,91,Kevin,Greene,Auburn,26,3,75,247,7,12,3,11,1985,FALSE,FALSE,,,6000000,4,LB,LB,CIN,0,FALSE,None,1986 NFC Pro Bowl Team,72,78,1,82,63,80,1,1,1,90,79,4,1,92
1906,9,Tommy,Kramer,Rice,33,3,74,200,20,1,6,3,1985,TRUE,FALSE,,,3500000,2,QB,QB,NYJ,0,FALSE,None,1985 AFC Pro Bowl Team,57,73,82,53,27,73,83,1,1,33,83,1,1,83
1907,20,Joe,Morris,Syracuse,28,3,67,195,0,15,13,3,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,0,FALSE,None,1987 NFC Pro Bowl Team,62,81,18,86,65,44,25,38,24,39,70,1,1,84
1908,40,Gary,Anderson,Arkansas,27,3,72,185,0,5,14,13,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,0,FALSE,None,,59,85,9,79,56,59,28,22,33,40,71,1,1,82
1909,20,Darrin,Nelson,Stanford,29,3,69,184,13,13,25,8,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,0,FALSE,None,,58,71,14,85,70,44,24,39,25,25,85,1,1,82
1910,49,George,Rogers,South Carolina,30,3,74,228,14,14,24,9,1985,TRUE,FALSE,,,0,0,RB,RB,N/A,0,FALSE,None,,61,68,30,81,60,44,26,34,39,26,77,1,1,79
1911,44,Earnest,Byner,East Carolina,26,3,70,215,2,2,4,6,1985,TRUE,FALSE,,,4500000,1,RB,RB,MIA,0,FALSE,None,,64,89,31,78,69,67,28,43,44,43,76,1,1,85
1912,86,John,Stallworth,Alabama A&M,36,3,74,191,0,17,11,4,1985,TRUE,FALSE,,,0,0,WR,WR,N/A,0,FALSE,None,,26,77,1,71,75,53,1,26,12,38,76,1,1,76
1913,84,Eric,Martin,LSU,27,3,73,207,0,2,3,13,1985,TRUE,FALSE,,,0,0,WR,WR,N/A,0,FALSE,None,,34,75,1,93,80,66,1,35,25,28,89,1,1,87
1914,81,Billy,Johnson,Widener,36,3,69,170,0,18,11,5,1985,TRUE,FALSE,,,0,0,WR,WR,N/A,1988,FALSE,None,,38,73,1,72,79,61,1,24,1,35,65,1,1,77
1915,77,Mike,Wilson,Georgia,32,2,77,275,0,17,7,4,1985,TRUE,FALSE,,,0,0,T,T,N/A,1987,FALSE,None,,85,44,1,56,8,69,4,83,72,46,67,1,1,83
1916,53,Jim,Sweeney,Pittsburgh,26,3,76,297,12,12,5,11,1985,TRUE,FALSE,,,4000000,5,G,G,DET,0,FALSE,None,,87,42,1,42,16,76,1,80,76,37,75,1,1,85
1917,64,Bill,Bryan,Duke,33,3,74,251,0,5,11,6,1985,TRUE,FALSE,,,0,0,C,C,N/A,1988,FALSE,None,,75,53,1,60,22,56,1,82,82,38,71,1,1,84
1918,72,Mark,Gastineau,Arizona State,32,3,77,266,0,4,6,7,1985,FALSE,FALSE,,,0,0,DE,DE,N/A,0,FALSE,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,74,62,7,78,47,51,10,1,3,65,67,1,2,87
1919,70,Leonard,Marshall,LSU,27,3,75,288,0,15,5,3,1985,FALSE,FALSE,,,0,0,DE,DE,N/A,0,FALSE,None,,80,76,1,66,39,72,1,1,5,67,70,1,1,90
1920,56,Chip,Banks,USC,29,3,76,243,5,5,7,6,1985,FALSE,FALSE,,,3000000,1,LB,LB,BUF,0,FALSE,None,1986 AFC Pro Bowl Team,68,64,1,65,42,70,1,1,2,91,79,1,1,85
1921,27,Gary,Green,Baylor,33,3,71,187,1,1,7,16,1985,FALSE,FALSE,,,3000000,1,CB,CB,KC,0,FALSE,None,,34,80,4,89,47,56,2,1,1,55,73,2,1,86
1922,51,Randy,Cross,UCLA,34,3,75,259,0,5,10,13,1985,TRUE,FALSE,,,0,0,G,G,N/A,0,FALSE,None,,57,47,2,27,25,55,1,72,61,41,56,1,1,69
1923,17,Dave,Krieg,Milton,30,3,73,193,16,16,6,5,1985,TRUE,FALSE,,,4390000,1,QB,QB,TB,0,FALSE,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team|1987 NFC Pro Bowl Team,60,64,73,62,17,83,93,1,1,21,93,3,1,86
1924,19,Bernie,Kosar,Miami (FL),25,3,77,210,15,15,3,3,1985,TRUE,FALSE,,,5300000,4,QB,QB,SF,0,FALSE,None,,54,76,82,62,26,86,86,1,1,25,96,5,1,88
1925,88,John,Jefferson,Arizona State,32,3,73,198,2,5,12,13,1985,TRUE,FALSE,,,2000000,1,WR,WR,MIA,0,FALSE,None,,30,75,1,82,76,56,2,22,26,40,88,1,1,81
1926,64,Ben,Utt,Georgia Tech,29,3,77,275,7,7,7,1,1985,TRUE,FALSE,,,3000000,1,G,G,CIN,0,FALSE,None,1985 AFC Pro Bowl Team,78,39,1,53,15,64,1,83,75,30,71,1,1,85
