PlayerID,Leadership,Work Ethic,Competitiveness,Team Player,Sportsmanship,Social Disposition,MarketSize,Security,Loyalty,Winning,Playing Time,Close To Home,Prestige,Morale
61,22,74,89,7,64,70,70,37,42,54,90,44,2,97
62,84,92,75,68,89,65,54,32,54,59,81,41,3,83
63,65,42,46,92,38,44,59,37,44,49,99,39,1,94
64,54,55,57,52,56,42,45,50,55,60,80,38,1,95
65,69,80,69,94,100,99,70,40,50,51,71,31,1,90
66,55,52,70,36,72,50,53,39,38,53,77,50,2,94
67,42,44,43,38,43,44,36,34,48,43,46,38,43,97
68,47,36,43,44,40,46,35,36,46,45,47,43,47,76
69,30,90,97,41,69,74,60,44,45,33,84,48,1,82
70,94,35,51,62,37,41,68,31,46,68,91,42,3,87
71,40,35,48,14,8,34,56,32,45,48,87,35,2,89
73,70,33,42,76,50,72,44,37,39,42,92,34,1,98
74,45,43,37,41,45,44,36,36,44,48,42,44,40,97
75,48,78,87,41,79,92,46,42,48,73,71,39,5,77
76,12,47,36,5,10,16,61,38,46,63,95,44,3,98
78,46,43,40,44,39,41,39,41,48,48,50,48,48,95
79,29,99,84,68,81,97,52,37,30,71,94,46,2,90
81,21,76,68,23,100,86,33,43,36,71,79,51,8,97
82,45,39,39,47,43,37,41,39,45,45,48,43,40,98
83,58,70,67,97,82,81,37,34,31,68,78,42,1,90
84,43,44,47,42,38,44,40,39,38,44,45,40,45,98
85,55,46,53,45,71,42,73,44,53,52,72,45,3,99
86,43,45,45,47,41,40,39,39,44,43,43,46,47,98
87,68,72,77,63,73,80,56,32,35,77,98,43,4,53
88,12,73,67,18,94,79,37,29,36,50,83,46,5,43
89,83,42,64,84,32,29,32,41,39,54,83,32,5,45
90,43,42,41,40,45,38,41,36,40,38,45,47,43,50
91,25,78,80,12,90,83,62,38,37,49,78,51,1,68
93,17,88,83,33,81,95,58,46,47,33,100,28,6,45
94,79,71,59,76,76,61,37,31,43,75,89,41,6,66
96,23,71,73,39,22,46,48,30,50,53,81,34,1,43
97,66,84,88,63,80,70,31,39,49,53,96,57,2,67
98,48,38,44,45,41,40,44,35,42,44,43,42,43,80
100,53,63,56,42,52,38,37,35,33,68,99,50,5,61
101,90,78,100,70,75,95,40,44,48,53,74,42,6,41
102,75,44,42,98,72,64,35,40,29,71,100,41,3,60
103,30,60,93,47,79,93,51,42,39,63,81,42,1,47
105,44,54,58,5,39,10,50,31,40,56,81,54,4,44
106,42,92,96,69,100,95,54,47,34,52,81,33,2,51
107,42,54,44,49,58,72,47,40,44,63,98,51,1,47
108,20,62,69,20,41,24,65,41,52,63,88,43,3,38
109,72,87,82,42,72,92,51,34,44,53,96,51,1,56
110,40,44,48,48,41,38,38,43,45,42,47,43,43,54
113,92,91,93,80,82,85,54,28,38,58,77,45,6,47
114,41,46,41,46,33,14,63,35,42,63,85,35,1,76
115,43,42,44,41,42,38,40,35,44,44,45,41,40,46
116,48,50,42,40,43,44,36,43,41,46,38,45,44,63
118,45,68,47,37,13,6,58,38,35,40,82,39,1,75
119,48,68,67,57,63,86,48,46,36,38,75,38,5,94
120,98,66,73,95,32,33,55,42,48,66,81,47,5,72
121,31,48,39,11,34,21,51,31,38,40,100,30,6,64
122,40,42,43,42,37,44,42,43,44,42,40,46,42,56
123,38,48,40,48,45,41,34,37,44,41,38,45,36,100
124,55,100,87,38,80,79,41,33,46,40,78,51,1,26
125,100,71,99,79,93,63,66,38,42,64,100,45,6,37
126,29,79,83,32,75,81,26,35,35,37,90,49,1,81
127,22,60,57,24,10,12,56,45,32,58,90,47,1,69
129,72,44,46,71,60,51,59,30,50,39,81,48,1,46
130,13,63,38,12,47,37,36,36,49,65,94,53,10,84
131,65,36,46,90,51,49,70,27,39,46,81,48,2,73
132,42,38,45,47,43,47,39,41,43,40,43,47,39,51
133,43,42,47,43,44,47,37,41,41,40,40,42,44,68
134,47,45,49,40,42,43,36,40,40,45,49,45,47,53
135,46,43,48,47,39,41,42,39,44,41,40,38,44,97
136,87,86,89,99,83,85,45,30,48,62,95,34,2,33
137,28,66,44,8,43,11,72,45,46,42,98,36,1,62
138,71,77,71,41,72,65,47,46,41,31,76,30,1,76
140,32,73,72,32,60,47,38,48,42,52,95,44,2,35
141,42,42,38,45,45,45,38,38,40,41,40,46,47,93
142,44,42,38,42,44,48,35,37,45,41,50,46,42,76
143,38,50,48,40,39,38,39,43,40,49,43,44,41,56
144,64,40,66,62,48,65,36,45,46,45,97,45,1,29
146,96,83,100,67,100,96,37,32,37,38,73,47,10,50
149,36,38,59,54,54,51,58,36,40,54,68,48,3,78
150,19,99,84,44,99,68,28,29,52,72,73,30,8,48
151,9,46,35,19,36,28,57,37,35,67,100,43,6,79
152,50,44,46,42,36,45,40,40,43,45,44,43,43,46
153,39,43,41,40,44,45,37,41,47,37,44,44,46,75
154,72,71,92,100,72,100,50,41,51,46,96,53,2,67
158,20,98,100,42,64,79,32,47,30,67,82,32,5,48
159,38,43,36,46,44,46,41,37,44,37,45,40,49,100
160,45,89,69,29,79,70,59,37,39,51,92,50,6,66
162,78,92,84,96,80,85,56,41,35,52,94,41,4,22
163,45,40,48,43,45,45,39,37,41,38,46,43,37,49
164,27,98,66,24,73,100,35,30,47,49,100,45,1,48
166,30,70,68,36,73,70,30,38,46,72,100,38,1,63
167,40,48,47,40,48,41,39,36,44,42,40,43,41,43
168,68,100,75,71,100,94,36,43,42,51,88,32,5,48
169,43,45,42,46,44,38,44,41,42,42,49,43,38,50
170,15,55,64,26,34,16,36,45,32,34,100,37,2,63
171,43,43,41,43,43,48,37,39,43,43,37,38,38,60
172,12,39,67,39,35,6,64,28,35,43,91,32,3,86
173,37,85,97,50,71,100,52,44,47,40,74,42,1,70
174,34,69,67,71,100,81,47,33,45,56,88,54,6,93
175,43,44,41,50,42,45,41,38,50,46,46,47,42,86
176,34,100,93,48,90,89,65,45,45,38,87,49,1,60
177,52,92,80,29,83,100,34,32,54,55,87,36,5,69
178,94,100,86,75,90,88,58,49,33,41,76,35,4,75
179,58,67,43,38,47,46,62,39,45,59,84,44,3,70
180,37,78,100,59,88,86,61,30,48,71,83,36,6,41
181,45,94,75,82,73,84,47,41,42,58,100,34,3,73
182,57,84,72,75,98,82,62,31,50,75,93,47,4,68
183,43,45,44,41,44,40,38,34,44,38,39,46,41,79
184,59,76,61,38,92,73,59,49,43,39,100,37,8,59
185,41,62,69,32,69,60,58,34,29,44,81,50,1,69
187,59,81,100,62,68,100,59,33,38,69,97,39,1,57
188,66,83,100,63,92,98,33,34,36,46,73,37,8,100
189,41,72,86,65,100,73,52,27,51,37,82,42,3,75
190,41,93,100,49,96,91,33,42,37,49,73,50,4,44
191,39,70,72,65,45,67,35,45,42,36,90,48,5,87
192,42,75,60,69,76,82,40,46,54,41,100,49,9,71
193,57,65,61,43,62,68,34,28,39,63,85,36,3,58
194,30,85,35,53,66,40,48,38,48,50,98,45,6,92
195,42,47,38,40,38,42,37,40,42,47,43,38,39,66
199,7,96,72,35,81,100,50,36,47,64,89,42,6,91
200,48,45,42,46,50,44,37,41,44,42,42,44,39,72
201,43,47,48,46,43,49,39,38,44,48,44,45,40,64
202,39,75,49,66,54,34,41,44,47,46,81,35,7,87
203,74,68,79,51,73,88,39,40,38,57,95,38,6,80
204,80,67,76,95,100,66,35,44,44,58,90,47,2,74
206,35,72,91,67,61,71,41,34,37,73,77,42,4,50
207,48,45,50,44,45,42,42,36,39,44,49,48,45,70
208,41,38,46,40,39,42,35,35,43,45,39,41,45,82
209,52,84,98,35,91,76,29,34,52,51,90,34,5,81
210,65,53,36,69,42,55,67,34,36,72,78,42,3,81
211,67,73,74,96,68,70,28,40,44,53,82,44,6,69
212,59,78,63,72,84,81,67,32,55,70,98,46,1,76
213,32,29,71,4,4,6,34,46,52,53,91,48,2,69
215,71,79,87,31,91,66,35,39,42,41,96,46,2,57
216,61,79,69,77,81,95,39,37,35,76,95,49,3,69
217,43,50,44,50,40,47,43,42,46,44,40,47,40,89
218,37,49,41,37,36,46,42,37,41,38,42,49,46,49
219,38,48,41,41,42,41,40,39,45,41,45,49,50,75
220,48,41,45,47,43,44,39,37,49,41,46,40,50,79
221,13,84,76,32,89,79,46,43,51,65,72,44,1,80
222,91,62,62,73,75,74,49,28,42,41,77,45,5,57
224,39,91,66,65,90,69,63,40,57,41,97,42,1,86
225,66,96,61,69,80,65,57,41,46,45,96,54,5,79
226,40,42,47,36,41,48,40,38,40,43,45,44,41,51
227,44,39,46,45,45,43,39,37,41,45,45,50,46,53
228,43,43,39,47,43,45,40,41,46,40,47,42,43,100
231,69,69,75,64,63,74,68,39,46,61,95,49,4,71
232,44,88,84,49,93,67,34,30,47,35,94,39,4,72
233,36,85,83,35,74,63,40,41,41,56,80,34,5,89
235,99,35,55,75,40,46,61,36,42,39,95,36,3,88
236,24,39,67,6,9,15,57,30,44,65,79,42,7,82
237,41,44,44,43,40,44,39,36,48,45,40,39,40,79
238,36,38,42,49,42,37,38,40,43,41,49,38,39,68
239,83,80,62,89,70,82,51,46,39,69,87,40,4,100
240,80,87,100,84,90,100,31,39,44,62,92,55,1,79
241,29,31,62,54,65,34,55,34,40,67,86,41,2,70
242,64,71,66,61,68,97,64,31,34,43,91,40,1,85
243,18,65,96,43,69,71,36,45,42,73,93,38,7,54
244,47,43,48,40,42,43,37,40,43,42,46,44,43,77
245,64,64,61,33,41,46,43,32,37,62,72,47,1,77
247,71,50,51,52,52,64,43,30,49,32,78,47,1,83
248,49,46,43,46,38,39,35,41,39,44,40,45,43,75
249,93,95,68,100,69,79,43,48,38,42,97,43,2,61
250,52,56,46,57,61,45,34,43,45,39,99,40,6,74
251,80,69,69,97,48,67,40,39,33,70,83,56,5,68
252,44,40,42,36,41,48,39,43,48,45,44,46,44,88
253,58,53,50,67,50,33,43,46,46,31,77,55,6,77
254,40,46,41,40,40,38,36,39,45,47,39,45,43,80
255,34,56,62,63,67,42,35,42,36,36,80,55,6,80
256,47,43,40,43,46,47,40,36,46,44,38,44,46,77
257,71,72,69,63,94,71,69,39,45,33,78,39,6,50
260,38,46,39,38,42,39,41,34,44,45,36,43,45,62
261,96,38,38,85,63,56,30,42,33,69,100,37,1,100
262,77,95,97,62,40,33,37,47,52,66,91,54,5,75
264,73,93,64,83,79,64,41,49,51,59,84,32,1,42
265,55,87,96,63,79,83,62,35,55,62,94,44,1,50
266,65,97,87,89,94,62,70,31,40,59,69,46,9,53
267,43,40,67,48,36,59,66,27,40,38,93,33,1,44
268,48,47,48,40,46,45,38,43,40,42,42,43,41,53
269,22,40,63,25,7,12,36,44,47,54,81,40,5,44
271,25,76,98,8,71,73,42,41,49,63,84,50,6,36
272,52,76,96,53,84,100,51,31,47,62,90,45,2,32
273,37,58,63,9,25,4,54,38,49,35,82,32,5,100
275,73,64,68,91,72,66,57,47,35,37,82,45,8,48
276,31,55,49,28,34,32,50,46,41,45,96,43,2,37
277,11,44,35,1,36,37,66,42,43,36,96,39,2,47
278,11,54,54,20,20,10,65,29,32,58,80,44,4,56
279,40,95,90,74,70,100,42,31,51,35,82,41,2,40
280,36,37,47,43,47,42,42,42,41,40,42,38,43,67
282,39,36,48,49,43,43,35,42,46,43,48,46,45,78
283,48,35,42,50,37,40,46,32,43,56,77,45,1,50
284,32,77,95,40,79,79,41,31,43,67,82,34,1,89
285,46,44,37,43,42,48,41,38,48,44,38,44,42,59
288,69,64,51,76,75,51,41,40,53,50,84,36,5,59
289,23,40,42,6,9,16,44,33,38,44,75,44,1,78
290,67,39,45,43,31,54,64,31,35,63,73,44,9,52
292,49,42,45,44,39,46,40,41,41,45,44,47,43,68
293,41,44,41,46,38,38,42,37,42,44,43,37,37,28
294,37,31,56,12,37,18,50,39,28,52,81,43,3,65
295,61,51,49,69,48,66,60,39,42,54,89,45,8,62
296,67,71,100,89,88,77,33,37,49,38,81,56,3,34
297,30,81,100,24,97,88,51,39,50,69,91,40,4,56
298,12,85,98,43,76,97,32,51,37,59,88,33,5,100
299,44,53,40,57,48,44,65,34,29,39,83,33,3,85
300,27,78,78,5,82,97,66,35,50,46,83,46,3,57
301,31,75,100,27,86,78,45,44,31,33,87,43,5,68
302,43,38,49,46,45,43,37,38,43,44,42,41,43,100
303,44,45,45,37,39,42,40,37,40,42,42,46,42,77
304,39,43,46,45,43,40,41,38,47,44,42,46,43,100
305,44,38,41,49,45,41,40,38,40,41,38,43,37,79
306,45,55,42,53,64,35,40,41,46,37,93,35,3,83
307,19,49,50,3,15,37,64,30,52,72,85,51,2,70
309,87,100,94,76,85,74,58,45,37,69,95,50,5,68
310,15,70,43,5,44,6,37,46,43,57,86,42,5,44
311,47,42,47,44,45,41,42,38,49,41,49,44,37,81
312,43,45,43,41,46,42,40,41,50,43,41,39,43,42
313,43,39,40,45,43,46,38,37,45,41,42,42,42,35
314,66,77,87,39,71,90,46,43,32,59,81,36,2,88
315,32,81,89,35,100,87,37,44,38,63,89,42,1,100
316,47,89,87,63,86,78,62,45,44,35,96,33,4,40
317,68,69,39,71,29,40,35,42,38,61,82,45,1,74
318,43,71,61,36,62,66,64,26,45,64,100,57,5,67
319,27,62,71,9,10,32,69,38,39,60,88,40,3,98
320,75,48,41,92,69,48,28,34,44,45,96,42,3,72
321,39,96,66,41,65,88,67,36,46,65,86,48,1,40
322,44,43,40,44,37,37,36,37,43,44,37,43,43,58
323,41,40,42,44,43,40,40,36,44,38,46,44,40,58
324,37,70,95,31,66,74,67,43,48,52,86,51,2,100
326,67,52,55,78,71,37,53,30,39,46,94,41,9,100
327,28,74,81,62,89,94,60,52,42,56,78,53,4,47
328,35,49,32,41,20,39,62,43,50,53,94,40,4,58
329,38,42,44,40,45,45,39,42,48,43,47,37,44,63
330,66,32,54,70,67,52,56,43,33,70,94,46,3,100
331,34,58,66,10,8,27,56,39,38,35,95,38,2,55
332,60,90,70,45,90,64,39,40,38,45,76,40,9,43
333,46,49,42,45,42,41,41,36,43,40,43,40,42,54
334,84,34,48,71,34,46,59,32,37,60,80,37,1,97
335,66,32,63,76,70,40,46,39,35,48,92,36,4,37
336,27,38,48,8,19,45,48,48,36,59,91,52,1,72
337,44,44,43,39,44,48,40,42,42,40,45,42,41,68
338,68,68,61,70,50,54,45,35,34,59,75,55,1,63
339,39,38,41,46,44,44,44,42,42,38,46,41,50,72
340,17,100,82,30,94,88,51,34,31,63,83,42,1,34
341,46,48,40,38,44,42,39,41,43,41,44,38,48,59
342,100,39,57,100,74,60,38,43,42,46,78,39,2,100
343,60,93,92,61,73,85,41,32,36,72,77,48,5,96
344,36,100,84,18,80,100,41,46,36,29,77,34,6,97
345,46,43,39,43,39,45,38,37,44,39,43,42,46,98
346,74,57,65,65,58,69,50,36,34,36,90,53,2,97
347,100,45,61,74,38,54,58,44,47,37,74,54,5,100
348,33,79,81,47,99,96,68,37,55,41,90,37,6,89
349,98,36,33,100,57,44,61,31,38,48,83,46,5,99
350,80,90,74,100,77,77,62,33,45,71,97,35,4,92
351,61,79,78,41,61,75,31,43,38,61,99,48,10,96
352,80,56,71,88,53,69,65,34,37,33,90,52,5,95
353,48,41,45,40,43,44,40,35,38,41,44,44,40,99
355,30,44,65,54,40,44,49,41,53,61,92,53,4,98
357,55,82,67,36,100,82,60,38,49,59,97,34,1,90
358,56,75,89,51,77,98,53,43,39,61,100,41,1,100
359,54,76,74,37,79,66,43,30,49,38,100,43,2,99
360,65,73,60,66,46,62,28,42,37,60,69,42,2,98
361,27,38,56,1,8,29,46,48,55,59,85,46,4,98
362,45,64,76,59,78,95,33,29,39,75,84,47,8,85
363,44,60,44,35,54,42,38,39,45,64,75,39,3,99
364,39,99,100,69,95,92,60,38,43,30,100,42,4,97
365,36,46,39,47,41,43,43,39,45,43,42,49,50,97
367,47,42,46,51,47,43,43,43,45,43,47,45,46,99
368,87,62,69,76,96,96,45,34,45,52,97,36,6,90
369,92,47,59,80,40,59,56,44,37,62,91,48,5,98
370,36,42,40,43,45,41,42,36,43,36,42,40,41,98
371,47,41,44,45,44,43,40,39,42,49,46,44,36,94
372,62,63,70,100,67,64,66,46,47,60,74,57,8,92
373,42,64,53,63,72,57,32,47,51,50,98,44,7,93
374,37,60,54,62,34,67,69,31,39,38,76,50,3,99
376,59,40,66,89,56,41,66,50,42,32,70,47,1,93
377,40,43,37,45,48,46,39,37,40,44,43,44,48,97
378,45,40,41,44,42,50,39,37,40,44,44,40,38,100
379,78,64,74,98,81,97,57,46,51,47,73,53,1,94
381,49,39,38,47,42,43,36,40,50,47,43,45,39,96
382,73,33,47,70,39,67,35,35,52,65,99,42,1,96
383,98,53,77,77,57,52,55,42,39,55,82,33,1,93
384,7,66,96,34,95,74,38,43,32,56,78,50,5,89
385,96,56,69,67,35,59,49,39,39,58,98,49,1,99
387,64,100,72,100,99,86,26,45,31,57,93,51,1,91
388,45,42,42,50,45,43,41,43,41,42,43,47,42,95
389,42,46,41,43,47,46,36,39,40,48,44,48,43,72
390,39,43,47,45,47,43,39,40,46,46,46,43,42,99
391,64,74,97,40,92,88,58,41,39,61,76,50,5,100
392,59,38,58,43,72,40,36,40,42,60,98,43,1,95
393,38,37,34,33,18,29,47,28,47,57,69,36,4,97
395,35,100,63,4,89,70,66,33,50,64,100,50,2,99
396,40,41,41,38,46,44,38,40,49,41,45,43,43,98
397,45,47,38,50,48,48,41,34,46,37,43,41,46,98
398,43,48,47,50,42,48,42,42,45,45,40,39,42,94
399,40,81,60,38,79,74,60,35,30,65,100,54,2,100
401,92,67,52,63,35,64,39,48,50,69,95,38,3,94
403,62,53,58,68,60,61,36,44,36,67,92,42,3,100
404,72,100,91,53,100,100,43,37,49,63,74,56,1,92
405,67,65,64,95,40,67,52,39,41,66,94,45,8,93
406,96,66,29,83,41,38,45,48,54,42,94,44,8,95
407,42,44,45,47,44,42,43,44,40,45,45,39,45,98
408,47,44,42,46,42,38,39,37,43,47,43,45,42,95
409,66,66,95,38,63,63,57,40,34,40,79,49,1,100
411,39,97,100,16,61,100,72,28,40,33,82,55,7,95
413,37,80,63,70,69,79,56,34,54,68,99,49,6,94
414,49,47,45,44,44,41,36,40,40,38,46,44,36,99
416,88,59,42,75,45,70,42,41,42,54,98,33,8,94
417,71,34,74,76,55,50,33,39,53,55,91,47,5,91
418,47,45,42,50,45,50,44,42,45,38,50,38,44,97
419,60,63,97,71,73,73,53,42,47,57,70,47,1,100
421,28,69,91,18,82,87,39,43,59,29,93,38,1,90
422,46,41,42,44,44,42,37,41,44,48,47,42,49,95
423,41,42,48,40,44,36,39,36,37,48,42,49,43,97
424,44,77,72,41,82,79,64,46,35,40,82,38,1,100
425,9,70,88,27,63,69,53,32,48,74,99,44,1,90
426,50,43,45,44,46,40,38,37,37,43,38,46,43,96
427,73,76,83,60,93,69,62,33,37,75,94,45,5,63
429,99,52,62,68,46,71,69,40,34,38,67,33,8,91
430,47,46,43,48,41,37,36,37,44,40,41,45,41,100
431,71,41,65,48,48,57,66,42,35,64,97,37,1,100
432,56,58,63,76,54,47,38,45,43,56,82,47,3,100
433,61,93,75,31,66,65,48,48,35,68,80,35,1,85
434,34,81,100,61,77,87,54,38,46,50,83,39,2,83
435,40,83,78,35,92,87,30,40,34,31,88,42,3,92
436,44,74,64,74,75,84,41,39,38,35,93,57,8,51
437,57,88,100,70,72,78,36,33,43,69,92,47,4,94
438,38,48,38,49,45,43,38,42,44,42,44,46,42,96
439,10,59,68,37,94,78,38,47,35,44,84,44,1,93
440,36,83,91,47,76,77,58,35,35,64,82,50,3,100
441,98,85,94,86,86,100,46,38,39,43,90,37,2,76
442,69,65,40,86,45,40,32,44,50,39,86,35,9,93
443,45,91,71,69,100,90,68,36,44,44,91,41,5,100
444,12,60,55,29,7,29,68,44,45,52,86,35,1,97
445,39,61,44,74,57,62,64,26,31,37,89,47,9,77
446,100,89,96,68,64,100,40,41,36,37,87,55,4,45
447,89,58,44,99,47,37,45,38,37,47,84,53,1,98
448,32,44,69,9,10,27,47,34,54,46,78,50,3,82
449,93,74,72,66,65,68,61,32,42,71,93,43,3,96
450,43,40,47,44,43,42,36,42,39,41,45,42,43,100
451,46,42,47,47,43,47,39,38,46,47,42,46,37,83
452,39,48,46,44,43,45,41,40,47,45,48,44,39,31
453,35,66,47,59,35,59,39,42,46,71,89,38,4,98
454,37,93,88,13,83,63,33,49,51,50,100,36,1,79
455,43,45,36,43,45,44,41,38,41,37,42,48,43,63
456,49,43,47,48,47,46,41,37,44,47,41,46,41,75
457,46,89,97,63,81,93,40,31,50,57,76,50,2,51
458,26,90,91,17,95,80,63,43,37,42,99,46,6,67
460,85,86,70,84,76,86,71,46,46,35,90,44,1,99
461,100,41,42,100,47,60,61,34,30,34,77,42,1,82
462,47,45,43,43,50,39,43,37,45,48,47,42,48,76
463,42,46,43,45,44,46,38,37,40,42,41,45,41,72
464,67,97,73,67,99,97,54,31,33,47,87,38,1,74
465,31,59,100,27,82,69,70,32,47,42,74,44,3,71
466,42,42,44,44,43,40,37,37,50,42,44,38,41,98
467,32,59,73,27,43,28,59,46,41,36,77,41,5,93
468,40,70,90,42,73,92,54,47,41,40,96,46,1,63
469,10,55,66,41,22,33,63,53,33,40,100,32,4,85
470,41,61,31,42,69,59,64,43,47,41,94,32,4,81
471,67,76,87,38,96,75,55,47,40,65,78,50,4,73
472,58,45,49,71,43,41,59,45,55,43,81,45,7,94
473,46,38,43,43,43,43,39,37,44,47,42,45,43,82
474,42,42,40,44,37,43,36,37,45,45,48,39,41,66
475,43,39,42,46,43,48,42,35,43,49,45,40,45,90
476,79,35,53,99,65,60,56,27,58,32,80,45,3,80
478,11,100,86,20,94,100,42,35,40,37,100,55,4,83
479,49,78,69,39,78,71,42,41,51,43,99,52,2,100
480,33,31,53,15,19,37,56,26,51,59,81,41,2,78
481,41,50,47,50,48,43,38,39,37,42,42,41,40,65
482,38,41,43,42,49,42,36,39,43,46,45,42,42,91
483,50,40,44,39,44,45,41,37,45,39,46,41,46,84
484,45,64,84,61,45,48,58,32,49,37,95,47,8,100
486,60,58,71,55,65,72,44,40,37,42,98,55,4,64
487,39,100,98,52,68,87,44,32,57,59,74,44,3,100
488,36,99,94,54,98,91,69,29,38,70,99,52,4,86
489,53,66,62,46,52,44,46,43,42,43,84,42,6,74
490,69,50,47,73,35,76,33,33,48,34,80,33,9,68
491,49,84,91,43,98,70,52,46,34,55,88,41,7,88
492,38,44,45,47,42,42,38,38,44,45,48,48,42,100
493,39,48,46,40,41,44,42,41,43,43,39,47,45,100
494,38,80,80,24,96,96,48,51,48,30,96,37,4,57
496,26,61,34,31,33,32,48,36,50,66,90,39,1,89
497,84,79,64,100,82,69,44,48,48,67,89,42,6,68
498,22,76,75,12,68,89,73,44,34,56,100,47,4,100
499,41,46,48,46,49,44,39,36,40,44,45,43,40,87
500,86,36,38,94,47,65,54,36,46,43,96,35,1,100
501,45,65,50,54,51,52,63,36,47,38,92,46,1,100
502,16,76,92,45,83,77,31,41,52,57,86,44,2,94
503,41,43,38,48,37,39,43,40,43,42,43,41,43,84
504,60,90,96,72,87,73,47,32,50,58,72,38,1,97
505,83,39,39,96,55,51,50,41,42,53,99,44,5,81
506,9,33,58,14,17,10,40,27,41,52,76,39,5,86
507,45,45,48,40,50,43,41,40,43,44,44,45,44,98
508,43,49,43,41,38,43,34,39,38,44,42,42,43,87
509,31,64,72,1,100,68,38,35,45,68,85,31,5,75
510,38,52,46,35,49,74,41,33,49,42,68,41,6,83
511,40,48,42,46,45,48,40,39,48,46,46,41,45,73
512,67,72,74,51,34,48,44,45,32,64,79,50,1,47
513,13,100,80,16,84,100,32,32,46,46,78,32,4,16
515,39,45,44,42,44,41,34,39,49,47,43,49,46,45
516,20,66,56,30,16,31,54,30,31,68,97,41,1,100
517,29,56,68,42,11,40,58,31,37,40,94,51,2,48
518,91,40,46,96,68,37,33,45,53,63,76,34,1,71
520,29,95,83,20,69,97,44,40,54,39,77,30,1,48
521,64,45,57,91,51,60,51,33,36,62,76,41,3,66
522,67,81,82,65,64,69,64,37,43,41,77,35,3,3
523,43,48,40,43,49,49,38,38,45,44,42,48,45,57
524,84,85,81,71,60,69,69,33,41,65,75,30,5,64
526,70,44,48,57,30,39,40,43,42,39,99,39,1,77
