Season,PlayerID,QB,RB,FB,WR,TE,G,T,C,P,K,DT,DE,LB,CB,SS,FS,Type
1984,29,1,1,1,1,1,83,52,42,1,1,1,1,1,1,1,1,
1984,30,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,0,
1984,30,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,30,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,
1984,31,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,
1984,31,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,31,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,
1984,32,0,0,0,0,0,34,4,7,0,0,0,0,0,0,0,0,
1984,32,1,1,1,1,1,34,3,6,1,1,1,1,1,1,1,1,Training Camp
1984,32,1,1,1,1,1,36,1,1,1,1,1,1,1,1,1,1,
1984,33,0,0,0,0,0,50,22,24,0,0,0,0,0,0,0,0,
1984,33,1,1,1,1,1,50,22,24,1,1,1,1,1,1,1,1,Training Camp
1984,33,1,1,1,1,1,66,2,3,1,1,1,1,1,1,1,1,
1984,34,1,1,1,1,1,50,77,63,1,1,1,1,1,1,1,1,
1984,34,1,1,1,1,1,49,77,63,1,1,1,1,1,1,1,1,Training Camp
1984,34,1,1,1,1,1,41,82,56,1,1,1,1,1,1,1,1,
1984,35,0,0,0,0,0,16,35,29,0,0,0,0,0,0,0,0,
1984,35,1,1,1,1,1,16,35,28,1,1,1,1,1,1,1,1,Training Camp
1984,35,1,1,1,1,1,1,54,9,1,1,1,1,1,1,1,1,
1984,36,1,1,1,1,1,38,51,35,1,1,1,1,1,1,1,1,
1984,36,1,1,1,1,1,37,51,34,1,1,1,1,1,1,1,1,Training Camp
1984,36,1,1,1,1,1,19,52,15,1,1,1,1,1,1,1,1,
1984,37,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,0,
1984,37,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,Training Camp
1984,37,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,
1984,38,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,0,
1984,38,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,Training Camp
1984,38,1,1,1,1,1,1,52,1,1,1,1,1,1,1,1,1,
1984,39,0,0,0,0,0,30,62,30,0,0,0,0,0,0,0,0,
1984,39,1,1,1,1,1,29,62,30,1,1,1,1,1,1,1,1,Training Camp
1984,39,1,1,1,1,1,9,70,12,1,1,1,1,1,1,1,1,
1984,41,1,1,1,1,1,13,5,36,1,1,1,1,1,1,1,1,
1984,41,1,1,1,1,1,12,5,36,1,1,1,1,1,1,1,1,Training Camp
1984,41,1,1,1,1,1,1,1,37,1,1,1,1,1,1,1,1,
1984,42,0,0,0,0,0,22,16,99,0,0,0,0,0,0,0,0,
1984,42,1,1,1,1,1,22,15,99,1,1,1,1,1,1,1,1,Training Camp
1984,42,1,1,1,1,1,2,1,100,1,1,1,1,1,1,1,1,
1984,43,1,1,1,1,1,1,1,1,1,1,82,56,1,1,1,1,
1984,43,1,1,1,1,1,1,1,1,1,1,82,55,1,1,1,1,Training Camp
1984,43,1,1,1,1,1,1,1,1,1,1,82,45,1,1,1,1,
1984,44,1,1,1,1,1,1,1,1,1,1,87,16,1,1,1,1,
1984,44,1,1,1,1,1,1,1,1,1,1,87,16,1,1,1,1,Training Camp
1984,44,1,1,1,1,1,1,1,1,1,1,87,6,1,1,1,1,
1984,45,0,0,0,0,0,0,0,0,0,0,23,8,0,0,0,0,
1984,45,0,0,0,0,0,0,0,0,0,0,53,8,0,0,0,0,Training Camp
1984,45,1,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,
1984,46,0,0,0,0,0,0,0,0,0,0,47,11,0,0,0,0,
1984,46,1,1,1,1,1,1,1,1,1,1,47,10,1,1,1,1,Training Camp
1984,46,1,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,
1984,47,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,
1984,47,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,Training Camp
1984,47,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,
1984,48,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,
1984,48,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,Training Camp
1984,48,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,
1984,49,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,
1984,49,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,Training Camp
1984,49,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,
1984,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,
1984,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,Training Camp
1984,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,
1984,51,0,0,0,0,0,0,0,0,0,0,12,89,22,0,0,0,
1984,51,1,1,1,1,1,1,1,1,1,1,12,89,21,1,1,1,Training Camp
1984,51,1,1,1,1,1,1,1,1,1,1,1,95,5,1,1,1,
1984,52,0,0,0,0,0,0,0,0,0,0,23,70,29,0,0,0,
1984,52,1,1,1,1,1,1,1,1,1,1,22,70,28,1,1,1,Training Camp
1984,52,1,1,1,1,1,1,1,1,1,1,1,81,4,1,1,1,
1984,53,1,1,1,1,1,1,1,1,1,1,5,60,21,1,1,1,
1984,53,1,1,1,1,1,1,1,1,1,1,5,60,20,1,1,1,Training Camp
1984,53,1,1,1,1,1,1,1,1,1,1,1,60,1,1,1,1,
1984,54,0,0,0,0,0,0,0,0,0,0,0,91,12,0,0,0,
1984,54,1,1,1,1,1,1,1,1,1,1,1,91,11,1,1,1,Training Camp
1984,54,1,1,1,1,1,1,1,1,1,1,1,91,1,1,1,1,
1984,55,0,0,0,0,0,0,0,0,0,0,1,50,2,0,0,0,
1984,55,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,Training Camp
1984,55,1,1,1,1,1,1,1,1,1,1,1,51,1,1,1,1,
1984,56,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,
1984,56,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,Training Camp
1984,56,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,
1984,57,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,
1984,57,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,Training Camp
1984,57,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,
1984,58,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,
1984,58,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,Training Camp
1984,58,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,
1984,59,1,1,1,1,1,1,1,1,1,1,1,42,94,1,22,1,
1984,59,1,1,1,1,1,1,1,1,1,1,1,41,94,1,21,1,Training Camp
1984,59,1,1,1,1,1,1,1,1,1,1,1,31,96,1,12,1,
1984,60,1,1,1,1,1,1,1,1,1,1,1,8,79,1,25,1,
1984,60,1,1,1,1,1,1,1,1,1,1,1,7,79,1,24,1,Training Camp
1984,60,1,1,1,1,1,1,1,1,1,1,1,1,81,1,18,1,
1984,61,0,0,0,0,0,0,0,0,0,0,0,15,52,0,3,0,
1984,61,1,1,1,1,1,1,1,1,1,1,1,14,52,1,2,1,Training Camp
1984,61,1,1,1,1,1,1,1,1,1,1,1,1,57,1,1,1,
1984,62,1,1,1,1,1,1,1,1,1,1,1,40,77,1,20,1,
1984,62,1,1,1,1,1,1,1,1,1,1,1,39,77,1,20,1,Training Camp
1984,62,1,1,1,1,1,1,1,1,1,1,1,28,78,1,12,1,
1984,63,1,1,1,1,1,1,1,1,1,1,1,17,96,1,12,1,
1984,63,1,1,1,1,1,1,1,1,1,1,1,16,96,1,11,1,Training Camp
1984,63,1,1,1,1,1,1,1,1,1,1,1,6,100,1,1,1,
1984,64,1,1,1,1,1,1,1,1,1,1,1,20,81,1,21,1,
1984,64,1,1,1,1,1,1,1,1,1,1,1,19,81,1,20,1,Training Camp
1984,64,1,1,1,1,1,1,1,1,1,1,1,10,82,1,10,1,
1984,65,0,0,0,0,0,0,0,0,0,0,0,3,46,0,5,0,
1984,65,1,1,1,1,1,1,1,1,1,1,1,3,46,1,4,1,Training Camp
1984,65,1,1,1,1,1,1,1,1,1,1,1,1,52,1,1,1,
1984,66,0,0,0,0,0,0,0,0,0,0,0,5,66,0,4,0,
1984,66,1,1,1,1,1,1,1,1,1,1,1,4,66,1,4,1,Training Camp
1984,66,1,1,1,1,1,1,1,1,1,1,1,1,71,1,1,1,
1984,67,0,0,0,0,0,0,0,0,0,0,0,1,50,0,1,0,
1984,67,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,Training Camp
1984,67,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,
1984,68,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,
1984,68,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,Training Camp
1984,68,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,
1984,69,1,1,1,1,1,1,1,1,1,1,1,1,1,83,18,17,
1984,69,1,1,1,1,1,1,1,1,1,1,1,1,1,83,17,16,Training Camp
1984,69,1,1,1,1,1,1,1,1,1,1,1,1,1,84,7,5,
1984,70,1,1,1,1,1,1,1,1,1,1,1,1,1,69,1,1,
1984,70,1,1,1,1,1,1,1,1,1,1,1,1,1,69,1,1,Training Camp
1984,70,1,1,1,1,1,1,1,1,1,1,1,1,1,70,1,1,
1984,71,1,1,1,1,1,1,1,1,1,1,1,1,1,57,17,14,
1984,71,1,1,1,1,1,1,1,1,1,1,1,1,1,57,17,13,Training Camp
1984,71,1,1,1,1,1,1,1,1,1,1,1,1,1,67,11,6,
1984,73,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,6,
1984,73,1,1,1,1,1,1,1,1,1,1,1,1,1,40,1,5,Training Camp
1984,73,1,1,1,1,1,1,1,1,1,1,1,1,1,46,1,1,
1984,74,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,
1984,74,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,Training Camp
1984,74,1,1,1,1,1,1,1,1,1,1,1,1,1,55,1,1,
1984,75,1,1,1,1,1,1,1,1,1,1,1,1,18,1,53,24,
1984,75,1,1,1,1,1,1,1,1,1,1,1,1,18,1,53,23,Training Camp
1984,75,1,1,1,1,1,1,1,1,1,1,1,1,8,1,60,13,
1984,76,0,0,0,0,0,0,0,0,0,0,0,0,23,0,48,10,
1984,76,1,1,1,1,1,1,1,1,1,1,1,1,23,1,48,9,Training Camp
1984,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,1,
1984,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,
1984,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,49,Training Camp
1984,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,28,
1984,79,1,1,1,1,1,1,1,1,1,1,1,1,1,36,29,76,
1984,79,1,1,1,1,1,1,1,1,1,1,1,1,1,36,28,76,Training Camp
1984,79,1,1,1,1,1,1,1,1,1,1,1,1,1,27,20,79,
1984,81,1,1,1,1,1,1,1,1,1,1,1,1,1,12,7,99,
1984,81,1,1,1,1,1,1,1,1,1,1,1,1,1,11,6,99,Training Camp
1984,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,
1984,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,
1984,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,50,Training Camp
1984,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,50,
1984,83,1,1,1,1,1,1,1,1,1,59,1,1,1,1,1,1,
1984,83,1,1,1,1,1,1,1,1,1,59,1,1,1,1,1,1,Training Camp
1984,83,1,1,1,1,1,1,1,1,1,59,1,1,1,1,1,1,
1984,84,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,
1984,84,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,Training Camp
1984,84,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,
1984,85,1,1,1,1,1,1,1,1,93,1,1,1,1,1,1,1,
1984,85,1,1,1,1,1,1,1,1,93,1,1,1,1,1,1,1,Training Camp
1984,85,1,1,1,1,1,1,1,1,93,1,1,1,1,1,1,1,
1984,86,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,
1984,86,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,Training Camp
1984,86,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,
1984,87,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1984,87,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,87,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,88,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1984,88,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,88,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1984,89,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,89,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,90,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,90,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,90,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,91,1,69,32,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,91,1,69,32,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,91,1,75,21,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,93,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1984,93,1,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,93,1,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,94,0,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
1984,94,1,100,11,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,94,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,96,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
1984,96,0,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Training Camp
1984,96,1,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,97,1,34,12,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,97,1,34,39,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,97,1,15,41,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,98,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,98,1,50,34,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,98,1,27,34,1,1,1,1,1,1,1,1,1,1,1,1,1,
1984,100,0,0,0,13,22,0,0,0,0,0,0,0,0,0,0,0,
1984,100,0,0,0,13,49,0,0,0,0,0,0,0,0,0,0,0,Training Camp
1984,100,1,1,1,1,56,1,1,1,1,1,1,1,1,1,1,1,
1984,101,0,0,0,8,98,0,0,0,0,0,0,0,0,0,0,0,
1984,101,1,1,1,7,98,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,101,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,
1984,102,1,1,1,3,88,1,1,1,1,1,1,1,1,1,1,1,
1984,102,1,1,1,2,88,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,102,1,1,1,1,88,1,1,1,1,1,1,1,1,1,1,1,
1984,103,1,1,1,77,32,1,1,1,1,1,1,1,1,1,1,1,
1984,103,1,1,1,77,31,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,103,1,1,1,80,23,1,1,1,1,1,1,1,1,1,1,1,
1984,105,1,1,1,63,22,1,1,1,1,1,1,1,1,1,1,1,
1984,105,1,1,1,63,21,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,105,1,1,1,71,1,1,1,1,1,1,1,1,1,1,1,1,
1984,106,1,1,1,83,34,1,1,1,1,1,1,1,1,1,1,1,
1984,106,1,1,1,83,33,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,106,1,1,1,83,12,1,1,1,1,1,1,1,1,1,1,1,
1984,107,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,
1984,107,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,Training Camp
1984,107,1,1,1,55,1,1,1,1,1,1,1,1,1,1,1,1,
1984,108,1,1,1,84,15,1,1,1,1,1,1,1,1,1,1,1,
1984,108,1,1,1,84,15,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,108,1,1,1,84,1,1,1,1,1,1,1,1,1,1,1,1,
1984,109,0,0,0,44,13,0,0,0,0,0,0,0,0,0,0,0,
1984,109,1,1,1,44,13,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,109,1,1,1,44,1,1,1,1,1,1,1,1,1,1,1,1,
1984,110,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,
1984,110,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,110,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,
1984,113,0,0,0,0,0,73,22,23,0,0,0,0,0,0,0,0,
1984,113,1,1,1,1,1,73,21,22,1,1,1,1,1,1,1,1,Training Camp
1984,113,1,1,1,1,1,84,1,1,1,1,1,1,1,1,1,1,
1984,114,0,0,0,0,0,87,18,26,0,0,0,0,0,0,0,0,
1984,114,1,1,1,1,1,87,18,25,1,1,1,1,1,1,1,1,Training Camp
1984,114,1,1,1,1,1,87,1,4,1,1,1,1,1,1,1,1,
1984,115,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,
1984,115,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,115,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,
1984,116,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,0,
1984,116,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,Training Camp
1984,116,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,
1984,118,1,1,1,1,1,40,27,30,1,1,1,1,1,1,1,1,
1984,118,1,1,1,1,1,40,26,29,1,1,1,1,1,1,1,1,Training Camp
1984,118,1,1,1,1,1,45,2,5,1,1,1,1,1,1,1,1,
1984,119,1,1,1,1,1,27,80,26,1,1,1,1,1,1,1,1,
1984,119,1,1,1,1,1,26,80,25,1,1,1,1,1,1,1,1,Training Camp
1984,119,1,1,1,1,1,19,84,18,1,1,1,1,1,1,1,1,
1984,120,1,1,1,1,1,28,76,31,1,1,1,1,1,1,1,1,
1984,120,1,1,1,1,1,27,76,30,1,1,1,1,1,1,1,1,Training Camp
1984,120,1,1,1,1,1,7,79,9,1,1,1,1,1,1,1,1,
1984,121,1,1,1,1,1,3,45,11,1,1,1,1,1,1,1,1,
1984,121,1,1,1,1,1,3,45,11,1,1,1,1,1,1,1,1,Training Camp
1984,121,1,1,1,1,1,1,58,1,1,1,1,1,1,1,1,1,
1984,122,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,0,
1984,122,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,Training Camp
1984,122,1,1,1,1,1,1,52,1,1,1,1,1,1,1,1,1,
1984,123,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,
1984,123,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,Training Camp
1984,123,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,
1984,124,1,1,1,1,1,1,21,3,1,1,1,1,1,1,1,1,
1984,124,1,1,1,1,1,1,54,3,1,1,1,1,1,1,1,1,Training Camp
1984,124,1,1,1,1,1,1,60,1,1,1,1,1,1,1,1,1,
1984,125,0,0,0,0,0,22,29,71,0,0,0,0,0,0,0,0,
1984,125,1,1,1,1,1,21,28,71,1,1,1,1,1,1,1,1,Training Camp
1984,125,1,1,1,1,1,1,6,79,1,1,1,1,1,1,1,1,
1984,126,1,1,1,1,1,37,20,54,1,1,1,1,1,1,1,1,
1984,126,1,1,1,1,1,36,19,54,1,1,1,1,1,1,1,1,Training Camp
1984,126,1,1,1,1,1,9,1,54,1,1,1,1,1,1,1,1,
1984,127,0,0,0,0,0,1,14,80,0,0,0,0,0,0,0,0,
1984,127,1,1,1,1,1,1,13,80,1,1,1,1,1,1,1,1,Training Camp
1984,127,1,1,1,1,1,1,1,80,1,1,1,1,1,1,1,1,
1984,129,0,0,0,0,0,0,0,0,0,0,73,14,0,0,0,0,
1984,129,1,1,1,1,1,1,1,1,1,1,73,13,1,1,1,1,Training Camp
1984,129,1,1,1,1,1,1,1,1,1,1,79,1,1,1,1,1,
1984,130,1,1,1,1,1,1,1,1,1,1,1,11,56,1,6,1,
1984,130,1,1,1,1,1,1,1,1,1,1,32,11,56,1,6,1,Training Camp
