StreakID,CurrentStreak,MaxStreak,PlayerID
ConsecutiveGamesPlayed,0,1,6172
ConsecutiveGamesPlayed,3,3,6173
ConsecutiveGamesPlayed,2,2,5342
ConsecutiveGamesPlayed,35,35,2485
ConsecutiveFGMade,0,4,2485
ConsecutiveGamesPlayed,9,23,2250
ConsecutiveGamesPlayed,8,25,2024
GamesWSack,0,1,2024
ConsecutiveGamesPlayed,2,32,2092
GamesWSack,0,1,2092
ConsecutiveGamesPlayed,35,35,2394
GamesWSack,0,1,2394
ConsecutiveGamesPlayed,35,35,2769
GamesWInt,0,1,2769
ConsecutiveGamesPlayed,35,35,2417
GamesWRecTD,1,1,2417
ConsecutiveGamesPlayed,3,3,2376
ConsecutiveGamesPlayed,0,7,2182
ConsecutiveGamesPlayed,0,18,2398
GamesWSack,0,1,2398
ConsecutiveGamesPlayed,35,35,2460
GamesWSack,0,1,2460
ConsecutiveGamesPlayed,19,19,2637
GamesWSack,0,1,2637
ConsecutiveGamesPlayed,7,15,2123
GamesWRecTD,3,3,2123
ConsecutiveGamesPlayed,0,16,2299
GamesWith100YardsReceiving,0,1,2299
GamesWRecTD,0,1,2299
GamesWRushTD,0,1,2299
ConsecutiveGamesPlayed,0,9,2598
ConsecutiveGamesPlayed,35,35,2715
ConsecutiveGamesPlayed,35,35,1811
GamesWInt,0,1,1811
GamesWSack,1,3,1811
ConsecutiveGamesPlayed,35,35,1862
GamesWInt,0,2,1862
GamesWSack,0,1,1862
ConsecutiveGamesPlayed,35,35,1892
GamesWInt,0,1,1892
GamesWSack,1,1,1892
ConsecutiveGamesPlayed,35,35,2055
GamesWSack,0,1,2055
ConsecutiveGamesPlayed,3,29,1954
GamesWSack,1,3,1954
ConsecutiveGamesPlayed,14,14,1879
GamesWith100YardsRushing,0,2,1879
GamesWRushTD,0,4,1879
ConsecutiveGamesPlayed,15,15,2066
GamesWith100YardsReceiving,0,1,2066
GamesWRecTD,0,3,2066
ConsecutiveGamesPlayed,6,27,1964
GamesWPassTD,0,18,1964
ConsecutivePassesNoInt,1,157,1964
ConsecutiveCompletions,0,11,1964
GamesWith300Yards,0,1,1964
GamesWNoInt,0,8,1964
ConsecutiveGamesPlayed,21,21,2214
GamesWSack,0,2,2214
ConsecutiveGamesPlayed,35,35,2347
GamesWSack,0,1,2347
ConsecutiveGamesPlayed,35,35,2349
GamesWSack,0,1,2349
ConsecutiveGamesPlayed,8,10,2190
ConsecutiveGamesPlayed,1,31,2243
ConsecutiveGamesPlayed,35,35,2273
ConsecutiveGamesPlayed,3,25,1970
ConsecutiveGamesPlayed,35,35,1986
GamesWith100YardsRushing,1,1,1986
GamesWRushTD,1,1,1986
ConsecutiveGamesPlayed,19,19,3513
ConsecutiveFGMade,6,24,3513
ConsecutiveGamesPlayed,4,14,3501
GamesWRecTD,0,2,3501
ConsecutiveGamesPlayed,1,5,3337
ConsecutiveGamesPlayed,4,5,3386
ConsecutiveGamesPlayed,0,1,3466
ConsecutiveGamesPlayed,3,3,5606
ConsecutiveGamesPlayed,3,3,5636
ConsecutiveGamesPlayed,3,3,5645
ConsecutiveGamesPlayed,3,3,5567
ConsecutiveGamesPlayed,3,3,5638
ConsecutiveGamesPlayed,3,3,6134
GamesWRecTD,0,1,6134
ConsecutiveGamesPlayed,0,1,6137
ConsecutiveGamesPlayed,0,1,6138
ConsecutiveGamesPlayed,3,3,6139
ConsecutiveGamesPlayed,3,3,5693
ConsecutiveGamesPlayed,35,35,2282
GamesWith100YardsReceiving,0,1,2282
GamesWRecTD,0,2,2282
GamesWRushTD,0,1,2282
ConsecutiveGamesPlayed,0,20,2330
GamesWInt,0,1,2330
GamesWSack,0,1,2330
ConsecutiveGamesPlayed,10,14,2574
ConsecutiveGamesPlayed,27,27,2215
ConsecutiveGamesPlayed,35,35,2014
GamesWSack,0,2,2014
ConsecutiveGamesPlayed,19,19,2192
GamesWSack,0,1,2192
ConsecutiveGamesPlayed,25,25,2542
ConsecutiveGamesPlayed,19,19,2543
GamesWInt,0,1,2543
GamesWSack,0,1,2543
ConsecutiveGamesPlayed,28,28,2604
ConsecutiveGamesPlayed,23,23,2703
ConsecutiveGamesPlayed,0,32,2756
GamesWInt,0,1,2756
GamesWSack,0,1,2756
ConsecutiveGamesPlayed,28,28,3113
ConsecutiveGamesPlayed,1,17,1946
GamesWith100YardsRushing,0,1,1946
GamesWRushTD,0,3,1946
ConsecutiveGamesPlayed,19,19,2450
ConsecutiveGamesPlayed,28,28,3000
GamesWSack,0,1,3000
ConsecutiveGamesPlayed,19,19,3095
ConsecutiveGamesPlayed,3,3,6246
ConsecutiveGamesPlayed,0,9,2624
ConsecutiveGamesPlayed,0,2,3330
ConsecutiveGamesPlayed,16,16,2712
GamesWInt,0,1,2712
ConsecutiveGamesPlayed,3,3,5395
GamesWith100YardsRushing,0,1,5395
GamesWRushTD,0,1,5395
ConsecutiveGamesPlayed,3,3,5353
GamesWInt,0,1,5353
ConsecutiveGamesPlayed,3,3,5663
ConsecutiveGamesPlayed,3,3,5548
ConsecutiveGamesPlayed,1,1,5705
ConsecutiveGamesPlayed,3,3,5507
ConsecutiveGamesPlayed,4,13,1945
GamesWPassTD,1,4,1945
ConsecutivePassesNoInt,97,119,1945
ConsecutiveCompletions,2,16,1945
GamesWNoInt,4,4,1945
ConsecutiveGamesPlayed,19,19,3374
ConsecutiveGamesPlayed,3,5,2132
ConsecutiveGamesPlayed,35,35,2787
GamesWSack,0,1,2787
ConsecutiveGamesPlayed,35,35,2124
GamesWith100YardsReceiving,0,1,2124
GamesWRecTD,1,2,2124
ConsecutiveGamesPlayed,1,15,2264
GamesWInt,0,1,2264
GamesWSack,0,1,2264
ConsecutiveGamesPlayed,35,35,2370
GamesWRecTD,0,3,2370
ConsecutiveGamesPlayed,19,19,3342
GamesWSack,0,1,3342
ConsecutiveGamesPlayed,0,3,3591
ConsecutiveGamesPlayed,0,1,3556
ConsecutiveGamesPlayed,35,35,2054
GamesWSack,0,4,2054
ConsecutiveGamesPlayed,0,16,2281
GamesWRecTD,0,1,2281
ConsecutiveGamesPlayed,19,19,2982
ConsecutiveGamesPlayed,0,14,1963
GamesWRushTD,0,1,1963
ConsecutiveGamesPlayed,0,2,2521
ConsecutiveGamesPlayed,15,19,2603
ConsecutiveGamesPlayed,0,15,2081
ConsecutiveGamesPlayed,0,3,2286
GamesWPassTD,0,1,2286
ConsecutivePassesNoInt,63,63,2286
ConsecutiveCompletions,7,8,2286
GamesWNoInt,0,3,2286
ConsecutiveGamesPlayed,10,23,2136
GamesWSack,0,1,2136
ConsecutiveGamesPlayed,3,6,3324
ConsecutiveGamesPlayed,2,3,2050
ConsecutiveGamesPlayed,7,7,2630
ConsecutiveGamesPlayed,3,3,3525
ConsecutiveGamesPlayed,3,3,5984
ConsecutiveGamesPlayed,3,3,5985
ConsecutiveGamesPlayed,3,3,5987
ConsecutiveGamesPlayed,3,3,5988
ConsecutiveGamesPlayed,3,3,5990
GamesWSack,0,1,5990
ConsecutiveGamesPlayed,35,35,1962
GamesWith100YardsRushing,0,1,1962
GamesWRushTD,2,2,1962
ConsecutiveGamesPlayed,4,16,2141
GamesWInt,1,1,2141
ConsecutiveGamesPlayed,3,16,2181
ConsecutiveGamesPlayed,7,27,2217
GamesWInt,0,1,2217
ConsecutiveGamesPlayed,25,25,2332
GamesWInt,0,1,2332
GamesWSack,2,2,2332
ConsecutiveGamesPlayed,35,35,2512
GamesWRecTD,0,1,2512
ConsecutiveGamesPlayed,35,35,2781
ConsecutiveFGMade,1,19,2781
ConsecutiveGamesPlayed,35,35,1998
GamesWRecTD,0,5,1998
GamesWRushTD,0,1,1998
ConsecutiveGamesPlayed,35,35,2414
GamesWith100YardsReceiving,0,1,2414
GamesWRecTD,1,1,2414
ConsecutiveGamesPlayed,4,16,2415
GamesWRecTD,0,1,2415
ConsecutiveGamesPlayed,3,4,2522
ConsecutiveGamesPlayed,19,19,2523
ConsecutiveGamesPlayed,6,6,2669
ConsecutiveGamesPlayed,35,35,3058
ConsecutiveFGMade,0,2,3058
ConsecutiveGamesPlayed,3,3,6157
ConsecutiveGamesPlayed,35,35,2868
GamesWSack,0,1,2868
ConsecutiveGamesPlayed,1,9,3447
ConsecutiveGamesPlayed,0,2,3378
GamesWRushTD,0,1,3378
ConsecutiveGamesPlayed,2,11,3338
ConsecutiveGamesPlayed,32,32,2179
ConsecutiveGamesPlayed,8,26,1818
GamesWSack,7,8,1818
ConsecutiveGamesPlayed,35,35,1849
GamesWInt,1,1,1849
GamesWSack,0,1,1849
ConsecutiveGamesPlayed,21,21,1920
GamesWSack,1,2,1920
ConsecutiveGamesPlayed,0,32,1922
ConsecutiveGamesPlayed,29,29,1917
ConsecutiveGamesPlayed,35,35,1908
GamesWith100YardsRushing,0,2,1908
GamesWRushTD,1,3,1908
ConsecutiveGamesPlayed,0,10,1944
GamesWPassTD,0,6,1944
ConsecutivePassesNoInt,18,69,1944
ConsecutiveCompletions,1,8,1944
GamesWNoInt,0,3,1944
ConsecutiveGamesPlayed,0,16,2100
GamesWInt,0,1,2100
ConsecutiveGamesPlayed,5,27,2159
GamesWSack,0,1,2159
ConsecutiveGamesPlayed,35,35,2219
GamesWRecTD,0,1,2219
ConsecutiveGamesPlayed,0,11,2272
GamesWInt,0,1,2272
GamesWSack,0,2,2272
ConsecutiveGamesPlayed,31,31,2193
GamesWSack,0,1,2193
ConsecutiveGamesPlayed,0,7,2377
ConsecutiveGamesPlayed,6,28,2153
GamesWith100YardsReceiving,0,1,2153
GamesWRecTD,0,3,2153
GamesWRushTD,0,1,2153
ConsecutiveGamesPlayed,35,35,2104
GamesWSack,0,1,2104
ConsecutiveGamesPlayed,19,19,3624
GamesWPassTD,0,3,3624
ConsecutivePassesNoInt,37,142,3624
ConsecutiveCompletions,1,11,3624
GamesWNoInt,1,5,3624
ConsecutiveGamesPlayed,19,19,3358
ConsecutiveGamesPlayed,5,13,3334
ConsecutiveGamesPlayed,1,5,3608
GamesWInt,0,1,3608
GamesWSack,0,1,3608
ConsecutiveGamesPlayed,7,10,2186
ConsecutiveGamesPlayed,20,20,1941
GamesWith100YardsReceiving,0,3,1941
GamesWRecTD,0,3,1941
GamesWRushTD,0,1,1941
ConsecutiveGamesPlayed,15,19,2201
GamesWInt,0,2,2201
GamesWSack,0,2,2201
ConsecutiveGamesPlayed,3,3,5690
ConsecutiveGamesPlayed,3,3,5435
ConsecutiveGamesPlayed,3,3,5454
ConsecutiveGamesPlayed,3,3,5707
GamesWRushTD,1,1,5707
ConsecutiveGamesPlayed,3,3,5372
GamesWSack,0,1,5372
ConsecutiveGamesPlayed,3,3,5671
GamesWRushTD,0,1,5671
ConsecutiveGamesPlayed,3,3,5552
ConsecutiveGamesPlayed,3,3,5711
ConsecutiveGamesPlayed,3,3,5397
ConsecutiveGamesPlayed,3,3,5582
ConsecutiveGamesPlayed,3,3,6124
ConsecutiveGamesPlayed,3,3,6125
ConsecutiveGamesPlayed,3,3,6126
GamesWSack,0,1,6126
ConsecutiveGamesPlayed,3,3,6129
GamesWSack,0,1,6129
ConsecutiveGamesPlayed,3,18,1901
GamesWInt,0,1,1901
GamesWSack,1,1,1901
ConsecutiveGamesPlayed,3,31,2101
GamesWInt,0,1,2101
GamesWSack,0,1,2101
ConsecutiveGamesPlayed,35,35,2994
ConsecutiveFGMade,3,3,2994
ConsecutiveGamesPlayed,35,35,2197
GamesWSack,0,1,2197
ConsecutiveGamesPlayed,3,9,2067
GamesWRecTD,0,2,2067
ConsecutiveGamesPlayed,35,35,1985
GamesWInt,0,2,1985
ConsecutiveGamesPlayed,35,35,2345
ConsecutiveFGMade,4,15,2345
ConsecutiveGamesPlayed,35,35,2365
GamesWRecTD,0,1,2365
ConsecutiveGamesPlayed,20,20,2386
GamesWSack,0,1,2386
ConsecutiveGamesPlayed,17,17,3515
GamesWInt,0,1,3515
GamesWSack,0,1,3515
ConsecutiveGamesPlayed,0,18,1965
GamesWRecTD,0,1,1965
GamesWRushTD,0,1,1965
ConsecutiveGamesPlayed,0,16,2168
ConsecutiveGamesPlayed,0,1,2290
ConsecutiveGamesPlayed,0,1,2317
ConsecutiveGamesPlayed,0,2,3575
ConsecutiveGamesPlayed,0,6,2084
ConsecutiveGamesPlayed,0,1,3445
ConsecutiveGamesPlayed,15,19,1816
GamesWPassTD,15,15,1816
ConsecutivePassesNoInt,20,510,1816
ConsecutiveCompletions,3,22,1816
GamesWith300Yards,0,1,1816
GamesWNoInt,0,15,1816
ConsecutiveGamesPlayed,35,35,1860
GamesWSack,0,1,1860
ConsecutiveGamesPlayed,3,28,1943
GamesWith100YardsReceiving,0,2,1943
GamesWRecTD,1,3,1943
GamesWRushTD,0,1,1943
ConsecutiveGamesPlayed,35,35,1926
ConsecutiveGamesPlayed,33,33,2028
ConsecutiveGamesPlayed,35,35,1933
ConsecutiveGamesPlayed,5,29,1969
ConsecutiveGamesPlayed,18,18,2043
ConsecutiveGamesPlayed,35,35,2025
GamesWInt,0,2,2025
ConsecutiveGamesPlayed,35,35,2144
GamesWInt,0,1,2144
GamesWSack,0,1,2144
ConsecutiveGamesPlayed,14,18,2021
GamesWInt,0,1,2021
GamesWSack,0,1,2021
ConsecutiveGamesPlayed,24,24,2161
GamesWInt,0,1,2161
GamesWSack,0,1,2161
ConsecutiveGamesPlayed,3,16,2209
ConsecutiveFGMade,1,6,2209
ConsecutiveGamesPlayed,35,35,2089
GamesWSack,0,1,2089
ConsecutiveGamesPlayed,35,35,2195
GamesWSack,0,1,2195
ConsecutiveGamesPlayed,35,35,2277
ConsecutiveGamesPlayed,0,32,2266
GamesWInt,0,1,2266
GamesWSack,0,1,2266
ConsecutiveGamesPlayed,0,32,2260
ConsecutiveGamesPlayed,13,13,3369
GamesWInt,0,1,3369
GamesWSack,0,2,3369
ConsecutiveGamesPlayed,19,19,3593
GamesWRecTD,0,1,3593
GamesWRushTD,0,1,3593
ConsecutiveGamesPlayed,0,32,2406
ConsecutiveFGMade,10,10,2406
ConsecutiveGamesPlayed,21,21,1939
GamesWInt,0,1,1939
ConsecutiveGamesPlayed,11,11,3285
GamesWith100YardsReceiving,0,1,3285
GamesWRecTD,0,2,3285
ConsecutiveGamesPlayed,3,3,5391
ConsecutiveGamesPlayed,11,18,1966
GamesWith100YardsReceiving,0,1,1966
GamesWRecTD,0,1,1966
ConsecutiveGamesPlayed,3,3,5649
GamesWSack,1,1,5649
ConsecutiveGamesPlayed,1,1,5575
ConsecutiveGamesPlayed,3,3,6104
ConsecutiveGamesPlayed,3,3,6105
GamesWRushTD,0,1,6105
ConsecutiveGamesPlayed,3,3,6107
ConsecutiveGamesPlayed,1,1,6108
ConsecutiveGamesPlayed,3,3,6109
ConsecutiveGamesPlayed,3,3,6111
ConsecutiveGamesPlayed,25,25,1940
GamesWSack,0,1,1940
ConsecutiveGamesPlayed,35,35,2033
GamesWith100YardsReceiving,0,2,2033
GamesWRecTD,0,5,2033
GamesWRushTD,0,1,2033
ConsecutiveGamesPlayed,19,19,2059
GamesWSack,0,1,2059
ConsecutiveGamesPlayed,35,35,2137
GamesWSack,0,2,2137
ConsecutiveGamesPlayed,0,3,2284
GamesWPassTD,0,3,2284
ConsecutivePassesNoInt,69,69,2284
ConsecutiveCompletions,0,4,2284
GamesWNoInt,0,3,2284
ConsecutiveGamesPlayed,35,35,2571
GamesWRecTD,0,1,2571
ConsecutiveGamesPlayed,35,35,2655
ConsecutiveGamesPlayed,35,35,2707
ConsecutiveGamesPlayed,35,35,2109
GamesWith100YardsRushing,0,1,2109
GamesWRecTD,0,2,2109
GamesWRushTD,0,4,2109
ConsecutiveGamesPlayed,0,13,2319
ConsecutiveGamesPlayed,0,2,2378
ConsecutiveGamesPlayed,35,35,2704
GamesWSack,0,1,2704
ConsecutiveGamesPlayed,3,3,2309
ConsecutiveGamesPlayed,3,12,2395
GamesWInt,0,1,2395
GamesWSack,0,1,2395
ConsecutiveGamesPlayed,0,33,2462
GamesWSack,0,2,2462
ConsecutiveGamesPlayed,5,8,2559
ConsecutiveGamesPlayed,16,16,3325
GamesWSack,0,1,3325
ConsecutiveGamesPlayed,3,10,1888
GamesWPassTD,0,5,1888
ConsecutivePassesNoInt,64,163,1888
ConsecutiveCompletions,4,9,1888
GamesWNoInt,0,7,1888
ConsecutiveGamesPlayed,7,16,1822
GamesWith100YardsReceiving,0,2,1822
GamesWRecTD,2,3,1822
GamesWRushTD,0,1,1822
ConsecutiveGamesPlayed,28,28,1913
GamesWith100YardsReceiving,0,1,1913
GamesWRecTD,0,4,1913
GamesWRushTD,0,1,1913
ConsecutiveGamesPlayed,20,20,1911
GamesWith100YardsRushing,0,1,1911
GamesWRushTD,0,4,1911
ConsecutiveGamesPlayed,22,22,1931
ConsecutiveGamesPlayed,34,34,2308
ConsecutiveGamesPlayed,25,25,2031
GamesWSack,0,1,2031
ConsecutiveGamesPlayed,35,35,2010
ConsecutiveGamesPlayed,35,35,2139
GamesWSack,0,1,2139
ConsecutiveGamesPlayed,35,35,2152
GamesWInt,0,2,2152
GamesWSack,0,1,2152
ConsecutiveGamesPlayed,20,20,2220
GamesWSack,0,1,2220
ConsecutiveGamesPlayed,35,35,2334
GamesWInt,0,1,2334
GamesWSack,0,1,2334
ConsecutiveGamesPlayed,26,26,2183
ConsecutiveGamesPlayed,35,35,2280
ConsecutiveGamesPlayed,35,35,2138
GamesWSack,0,2,2138
ConsecutiveGamesPlayed,35,35,2483
ConsecutiveFGMade,0,8,2483
ConsecutiveGamesPlayed,0,25,2508
GamesWRecTD,0,1,2508
ConsecutiveGamesPlayed,35,35,2570
ConsecutiveFGMade,1,1,2570
ConsecutiveGamesPlayed,35,35,2368
GamesWith100YardsReceiving,0,1,2368
GamesWRecTD,0,4,2368
GamesWRushTD,0,1,2368
ConsecutiveGamesPlayed,0,1,2354
ConsecutiveGamesPlayed,19,19,3585
GamesWInt,0,1,3585
ConsecutiveGamesPlayed,19,19,3557
GamesWRushTD,0,2,3557
ConsecutiveGamesPlayed,19,19,3549
GamesWSack,0,1,3549
ConsecutiveGamesPlayed,0,1,3543
ConsecutivePassesNoInt,1,1,3543
ConsecutiveCompletions,1,1,3543
GamesWNoInt,0,1,3543
ConsecutiveGamesPlayed,14,14,3615
GamesWSack,0,1,3615
ConsecutiveGamesPlayed,3,11,2731
GamesWRecTD,0,1,2731
ConsecutiveGamesPlayed,0,5,2359
ConsecutiveGamesPlayed,4,24,1832
GamesWPassTD,4,19,1832
ConsecutivePassesNoInt,66,151,1832
ConsecutiveCompletions,1,16,1832
GamesWith300Yards,0,2,1832
GamesWNoInt,2,4,1832
ConsecutiveGamesPlayed,31,31,1925
GamesWith100YardsReceiving,0,1,1925
GamesWRecTD,0,3,1925
GamesWRushTD,0,1,1925
ConsecutiveGamesPlayed,35,35,2176
GamesWRecTD,0,1,2176
GamesWRushTD,0,1,2176
ConsecutiveGamesPlayed,29,29,2853
GamesWInt,0,2,2853
GamesWSack,0,1,2853
ConsecutiveGamesPlayed,3,3,5472
ConsecutiveGamesPlayed,3,3,5425
GamesWRecTD,1,1,5425
ConsecutiveGamesPlayed,3,3,5480
GamesWSack,0,1,5480
ConsecutiveGamesPlayed,3,3,6154
ConsecutiveGamesPlayed,0,2,6155
ConsecutiveGamesPlayed,35,35,2720
GamesWSack,0,1,2720
ConsecutiveGamesPlayed,0,1,2251
ConsecutiveGamesPlayed,35,35,2200
GamesWInt,0,1,2200
GamesWSack,0,1,2200
ConsecutiveGamesPlayed,3,10,2546
GamesWInt,0,1,2546
GamesWSack,0,1,2546
ConsecutiveGamesPlayed,3,3,5620
ConsecutiveGamesPlayed,10,14,2099
GamesWInt,0,1,2099
ConsecutiveGamesPlayed,0,28,2391
GamesWSack,0,1,2391
ConsecutiveGamesPlayed,35,35,2927
ConsecutiveGamesPlayed,0,3,2550
GamesWInt,0,1,2550
ConsecutiveGamesPlayed,2,22,2329
GamesWSack,0,1,2329
ConsecutiveGamesPlayed,1,10,3297
GamesWRecTD,0,2,3297
ConsecutiveGamesPlayed,35,35,2069
GamesWRecTD,0,1,2069
GamesWRushTD,0,2,2069
ConsecutiveGamesPlayed,35,35,2768
ConsecutiveGamesPlayed,3,3,5489
ConsecutiveGamesPlayed,3,3,5657
GamesWRecTD,0,1,5657
ConsecutiveGamesPlayed,3,3,5584
ConsecutiveGamesPlayed,3,3,5642
ConsecutiveGamesPlayed,3,3,5556
GamesWSack,0,1,5556
ConsecutiveGamesPlayed,35,35,1885
GamesWInt,0,1,1885
ConsecutiveGamesPlayed,29,29,2202
GamesWInt,0,1,2202
ConsecutiveGamesPlayed,3,3,2300
GamesWRecTD,0,1,2300
GamesWRushTD,1,1,2300
ConsecutiveGamesPlayed,35,35,2301
GamesWRecTD,0,1,2301
ConsecutiveGamesPlayed,6,8,2306
ConsecutiveGamesPlayed,3,3,3296
ConsecutiveGamesPlayed,3,12,2173
GamesWRushTD,0,1,2173
ConsecutiveGamesPlayed,21,21,2091
GamesWInt,0,1,2091
GamesWSack,1,1,2091
ConsecutiveGamesPlayed,0,2,2285
GamesWPassTD,0,1,2285
ConsecutivePassesNoInt,44,44,2285
ConsecutiveCompletions,0,5,2285
GamesWNoInt,0,2,2285
ConsecutiveGamesPlayed,4,16,2385
ConsecutiveGamesPlayed,30,30,2233
GamesWRecTD,0,1,2233
ConsecutiveGamesPlayed,0,3,3435
ConsecutiveGamesPlayed,35,35,2785
GamesWSack,0,1,2785
ConsecutiveGamesPlayed,35,35,2017
GamesWInt,0,1,2017
GamesWSack,1,1,2017
ConsecutiveGamesPlayed,35,35,2923
ConsecutiveGamesPlayed,3,3,3340
ConsecutiveGamesPlayed,0,4,2516
ConsecutiveGamesPlayed,3,3,3596
ConsecutiveGamesPlayed,0,1,2133
ConsecutiveGamesPlayed,19,19,2129
ConsecutiveGamesPlayed,35,35,2458
GamesWSack,0,1,2458
ConsecutiveGamesPlayed,0,1,2490
ConsecutiveGamesPlayed,0,1,3592
ConsecutiveGamesPlayed,0,3,2444
ConsecutiveGamesPlayed,19,19,3383
GamesWSack,0,1,3383
ConsecutiveGamesPlayed,33,33,2718
GamesWSack,0,1,2718
ConsecutiveGamesPlayed,0,32,2298
GamesWith100YardsReceiving,0,1,2298
GamesWRecTD,0,2,2298
ConsecutiveGamesPlayed,3,3,5974
ConsecutiveGamesPlayed,3,3,5975
GamesWith100YardsRushing,1,1,5975
GamesWRushTD,1,1,5975
ConsecutiveGamesPlayed,3,3,5976
ConsecutiveGamesPlayed,3,3,5979
ConsecutiveGamesPlayed,0,1,5980
ConsecutiveGamesPlayed,3,3,5981
ConsecutiveGamesPlayed,35,35,1906
GamesWPassTD,10,14,1906
ConsecutivePassesNoInt,27,134,1906
ConsecutiveCompletions,4,10,1906
GamesWith300Yards,0,1,1906
GamesWNoInt,1,4,1906
ConsecutiveGamesPlayed,35,35,1912
GamesWith100YardsReceiving,0,1,1912
GamesWRecTD,0,3,1912
GamesWRushTD,0,1,1912
ConsecutiveGamesPlayed,35,35,2261
GamesWInt,0,1,2261
ConsecutiveGamesPlayed,0,34,2439
GamesWRecTD,0,2,2439
ConsecutiveGamesPlayed,4,29,2620
ConsecutiveGamesPlayed,35,35,2854
ConsecutiveGamesPlayed,35,35,2140
GamesWSack,0,1,2140
ConsecutiveGamesPlayed,35,35,2174
GamesWith100YardsReceiving,0,1,2174
GamesWRecTD,1,2,2174
GamesWRushTD,0,1,2174
ConsecutiveGamesPlayed,35,35,2634
ConsecutiveFGMade,1,8,2634
ConsecutiveGamesPlayed,35,35,2865
GamesWSack,0,1,2865
ConsecutiveGamesPlayed,2,32,2111
ConsecutiveGamesPlayed,3,3,2656
ConsecutiveGamesPlayed,22,22,1869
GamesWPassTD,1,9,1869
ConsecutivePassesNoInt,121,129,1869
ConsecutiveCompletions,5,17,1869
GamesWith300Yards,0,1,1869
GamesWNoInt,4,4,1869
ConsecutiveGamesPlayed,35,35,1863
GamesWInt,0,1,1863
GamesWSack,0,1,1863
ConsecutiveGamesPlayed,25,25,1845
ConsecutiveGamesPlayed,35,35,2108
GamesWith100YardsReceiving,0,2,2108
GamesWRecTD,0,2,2108
ConsecutiveGamesPlayed,3,24,1957
GamesWInt,0,1,1957
GamesWSack,0,1,1957
ConsecutiveGamesPlayed,8,24,2019
GamesWInt,0,1,2019
GamesWSack,0,2,2019
ConsecutiveGamesPlayed,3,27,2189
ConsecutiveGamesPlayed,35,35,2237
GamesWith100YardsReceiving,0,1,2237
GamesWRecTD,0,2,2237
GamesWRushTD,0,1,2237
ConsecutiveGamesPlayed,35,35,2044
ConsecutiveGamesPlayed,1,32,2375
ConsecutiveGamesPlayed,35,35,3128
GamesWSack,0,1,3128
ConsecutiveGamesPlayed,35,35,2407
GamesWSack,0,1,2407
ConsecutiveGamesPlayed,35,35,2258
GamesWInt,0,1,2258
GamesWSack,0,3,2258
ConsecutiveGamesPlayed,35,35,2408
GamesWSack,0,1,2408
ConsecutiveGamesPlayed,11,12,2341
GamesWInt,0,1,2341
GamesWSack,0,1,2341
ConsecutiveGamesPlayed,35,35,2265
GamesWInt,0,1,2265
GamesWSack,0,2,2265
ConsecutiveGamesPlayed,35,35,2936
ConsecutiveFGMade,2,2,2936
ConsecutiveGamesPlayed,35,35,2338
ConsecutiveGamesPlayed,0,16,3570
ConsecutiveGamesPlayed,6,11,3544
ConsecutiveGamesPlayed,0,16,3318
GamesWRecTD,0,3,3318
