Season,GameID,OPOGPlayerID,DPOGPlayerID,Simmed,Weather,HomeTeamID,AwayTeamID,Week,HomeScore1Q,HomeScore2Q,HomeScore3Q,HomeScore4Q,HomeScoreOT,AwayScore1Q,AwayScore2Q,AwayScore3Q,AwayScore4Q,AwayScoreOT,AwayScore,HomeScore,Overtime,HomePlaysRun,AwayPlaysRun,PlaysRun,HomeTOP,AwayTOP,Home1stDowns,Away1stDowns,Home3rdDownAtt,Away3rdDownAtt,Home3rdDownComp,Away3rdDownComp,Home4thDownAtt,Away4thDownAtt,Home4thDownComp,Away4thDownComp,HomeTotalYds,AwayTotalYds,HomePassYds,HomePassAtt,HomePassCmp,HomeRushYds,HomeRushAtt,AwayPassYds,AwayPassAtt,AwayPassCmp,AwayRushYds,AwayRushAtt,HomePenalties,HomePenaltyYds,AwayPenalties,AwayPenaltyYds,HomeFumbles,HomeFumblesLost,HomeInt,AwayFumbles,AwayFumblesLost,AwayInt,HomeSacked,AwaySacked,HomeSackedYds,AwaySackedYds,GameType,PlayoffGameType
1986,847,2069,1818,True,"61° F, Wind 11 mph",5,2,-3,0,7,10,3,0,0,6,0,3,0,9,20,False,57,63,120,1499,2101,11,13,14,18,4,5,2,3,1,1,210,478,127,23,13,83,34,291,24,18,183,39,2,15,4,49,3,2,1,1,1,0,2,2,14,14,Preseason,WildCard
1986,848,1897,3405,True,"72° F, Indoors",12,3,-3,7,16,3,3,0,3,0,3,7,0,13,29,False,65,53,118,1551,2049,18,15,10,14,4,5,0,1,0,1,428,376,286,27,17,142,38,317,34,24,50,19,8,80,10,97,1,0,0,0,0,0,2,1,16,7,Preseason,WildCard
1986,849,2293,1918,True,"77° F, Wind 1 mph, Rain",16,4,-3,0,17,0,14,0,3,0,0,3,0,6,31,False,76,63,139,1873,1727,17,14,14,16,5,4,0,1,0,0,337,380,207,30,20,130,46,334,26,13,46,37,4,46,3,25,0,0,1,1,1,0,0,5,0,54,Preseason,WildCard
1986,850,3401,2613,True,"55° F, Wind 14 mph",8,6,-3,0,0,14,14,0,7,7,14,7,0,35,28,False,62,57,119,1751,1849,19,16,11,9,4,4,3,0,2,0,313,228,179,33,22,134,29,104,24,15,124,33,6,49,7,55,1,0,2,0,0,0,1,3,7,19,Preseason,WildCard
1986,851,1907,3600,True,"65° F, Wind 6 mph, Rain",15,7,-3,0,9,7,0,0,7,0,0,3,0,10,16,False,81,59,140,1808,1792,19,9,12,12,4,3,0,2,0,0,452,452,344,43,27,108,38,329,32,21,109,27,12,108,7,68,1,1,2,0,0,0,1,1,6,6,Preseason,WildCard
1986,852,1947,3436,True,"72° F, Indoors",13,10,-3,0,3,0,3,0,7,0,0,10,0,17,6,False,50,61,111,1529,2071,13,15,13,10,3,5,3,0,1,0,174,360,84,18,12,90,32,166,19,12,194,42,5,58,3,29,0,0,1,0,0,0,1,0,6,0,Preseason,WildCard
1986,853,1809,1938,True,"79° F, Wind 3 mph",14,11,-3,3,21,3,21,0,7,0,7,0,0,14,48,False,51,42,93,2160,1440,23,13,12,14,6,5,0,3,0,0,242,237,107,16,12,128,35,207,14,11,103,28,7,52,8,86,1,0,0,0,0,0,3,0,13,0,Preseason,WildCard
1986,854,1881,1810,True,"73° F, Wind 12 mph",18,17,-3,7,7,0,0,0,0,10,7,3,0,20,14,False,58,55,113,1935,1665,23,12,12,14,8,8,1,0,0,0,314,259,110,19,12,204,39,181,24,19,78,31,9,72,8,70,3,2,0,1,1,0,0,2,0,7,Preseason,WildCard
1986,855,2275,2340,True,"65° F, Wind 6 mph, Rain",1,11,-2,10,13,3,3,0,0,7,0,7,0,14,29,False,59,42,101,2028,1572,19,17,11,17,1,8,2,1,1,0,326,237,211,32,19,115,27,207,14,11,103,28,5,38,8,86,0,0,0,0,0,0,2,0,7,0,Preseason,WildCard
1986,856,1946,2604,True,"80° F, Wind 18 mph",2,4,-2,0,3,0,13,0,7,7,7,7,0,28,16,False,63,63,126,1876,1724,14,14,16,17,5,8,0,0,0,0,478,380,291,24,18,183,39,334,26,13,46,37,4,49,3,25,1,1,0,1,1,0,2,5,14,54,Preseason,WildCard
1986,857,1840,2035,True,"63° F, Wind 14 mph, Rain",3,15,-2,14,3,10,7,0,6,7,0,18,0,31,34,False,53,81,134,1499,2101,9,21,12,14,4,6,0,0,0,0,376,452,317,34,24,50,19,344,43,27,108,38,10,97,12,108,0,0,0,1,1,2,1,1,7,6,Preseason,WildCard
1986,858,1833,1818,True,"51° F, Wind 37 mph",9,5,-2,7,13,0,15,6,0,0,21,14,0,35,41,True,64,57,121,2449,1270,22,10,16,12,8,5,0,1,0,0,356,210,197,30,18,159,34,127,23,13,83,34,6,64,2,15,1,1,0,3,2,1,1,2,6,14,Preseason,WildCard
1986,859,1897,3604,True,"72° F, Indoors",12,6,-2,7,0,13,7,0,0,3,0,0,0,3,27,False,65,57,122,1354,2246,18,18,10,16,2,5,0,3,0,1,428,228,286,27,17,142,38,104,24,15,124,33,8,80,7,55,1,0,0,0,0,0,2,3,16,19,Preseason,WildCard
1986,860,1809,2161,True,"77° F, Wind 13 mph",14,7,-2,7,7,7,6,0,7,7,0,10,0,24,27,False,51,59,110,2003,1597,22,18,14,11,10,7,0,0,0,0,242,452,107,16,12,128,35,329,32,21,109,27,7,52,7,68,1,0,0,0,0,0,3,1,13,6,Preseason,WildCard
1986,861,3578,3492,True,"70° F, Wind 5 mph",17,8,-2,7,6,0,0,0,7,7,2,6,0,22,13,False,55,62,117,1730,1870,12,16,15,12,6,3,1,2,0,1,259,313,181,24,19,78,31,179,33,22,134,29,8,70,6,49,1,1,0,1,0,2,2,1,7,7,Preseason,WildCard
1986,862,1831,2098,True,"72° F, Indoors",10,18,-2,0,7,14,13,0,7,10,3,8,0,28,34,False,61,58,119,1492,2108,20,21,8,10,3,5,1,0,1,0,360,314,166,19,12,194,42,110,19,12,204,39,3,29,9,72,0,0,0,3,2,0,0,0,0,0,Preseason,WildCard
1986,863,3622,2617,True,"92° F, Wind 28 mph, Rain",16,13,-2,7,0,0,13,0,0,3,0,3,0,6,20,False,76,50,126,1638,1962,13,17,11,14,2,3,0,1,0,1,337,174,207,30,20,130,46,84,18,12,90,32,4,46,5,58,0,0,1,0,0,1,0,1,0,6,Preseason,WildCard
1986,864,1889,2341,True,"72° F, Indoors",12,9,1,7,10,0,3,0,5,7,3,0,0,15,20,False,65,64,129,1911,1689,19,13,13,12,4,5,2,1,1,0,428,356,286,27,17,142,38,197,30,18,159,34,8,80,6,64,1,0,0,1,1,0,2,1,16,6,RegularSeason,WildCard
1986,865,1964,1810,True,"75° F, Wind 14 mph",17,4,1,0,3,0,7,0,7,7,14,0,0,28,10,False,55,63,118,2127,1473,17,12,16,7,4,2,3,0,2,0,259,380,181,24,19,78,31,334,26,13,46,37,8,70,3,25,1,1,0,1,1,0,2,5,7,54,RegularSeason,WildCard
1986,866,3431,1825,True,"79° F, Wind 12 mph",18,6,1,6,10,6,3,0,3,14,8,7,0,32,25,False,58,57,115,1572,2028,12,18,13,14,6,7,1,0,0,0,314,228,110,19,12,204,39,104,24,15,124,33,9,72,7,55,3,2,0,0,0,0,0,3,0,19,RegularSeason,WildCard
1986,867,1824,3369,True,"64° F, Wind 4 mph",7,1,1,10,0,14,14,0,0,14,0,0,0,14,38,False,59,59,118,2223,1377,19,14,11,14,5,6,0,2,0,1,452,326,329,32,21,109,27,211,32,19,115,27,7,68,5,38,0,0,0,0,0,0,1,2,6,7,RegularSeason,WildCard
1986,868,3622,2088,True,"59° F, Wind 11 mph",11,16,1,7,10,3,12,0,7,10,14,6,0,37,32,False,42,76,118,1956,1644,22,18,16,8,8,2,1,0,1,0,237,337,207,14,11,103,28,207,30,20,130,46,7,71,4,46,0,0,0,0,0,1,0,0,0,0,RegularSeason,WildCard
1986,869,1832,1858,True,"78° F, Wind 1 mph, Rain",14,3,1,7,7,7,7,3,7,7,0,14,0,28,31,True,51,53,104,1732,2021,19,19,14,14,8,8,0,0,0,0,242,376,107,16,12,128,35,317,34,24,50,19,7,52,10,97,1,0,0,0,0,0,3,1,13,7,RegularSeason,WildCard
1986,870,1907,2135,True,"64° F, Wind 11 mph",5,15,1,0,3,6,0,0,14,7,7,13,0,41,9,False,57,81,138,1601,1999,11,16,16,15,4,5,2,0,0,0,210,452,127,23,13,83,34,344,43,27,108,38,2,15,12,108,3,2,1,1,1,2,2,1,14,6,RegularSeason,WildCard
1986,871,1947,1839,True,"72° F, Indoors",10,8,1,17,7,7,10,0,0,10,7,14,0,31,41,False,61,62,123,2032,1568,14,14,14,14,8,5,0,1,0,0,360,313,166,19,12,194,42,179,33,22,134,29,3,29,6,49,0,0,0,1,0,2,0,1,0,7,RegularSeason,WildCard
1986,872,1909,2138,True,"90° F, Wind 6 mph",2,13,1,7,3,0,14,0,0,0,9,0,0,9,24,False,63,50,113,2070,1530,13,9,13,15,4,4,0,2,0,1,478,174,291,24,18,183,39,84,18,12,90,32,4,49,5,58,1,1,0,0,0,1,2,1,14,6,RegularSeason,WildCard
1986,882,1816,3369,True,"76° F, Wind 8 mph",7,6,2,7,7,3,14,0,6,0,0,7,0,13,31,False,59,57,116,2019,1581,19,11,13,12,8,3,0,0,0,0,452,228,329,32,21,109,27,104,24,15,124,33,7,68,7,55,0,0,0,0,0,0,1,3,6,19,RegularSeason,WildCard
1986,883,1879,1875,True,"75° F, Wind 7 mph",1,4,2,7,3,0,7,0,0,7,0,7,0,14,17,False,59,63,122,2030,1570,16,13,12,14,5,4,0,4,0,3,326,380,211,32,19,115,27,334,26,13,46,37,5,38,3,25,0,0,0,1,1,0,2,5,7,54,RegularSeason,WildCard
1986,884,1809,3618,True,"72° F, Indoors",13,14,2,0,7,0,7,0,7,14,7,3,0,31,14,False,50,51,101,1727,1873,18,16,15,12,6,5,2,0,1,0,174,242,84,18,12,90,32,107,16,12,128,35,5,58,7,52,0,0,1,1,0,0,1,3,6,13,RegularSeason,WildCard
1986,885,3574,2640,True,"86° F, Wind 7 mph, Rain",16,15,2,3,3,7,0,0,0,3,0,3,0,6,13,False,76,81,157,1987,1613,15,11,13,13,4,3,0,1,0,0,337,452,207,30,20,130,46,344,43,27,108,38,4,46,12,108,0,0,1,1,1,2,0,1,0,6,RegularSeason,WildCard
1986,886,1897,2212,True,"72° F, Indoors",10,12,2,0,3,3,0,0,3,7,3,3,0,16,6,False,61,65,126,1781,1819,11,15,17,15,4,4,3,0,2,0,360,428,166,19,12,194,42,286,27,17,142,38,3,29,8,80,0,0,0,1,0,0,0,2,0,16,RegularSeason,WildCard
1986,887,3621,2545,True,"66° F, Wind 7 mph",8,2,2,0,7,3,14,0,3,7,3,0,0,13,24,False,62,63,125,1680,1920,15,11,15,18,7,5,1,3,0,2,313,478,179,33,22,134,29,291,24,18,183,39,6,49,4,49,1,0,2,1,1,0,1,2,7,14,RegularSeason,WildCard
1986,888,1997,2137,True,"66° F, Wind 11 mph",11,18,2,0,0,0,10,0,0,14,0,7,0,21,10,False,42,58,100,1491,2109,15,19,15,15,6,8,0,1,0,1,237,314,207,14,11,103,28,110,19,12,204,39,7,71,9,72,0,0,0,3,2,0,0,0,0,0,RegularSeason,WildCard
1986,889,1900,3465,True,"62° F, Wind 11 mph, Rain",3,17,2,0,0,14,6,0,3,7,3,0,0,13,20,False,53,55,108,1741,1859,14,15,10,10,4,4,0,1,0,0,376,259,317,34,24,50,19,181,24,19,78,31,10,97,8,70,0,0,0,1,1,0,1,2,7,7,RegularSeason,WildCard
1986,890,3318,2258,True,"59° F, Wind 4 mph",9,5,2,14,3,10,0,0,0,14,0,0,0,14,27,False,64,57,121,2142,1458,19,6,20,13,7,1,1,2,1,0,356,210,197,30,18,159,34,127,23,13,83,34,6,64,2,15,1,1,0,3,2,1,1,2,6,14,RegularSeason,WildCard
1986,909,1824,2152,True,"82° F, Wind 10 mph",2,1,3,0,7,0,10,0,3,0,7,0,0,10,17,False,63,59,122,1816,1784,12,14,12,14,3,5,2,2,0,1,478,326,291,24,18,183,39,211,32,19,115,27,4,49,5,38,1,1,0,0,0,0,2,2,14,7,RegularSeason,WildCard
1986,910,3624,1818,True,"63° F, Wind 12 mph, Rain",11,5,3,10,7,3,0,0,14,7,0,3,0,24,20,False,42,57,99,1907,1693,17,13,18,13,6,3,2,0,0,0,237,210,207,14,11,103,28,127,23,13,83,34,7,71,2,15,0,0,0,3,2,1,0,2,0,14,RegularSeason,WildCard
1986,911,3345,1858,True,"74° F, Wind 10 mph",17,14,3,0,3,7,7,0,0,10,0,0,0,10,17,False,55,51,106,2361,1239,18,8,20,14,10,4,1,2,1,0,259,242,181,24,19,78,31,107,16,12,128,35,8,70,7,52,1,1,0,1,0,0,2,3,7,13,RegularSeason,WildCard
1986,912,1815,1974,True,"77° F, Wind 35 mph",18,16,3,7,3,10,3,0,0,13,0,7,0,20,23,False,58,76,134,2260,1340,24,13,15,11,7,4,1,1,1,1,314,337,110,19,12,204,39,207,30,20,130,46,9,72,4,46,3,2,0,0,0,1,0,0,0,0,RegularSeason,WildCard
1986,913,1832,2543,True,"76° F, Wind 8 mph",6,3,3,3,10,14,0,6,7,6,0,14,0,27,33,True,57,53,110,1899,1923,17,19,17,10,9,4,0,2,0,0,228,376,104,24,15,124,33,317,34,24,50,19,7,55,10,97,0,0,0,0,0,0,3,1,19,7,RegularSeason,WildCard
1986,914,1851,1876,True,"57° F, Wind 7 mph, Rain",15,13,3,14,10,7,7,0,7,0,7,21,0,35,38,False,81,50,131,1767,1833,15,15,15,13,6,5,0,0,0,0,452,174,344,43,27,108,38,84,18,12,90,32,12,108,5,58,1,1,2,0,0,1,1,1,6,6,RegularSeason,WildCard
1986,915,1833,1844,True,"56° F, Wind 13 mph, Rain",9,12,3,7,10,0,7,0,0,7,0,0,0,7,24,False,64,65,129,2038,1562,21,15,16,11,11,4,0,1,0,0,356,428,197,30,18,159,34,286,27,17,142,38,6,64,8,80,1,1,0,1,0,0,1,2,6,16,RegularSeason,WildCard
1986,916,1819,2553,True,"55° F, Wind 7 mph",8,10,3,3,7,17,10,0,0,7,7,7,0,21,37,False,62,61,123,1975,1625,19,10,13,13,5,5,0,2,0,1,313,360,179,33,22,134,29,166,19,12,194,42,6,49,3,29,1,0,2,0,0,0,1,0,7,0,RegularSeason,WildCard
1986,917,2033,1918,True,"63° F, Wind 12 mph",7,4,3,0,10,6,3,0,14,7,10,10,0,41,19,False,59,63,122,2043,1557,14,14,18,13,6,5,2,0,1,0,452,380,329,32,21,109,27,334,26,13,46,37,7,68,3,25,0,0,0,1,1,0,1,5,6,54,RegularSeason,WildCard
1986,963,2183,1976,True,"66° F, Wind 3 mph, Rain",3,2,4,0,2,0,0,0,3,0,5,3,0,11,2,False,53,63,116,1388,2212,11,14,11,17,2,5,1,0,0,0,376,478,317,34,24,50,19,291,24,18,183,39,10,97,4,49,0,0,0,1,1,0,1,2,7,14,RegularSeason,WildCard
1986,964,1869,2407,True,"54° F, Wind 10 mph",9,7,4,7,3,14,14,0,0,7,0,0,0,7,38,False,64,59,123,1777,1823,19,12,13,10,6,2,0,1,0,1,356,452,197,30,18,159,34,329,32,21,109,27,6,64,7,68,1,1,0,0,0,0,1,1,6,6,RegularSeason,WildCard
1986,965,3626,1955,True,"85° F, Wind 3 mph, Rain",16,14,4,10,0,0,7,0,0,3,6,13,0,22,17,False,76,51,127,1572,2028,15,23,10,15,3,9,0,0,0,0,337,242,207,30,20,130,46,107,16,12,128,35,4,46,7,52,0,0,1,1,0,0,0,3,0,13,RegularSeason,WildCard
1986,966,2080,1844,True,"72° F, Indoors",12,6,4,0,3,0,10,0,0,0,3,7,0,10,13,False,65,57,122,1804,1796,18,11,17,13,9,4,0,0,0,0,428,228,286,27,17,142,38,104,24,15,124,33,8,80,7,55,1,0,0,0,0,0,2,3,16,19,RegularSeason,WildCard
1986,967,1819,2545,True,"71° F, Wind 4 mph",4,8,4,3,3,0,7,0,3,17,7,7,0,34,13,False,63,62,125,1499,2101,9,20,12,11,1,6,3,0,1,0,380,313,334,26,13,46,37,179,33,22,134,29,3,25,6,49,1,1,0,1,0,2,5,1,54,7,RegularSeason,WildCard
1986,968,1945,1810,True,"76° F, Wind 10 mph",17,11,4,7,7,14,3,0,3,7,7,6,0,23,31,False,55,42,97,2347,1253,22,14,15,10,9,3,0,1,0,0,259,237,181,24,19,78,31,207,14,11,103,28,8,70,7,71,1,1,0,0,0,0,2,0,7,0,RegularSeason,WildCard
1986,969,1947,1839,True,"72° F, Indoors",10,13,4,14,14,3,3,0,3,0,0,3,0,6,34,False,61,50,111,2147,1453,19,9,13,12,8,3,0,1,0,0,360,174,166,19,12,194,42,84,18,12,90,32,3,29,5,58,0,0,0,0,0,1,0,1,0,6,RegularSeason,WildCard
1986,970,1824,1975,True,"63° F, Wind 7 mph",1,18,4,10,0,7,3,0,7,3,7,6,0,23,20,False,59,58,117,1846,1754,19,15,15,13,8,6,1,0,1,0,326,314,211,32,19,115,27,110,19,12,204,39,5,38,9,72,0,0,0,3,2,0,2,0,7,0,RegularSeason,WildCard
1986,971,1961,2640,True,"66° F, Wind 8 mph",5,15,4,7,0,5,7,0,10,17,0,0,0,27,19,False,57,81,138,1747,1853,19,17,16,14,6,10,3,0,2,0,210,452,127,23,13,83,34,344,43,27,108,38,2,15,12,108,3,2,1,1,1,2,2,1,14,6,RegularSeason,WildCard
1986,936,1898,2195,True,"52° F, Wind 5 mph",5,7,5,10,3,10,15,0,14,17,7,3,0,41,38,False,57,59,116,1979,1621,19,15,11,9,4,4,0,0,0,0,210,452,127,23,13,83,34,329,32,21,109,27,2,15,7,68,3,2,1,0,0,0,2,1,14,6,RegularSeason,WildCard
1986,937,1900,3419,True,"64° F, Wind 2 mph",1,3,5,0,0,0,14,0,0,3,0,7,0,10,14,False,59,53,112,2053,1547,16,12,14,11,5,2,0,0,0,0,326,376,211,32,19,115,27,317,34,24,50,19,5,38,10,97,0,0,0,0,0,0,2,1,7,7,RegularSeason,WildCard
1986,938,1851,2332,True,"72° F, Indoors",13,12,5,7,7,7,3,0,0,10,7,3,0,20,24,False,50,65,115,1895,1705,18,18,11,16,4,7,2,3,1,1,174,428,84,18,12,90,32,286,27,17,142,38,5,58,8,80,0,0,1,1,0,0,1,2,6,16,RegularSeason,WildCard
1986,939,1959,2145,True,"71° F, Wind 4 mph",14,15,5,14,14,7,10,0,7,7,0,10,0,24,45,False,51,81,132,1596,2004,10,21,11,18,1,10,1,0,0,0,242,452,107,16,12,128,35,344,43,27,108,38,7,52,12,108,1,0,0,1,1,2,3,1,13,6,RegularSeason,WildCard
1986,940,3622,1955,True,"81° F, Wind 11 mph",16,10,5,0,10,0,9,0,3,0,0,0,0,3,19,False,76,61,137,1530,2070,15,10,11,15,1,4,0,3,0,0,337,360,207,30,20,130,46,166,19,12,194,42,4,46,3,29,0,0,1,0,0,0,0,0,0,0,RegularSeason,WildCard
1986,941,1964,1811,True,"58° F, Wind 13 mph",9,4,5,0,7,3,7,0,14,14,0,7,0,35,17,False,64,63,127,1877,1723,22,17,13,14,5,9,2,1,2,1,356,380,197,30,18,159,34,334,26,13,46,37,6,64,3,25,1,1,0,1,1,0,1,5,6,54,RegularSeason,WildCard
1986,942,2483,3585,True,"69° F, Wind 37 mph",6,2,5,0,0,0,0,0,7,3,0,9,0,19,0,False,57,63,120,1376,2224,7,14,13,18,3,8,0,0,0,0,228,478,104,24,15,124,33,291,24,18,183,39,7,55,4,49,0,0,0,1,1,0,3,2,19,14,RegularSeason,WildCard
1986,943,1813,2269,True,"60° F, Wind 1 mph",8,11,5,6,0,8,13,0,0,7,7,7,0,21,27,False,62,42,104,2087,1513,16,22,15,14,6,7,0,1,0,0,313,237,179,33,22,134,29,207,14,11,103,28,6,49,7,71,1,0,2,0,0,0,1,0,7,0,RegularSeason,WildCard
1986,944,1815,1810,True,"63° F, Wind 23 mph",17,18,5,7,3,9,0,0,14,7,3,10,0,34,19,False,55,58,113,1741,1859,15,16,11,15,4,8,1,0,0,0,259,314,181,24,19,78,31,110,19,12,204,39,8,70,9,72,1,1,0,3,2,0,2,0,7,0,RegularSeason,WildCard
1986,873,1865,1868,True,"57° F, Wind 10 mph",5,6,6,6,0,0,3,0,0,3,0,0,0,3,9,False,57,57,114,1567,2033,10,15,12,18,4,10,0,0,0,0,210,228,127,23,13,83,34,104,24,15,124,33,2,15,7,55,3,2,1,0,0,0,2,3,14,19,RegularSeason,WildCard
1986,874,1816,2201,True,"62° F, Wind 2 mph",8,7,6,14,7,7,10,0,7,14,10,10,0,41,38,False,62,59,121,1638,1962,18,16,12,10,7,4,0,1,0,0,313,452,179,33,22,134,29,329,32,21,109,27,6,49,7,68,1,0,2,0,0,0,1,1,7,6,RegularSeason,WildCard
1986,875,3284,1919,True,"65° F, Wind 8 mph",15,11,6,7,3,10,3,0,7,10,0,0,0,17,23,False,81,42,123,1823,1777,19,19,14,15,6,6,0,2,0,2,452,237,344,43,27,108,38,207,14,11,103,28,12,108,7,71,1,1,2,0,0,0,1,0,6,0,RegularSeason,WildCard
1986,876,1824,1848,True,"54° F, Wind 13 mph",9,1,6,7,3,3,6,0,7,3,7,0,0,17,19,False,64,59,123,1888,1712,20,14,14,12,7,4,0,1,0,1,356,326,197,30,18,159,34,211,32,19,115,27,6,64,5,38,1,1,0,0,0,0,1,2,6,7,RegularSeason,WildCard
1986,877,3622,1955,True,"85° F, Wind 8 mph, Rain",16,3,6,13,18,7,0,0,0,7,0,14,0,21,38,False,76,53,129,2220,1380,21,8,15,11,7,3,0,0,0,0,337,376,207,30,20,130,46,317,34,24,50,19,4,46,10,97,0,0,1,0,0,0,0,1,0,7,RegularSeason,WildCard
1986,878,1809,1938,True,"75° F, Wind 15 mph",14,4,6,14,3,0,6,6,3,6,0,14,0,23,29,True,51,63,114,2369,1789,21,18,15,12,7,4,0,1,0,0,242,380,107,16,12,128,35,334,26,13,46,37,7,52,3,25,1,0,0,1,1,0,3,5,13,54,RegularSeason,WildCard
1986,879,2183,2152,True,"69° F, Wind 8 mph",17,2,6,0,0,3,0,0,7,0,3,7,0,17,3,False,55,63,118,1931,1669,16,8,14,14,4,3,3,1,1,1,259,478,181,24,19,78,31,291,24,18,183,39,8,70,4,49,1,1,0,1,1,0,2,2,7,14,RegularSeason,WildCard
1986,880,1815,1839,True,"66° F, Wind 14 mph",18,10,6,3,14,3,7,0,10,3,0,0,0,13,27,False,58,61,119,1538,2062,15,14,10,16,2,7,0,3,0,0,314,360,110,19,12,204,39,166,19,12,194,42,9,72,3,29,3,2,0,0,0,0,0,0,0,0,RegularSeason,WildCard
1986,881,1851,2332,True,"72° F, Indoors",12,13,6,6,3,3,0,0,3,7,7,7,0,24,12,False,65,50,115,1789,1811,18,16,17,11,4,3,4,0,1,0,428,174,286,27,17,142,38,84,18,12,90,32,8,80,5,58,1,0,0,0,0,1,2,1,16,6,RegularSeason,WildCard
1986,954,1943,3369,True,"58° F, Wind 5 mph, Rain",7,8,7,14,10,3,7,0,7,14,0,10,0,31,34,False,59,62,121,1895,1705,17,12,10,11,4,5,1,1,1,0,452,313,329,32,21,109,27,179,33,22,134,29,7,68,6,49,0,0,0,1,0,2,1,1,6,7,RegularSeason,WildCard
1986,955,1835,1953,True,"72° F, Indoors",12,14,7,7,3,7,10,0,7,3,0,0,0,10,27,False,65,51,116,1542,2058,19,17,9,18,4,7,0,5,0,3,428,242,286,27,17,142,38,107,16,12,128,35,8,80,7,52,1,0,0,1,0,0,2,3,16,13,RegularSeason,WildCard
