PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,DraftedBy,DraftRound,DraftPick,DraftSeason,HallOfFame,Injury,InjuryLength,Salary,ContractYears,Position,Alt Position,Team,RetiredSeason,Franchise Tag,Tender Type,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall
1831,32,James,Wilder,Missouri,28,1,75,225,18,18,3,5,1985,False,Fatigue,,5000000,2,RB,RB,BAL,0,False,None,1985 NFC Pro Bowl Team,66,75,32,87,69,66,25,24,32,42,89,1,1,91
1832,14,Dan,Fouts,Oregon,35,1,75,204,2,3,2,2,1985,False,Sprained Wrist,,5500000,3,QB,QB,MIA,0,False,None,1985 Most Valuable Player|1985 AFC Pro Bowl Team,54,67,91,54,15,89,86,1,10,28,83,1,1,86
1833,33,Tony,Dorsett,Pittsburgh,32,1,71,192,9,9,6,12,1985,False,,,4500000,2,RB,RB,LON,0,False,None,1985 AFC Pro Bowl Team,62,81,25,87,69,59,35,32,48,50,83,8,1,90
1834,74,Bruce,Matthews,USC,25,1,77,305,12,12,1,11,1985,False,,,6000000,4,T,T,DET,0,False,None,1986 NFC Pro Bowl Team,86,70,7,71,36,74,1,86,85,53,87,1,1,97
1835,78,Mike,Kenn,Michigan,30,1,79,273,14,14,3,10,1985,False,,,5000000,2,T,T,ATL,0,False,None,1985 NFC Pro Bowl Team,89,49,1,50,31,70,1,78,86,46,77,4,1,91
1836,52,Mike,Webster,Wisconsin,34,1,73,255,0,8,6,10,1985,False,,,0,0,C,C,N/A,1986,False,None,1985 AFC Pro Bowl Team,85,50,1,62,19,74,1,75,85,57,72,7,6,88
1837,57,Jeff,Van Note,Kentucky,40,1,74,247,0,17,6,15,1985,False,,,0,0,C,C,N/A,1986,False,None,,74,45,1,43,14,71,4,87,77,53,80,1,1,89
1838,57,Clay,Matthews,USC,30,1,74,245,18,18,2,14,1985,False,,,5500000,3,LB,LB,BAL,0,False,None,1985 NFC Pro Bowl Team,75,86,10,67,57,59,1,1,7,92,80,5,1,87
1839,56,Chris,Doleman,Pittsburgh,25,1,77,289,10,10,1,18,1985,False,Bruised Cheekbone,,6000000,4,DE,DE,IND,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team,82,72,4,81,40,64,9,1,1,68,85,9,1,92
1840,63,Mike,Munchak,Penn State,26,1,75,281,15,15,2,16,1985,False,Bruised Hip,,5500000,3,G,G,SF,0,False,None,1986 NFC Pro Bowl Team,94,49,6,63,22,69,9,88,74,45,64,1,1,92
1841,68,Joe,DeLamielleure,Michigan State,35,1,75,254,13,13,6,11,1985,False,Migraine,,4520000,2,G,G,MIN,0,False,None,,90,46,6,47,19,64,3,89,73,40,69,1,1,83
1842,65,Max,Montoya,UCLA,30,1,77,282,11,11,5,2,1985,False,,,4000000,2,G,G,CHI,0,False,None,1985 NFC Pro Bowl Team,82,55,1,49,15,63,1,75,83,46,60,3,1,84
1843,58,Wilber,Marshall,Florida,24,1,73,231,16,16,2,5,1985,False,,,5500000,3,LB,LB,TB,0,False,None,1985 NFC Pro Bowl Team,73,80,1,89,44,69,1,1,10,80,77,1,3,90
1844,95,Richard,Dent,Tennessee State,26,1,77,265,12,12,2,8,1985,False,Tight Hamstring,,5500000,3,DE,DE,DET,0,False,None,1985 NFC Pro Bowl Team,82,76,1,65,41,57,7,1,10,82,81,1,1,90
1845,75,Chris,Hinton,Northwestern,25,1,76,300,9,9,3,7,1985,False,Turf Toe,,5000000,2,T,T,LON,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,86,66,1,59,26,75,1,84,89,59,71,2,1,90
1846,76,John,Alt,Iowa,24,1,80,298,13,13,2,11,1985,False,,,5500000,3,T,T,MIN,0,False,None,,95,61,1,48,14,60,1,90,85,45,70,1,1,92
1847,78,Bruce,Smith,Virginia Tech,23,1,76,262,10,10,2,1,1985,False,Jammed Toe,,5500000,3,DE,DE,IND,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team,87,79,1,81,55,67,2,1,1,71,85,5,1,91
1848,55,Matt,Millen,Penn State,28,1,74,250,1,1,3,16,1985,False,Dislocated Finger,,5000000,2,LB,LB,KC,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,82,74,1,83,43,59,5,1,1,81,77,1,1,90
1849,20,Louis,Wright,Arizona State,33,1,74,200,5,5,4,13,1985,False,Jammed Finger,,4500000,3,CB,CB,BUF,0,False,None,,53,81,1,96,66,63,1,1,1,61,91,1,6,90
1850,22,Dave,Duerson,Notre Dame,26,1,73,207,11,11,3,2,1985,False,Deep Thigh Bruise,,5000000,2,SS,SS,CHI,0,False,None,1985 NFC Pro Bowl Team,71,83,1,91,67,70,1,1,1,56,76,1,1,90
1851,12,Randall,Cunningham,UNLV,23,1,76,212,13,13,1,8,1985,False,Hyper Extended Knee,,6000000,4,QB,QB,MIN,0,False,None,1985 NFC Pro Bowl Team,61,81,85,70,20,73,81,1,1,14,85,1,1,86
1852,80,Steve,Largent,Tulsa,32,1,71,187,16,16,3,14,1985,False,,,5000000,2,WR,WR,TB,0,False,None,,44,80,9,76,95,65,1,25,29,38,81,1,1,81
1853,21,James,Brooks,Auburn,28,1,70,180,0,11,6,17,1985,False,,,0,0,RB,RB,N/A,1986,False,None,1985 NFC Pro Bowl Team,68,86,29,83,72,63,30,40,44,49,82,3,1,88
1854,28,Curt,Warner,Penn State,25,1,71,205,10,10,3,18,1985,False,Turf Toe,,5000000,2,RB,RB,IND,0,False,None,1986 NFC Pro Bowl Team,78,84,16,82,73,60,29,44,45,30,86,1,1,87
1855,80,James,Lofton,Stanford,30,1,75,192,8,8,3,9,1985,False,Jammed Finger,,5000000,2,WR,WR,PRO,0,False,None,1986 AFC Pro Bowl Team,49,96,9,79,88,73,9,39,33,50,88,10,1,87
1856,63,Jay,Hilgenberg,Iowa,27,1,75,259,11,11,2,17,1985,False,,,5500000,3,T,T,CHI,0,False,None,,91,46,4,60,17,62,5,88,84,43,63,1,1,82
1857,75,Howie,Long,Villanova,26,1,77,268,17,17,3,4,1985,False,,,5000000,2,DE,DE,WAS,0,False,None,,83,67,6,74,50,63,1,9,4,77,83,1,1,92
1858,53,Harry,Carson,South Carolina State,33,1,74,237,14,14,5,10,1985,False,Tight Hamstring,,4000000,2,LB,LB,ATL,0,False,None,1986 NFC Pro Bowl Team,62,75,1,79,52,67,9,10,1,87,79,1,1,81
1859,42,Mike,Haynes,Arizona State,33,1,74,192,11,11,4,17,1985,False,,,4500000,3,CB,CB,CHI,0,False,None,1985 NFC Pro Bowl Team,50,92,1,83,75,60,9,1,5,48,93,1,1,85
1860,76,Steve,McMichael,Texas,29,1,74,270,7,7,3,1,1985,False,Dislocated Finger,,5000000,2,DT,DT,CIN,0,False,None,1986 AFC Pro Bowl Team,83,60,2,75,43,72,5,1,1,76,75,1,1,90
1861,26,Raymond,Clayborn,Texas,31,1,72,186,5,5,5,6,1985,False,Scratched Cornea,,4000000,2,CB,CB,BUF,0,False,None,,53,71,1,87,49,62,1,1,4,63,81,1,1,83
1862,28,Darrell,Green,Texas A&M-Kingsville,26,1,69,184,4,4,2,7,1985,False,,,5500000,3,CB,CB,OAK,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,68,83,8,98,61,58,1,1,6,49,94,8,5,90
1863,50,Mike,Singletary,Baylor,28,1,72,230,9,9,2,12,1985,False,,,5500000,3,LB,LB,LON,0,False,None,1985 AFC Pro Bowl Team,81,82,7,81,50,93,8,10,1,90,96,2,1,91
1864,20,Billy,Sims,Oklahoma,31,1,72,212,0,16,20,5,1985,False,,,0,0,RB,RB,N/A,1986,False,None,,69,78,16,76,58,70,28,25,34,45,75,1,1,81
1865,79,Marvin,Powell,USC,31,1,77,268,6,6,6,4,1985,False,Broken Finger,,6300000,3,T,T,WIN,0,False,None,,77,62,1,40,10,77,1,86,74,52,74,1,3,85
1866,56,Doug,Smith,Bowling Green,30,1,75,259,18,18,5,5,1985,False,,,4000000,2,C,C,BAL,0,False,None,,87,52,1,49,19,74,1,77,68,35,68,1,1,85
1867,61,Joel,Hilgenberg,Iowa,24,1,75,250,13,13,3,8,1985,False,,,5000000,2,C,C,MIN,0,False,None,1986 NFC Pro Bowl Team,89,50,1,50,11,69,1,79,74,45,76,1,1,88
1868,58,Carl,Banks,Michigan State,24,1,76,235,14,5,3,6,1985,False,,,5000000,2,LB,LB,ATL,0,False,None,1985 AFC Pro Bowl Team,80,67,1,79,46,54,1,1,1,81,76,1,1,87
1869,8,Steve,Young,BYU,25,1,74,215,9,9,1,7,1985,False,Jammed Finger,,6000000,4,QB,QB,LON,0,False,None,1986 AFC Pro Bowl Team,53,75,89,67,18,87,88,1,1,14,76,1,1,90
1870,81,Art,Monk,Syracuse,29,1,75,210,8,8,2,10,1985,False,Broken Foot,,5500000,3,WR,WR,PRO,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,55,91,1,88,97,67,4,27,27,32,88,9,1,90
1871,65,Joe,Fields,Rutgers-Camden,33,1,74,250,6,6,10,4,1985,False,,,2250000,2,C,C,WIN,0,False,None,,72,41,5,35,9,68,1,75,72,35,67,1,1,79
1872,63,Jackie,Slater,Jackson State,32,1,76,277,14,14,6,9,1985,False,Bruised Cheekbone,,6300000,2,T,T,ATL,0,False,None,,87,49,5,48,16,79,9,74,78,57,79,6,1,81
1873,73,John,Hannah,Alabama,35,1,74,265,6,6,8,4,1985,False,,,2500000,2,G,G,WIN,0,False,None,1986 AFC Pro Bowl Team,96,54,3,49,21,67,1,77,71,59,84,1,1,81
1874,62,Guy,McIntyre,Georgia,25,1,75,275,18,18,4,14,1985,False,,,4500000,3,G,G,BAL,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team,94,50,1,57,9,77,1,87,68,38,63,1,1,88
1875,99,Dan,Hampton,Arkansas,29,1,77,264,1,1,4,3,1985,False,,,4500000,3,DE,DE,KC,0,False,None,1986 AFC Pro Bowl Team,75,76,1,70,53,74,1,1,10,76,81,1,8,88
1876,77,Karl,Mecklenburg,Augustana (SD),26,1,75,240,13,13,4,11,1985,False,Patella Tendinitis,,4500000,3,LB,LB,MIN,0,False,None,,70,71,1,82,50,69,1,5,1,86,92,1,10,88
1878,21,Nolan,Cromwell,Kansas,31,1,73,200,18,18,6,14,1985,False,,,18200937,1,SS,SS,BAL,0,False,None,1986 NFC Pro Bowl Team,48,90,1,75,48,66,4,1,1,73,73,1,1,82
1879,46,Gerald,Riggs,Arizona State,26,1,73,230,4,4,7,12,1985,False,Tight Hamstring,,3000000,3,RB,RB,OAK,0,False,None,1986 AFC Pro Bowl Team,81,81,14,82,59,69,31,39,45,28,71,1,1,86
1880,18,Charlie,Joiner,Grambling State,39,1,71,188,5,5,13,6,1985,False,,,2000000,2,WR,WR,BUF,0,False,None,,38,73,1,74,83,66,5,30,10,35,75,1,1,77
1881,11,Phil,Simms,Morehead State,32,1,75,216,17,17,5,4,1985,False,,,4000000,2,QB,QB,WAS,0,False,None,,45,53,66,58,25,76,89,1,1,23,85,1,2,80
1882,7,Ron,Jaworski,Youngstown State,35,1,74,196,6,6,11,15,1985,False,Turf Toe,,2250000,1,QB,QB,WIN,0,False,None,,44,52,77,59,27,75,76,1,1,20,88,5,1,78
1883,85,Jay,Novacek,Wyoming,24,1,76,234,8,8,4,10,1985,False,Jammed Toe,,4500000,3,TE,TE,PRO,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,68,73,1,77,86,68,1,42,57,35,70,1,1,87
1884,75,Lomas,Brown,Florida,23,1,76,282,10,10,4,1,1985,False,Patella Tendinitis,,4500000,3,T,T,IND,0,False,None,,83,61,8,53,15,66,1,83,90,47,78,6,1,86
1885,41,Eugene,Robinson,Colgate,23,1,73,200,6,6,4,4,1985,False,,,4500000,3,FS,FS,WIN,0,False,None,,52,78,1,87,62,63,3,1,1,70,78,5,1,87
1886,79,Bill,Fralic,Pittsburgh,24,1,77,280,14,14,4,9,1985,False,,,4500000,3,G,G,ATL,0,False,None,,75,51,1,64,9,58,1,85,72,52,74,1,1,85
1887,80,Kellen,Winslow,Missouri,29,1,77,251,3,3,3,17,1985,False,Migraine,,5000000,2,TE,TE,GB,0,False,None,1985 AFC Pro Bowl Team,79,72,9,71,85,74,1,60,64,48,88,9,1,85
1888,7,Boomer,Esiason,Maryland,25,1,77,224,2,2,1,13,1985,False,Scratched Cornea,,6000000,4,QB,QB,MIA,0,False,None,,50,69,90,68,29,81,85,1,1,13,93,1,3,84
1889,24,Freeman,McNeil,UCLA,27,1,71,216,12,12,10,8,1985,False,,,2250000,2,RB,RB,DET,0,False,None,1986 NFC Pro Bowl Team,61,87,13,85,70,50,23,29,27,23,85,1,1,86
1890,56,Andre,Tippett,Iowa,27,1,75,240,3,3,4,2,1985,False,,,4500000,3,LB,LB,GB,0,False,None,1986 AFC Pro Bowl Team,72,81,4,82,41,75,4,1,1,91,79,1,6,86
1891,72,Dexter,Manley,Oklahoma State,27,1,75,253,6,6,3,15,1985,False,Jammed Finger,,5000000,2,DE,DE,WIN,0,False,None,,74,76,1,70,34,51,5,1,1,69,76,1,1,84
1892,29,Albert,Lewis,Grambling State,26,1,74,196,4,4,3,12,1985,False,,,5000000,2,CB,CB,OAK,0,False,None,,45,90,1,95,68,55,1,1,5,58,84,1,1,85
1894,28,Wilbert,Montgomery,Abilene Christian,32,1,70,196,8,8,21,9,1985,False,,,1250000,1,RB,RB,PRO,0,False,None,,64,74,14,73,58,69,25,35,37,41,77,1,1,75
1895,15,Neil,Lomax,Portland State,27,1,75,215,10,10,5,18,1985,False,Fractured Nose,,4000000,2,QB,QB,IND,0,False,None,,46,70,83,61,31,82,84,1,1,24,91,1,1,86
1896,35,Earl,Campbell,Texas,31,1,71,232,17,17,4,15,1985,False,Deep Thigh Bruise,,4500000,3,RB,RB,WAS,0,False,None,,76,65,22,72,70,63,19,27,27,44,79,1,1,75
1897,41,Earnest,Jackson,Texas A&M,27,1,69,213,12,12,20,8,1985,False,,,1250000,2,RB,RB,DET,0,False,None,,60,77,16,86,48,50,11,38,26,40,79,1,1,84
1898,25,Joe,Cribbs,Auburn,28,1,71,190,7,3,14,2,1985,False,Fractured Cheekbone,,8340000,3,RB,RB,CIN,0,False,None,1986 AFC Pro Bowl Team,63,75,17,89,72,64,33,42,29,31,75,2,1,83
1899,85,Drew,Hill,Georgia Tech,30,1,69,170,18,18,7,5,1985,False,Pulled Hamstring,,3000000,3,WR,WR,BAL,0,False,None,1985 NFC Pro Bowl Team,32,84,1,82,88,71,1,13,27,43,89,1,1,78
1900,81,Roy,Green,Henderson State,29,1,72,195,3,3,5,17,1985,False,Deep Thigh Bruise,,4000000,2,WR,WR,GB,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,52,74,1,85,89,68,1,35,19,39,85,1,2,87
1901,36,Mark,Haynes,Colorado,28,1,71,194,5,5,6,13,1985,False,Broken Finger,,3500000,1,SS,SS,BUF,0,False,None,,72,84,1,79,63,68,1,1,1,74,75,1,1,84
1902,79,Bob,Golic,Notre Dame,29,1,74,264,1,1,5,16,1985,False,Torn Quad,,4000000,2,DT,DT,KC,0,False,None,,89,59,1,48,30,52,1,3,1,72,71,1,1,82
1903,67,Jimbo,Covert,Pittsburgh,26,1,76,277,12,12,4,8,1985,False,Blurred Vision,,4500000,3,T,T,DET,0,False,None,,81,65,1,54,14,73,1,75,80,48,69,1,1,87
1904,91,Kevin,Greene,Auburn,24,1,75,247,12,12,3,11,1985,False,Patella Tendinitis,,5000000,2,LB,LB,DET,0,False,None,1986 NFC Pro Bowl Team,72,76,1,82,63,80,1,1,1,90,79,4,1,84
1906,9,Tommy,Kramer,Rice,31,1,74,200,1,1,6,3,1985,False,,,3500000,1,QB,QB,KC,0,False,None,1985 AFC Pro Bowl Team,57,74,83,57,26,73,88,1,1,33,85,1,1,83
1907,20,Joe,Morris,Syracuse,26,1,67,195,15,15,13,3,1985,False,Patella Tendinitis,,2000000,2,RB,RB,SF,0,False,None,,62,81,18,86,65,44,25,35,24,39,69,1,1,84
1908,40,Gary,Anderson,Arkansas,25,1,72,185,5,5,14,13,1985,False,,,13356000,2,RB,RB,BUF,0,False,None,,59,84,9,79,56,59,28,22,33,40,71,1,1,84
1909,20,Darrin,Nelson,Stanford,27,1,69,184,13,13,25,8,1985,False,,,1000000,2,RB,RB,MIN,0,False,None,,58,70,14,83,70,44,24,39,25,25,85,1,1,84
1910,49,George,Rogers,South Carolina,28,1,74,228,14,14,24,9,1985,False,,,22630000,1,RB,RB,ATL,0,False,None,,64,69,30,87,58,45,26,34,39,26,76,1,1,83
1911,44,Earnest,Byner,East Carolina,24,1,70,215,2,2,4,6,1985,False,,,4500000,3,RB,RB,MIA,0,False,None,,64,88,31,78,68,67,28,43,44,43,76,1,1,83
1912,82,John,Stallworth,Alabama A&M,34,1,74,191,17,17,11,4,1985,False,,,16795833,1,WR,WR,WAS,0,False,None,,31,79,1,78,75,53,1,29,14,38,76,1,1,76
1913,84,Eric,Martin,LSU,25,1,73,207,2,2,3,13,1985,False,,,5000000,2,WR,WR,MIA,0,False,None,,34,75,1,93,80,66,1,35,25,28,89,1,1,86
1914,81,Billy,Johnson,Widener,34,1,69,170,18,18,11,5,1985,False,Jammed Toe,,15544959,1,WR,WR,BAL,0,False,None,,43,77,1,75,77,60,1,29,2,35,68,1,1,74
1915,77,Mike,Wilson,Georgia,31,1,77,275,17,17,7,4,1985,False,Migraine,,3000000,3,T,T,WAS,0,False,None,,85,44,1,56,8,69,4,83,72,46,67,1,1,80
1916,53,Jim,Sweeney,Pittsburgh,24,1,76,297,12,12,5,11,1985,False,Fatigue,,4000000,2,G,G,DET,0,False,None,,86,41,1,41,16,76,1,80,76,37,74,1,1,84
1917,64,Bill,Bryan,Duke,31,1,74,251,5,5,11,6,1985,False,,,4468800,2,C,C,BUF,0,False,None,,75,50,1,58,22,56,1,79,81,38,69,1,1,81
1918,72,Mark,Gastineau,Arizona State,30,1,77,266,4,4,6,7,1985,False,Dislocated Finger,,3500000,1,DE,DE,OAK,0,False,None,1985 AFC Pro Bowl Team|1986 AFC Pro Bowl Team,76,64,7,81,49,53,10,1,3,66,69,1,2,82
1919,70,Leonard,Marshall,LSU,25,1,75,288,15,15,5,3,1985,False,,,4000000,2,DE,DE,SF,0,False,None,,80,76,1,66,39,72,1,1,5,65,70,1,1,83
1920,56,Chip,Banks,USC,27,1,76,243,5,5,7,6,1985,False,,,3000000,3,LB,LB,BUF,0,False,None,1986 AFC Pro Bowl Team,68,64,1,65,39,70,1,1,2,89,77,1,1,83
1921,27,Gary,Green,Baylor,31,1,71,187,1,1,7,16,1985,False,Blurred Vision,,3000000,3,CB,CB,KC,0,False,None,,36,83,4,93,48,57,2,1,1,56,78,2,1,80
1922,51,Randy,Cross,UCLA,32,1,75,259,5,5,10,13,1985,False,Pinched Nerve,,2250000,2,G,G,BUF,0,False,None,,68,56,4,36,27,59,1,77,67,44,63,1,1,75
1923,17,Dave,Krieg,Milton,28,1,73,193,16,16,6,5,1985,False,Bruised Hip,,4390000,3,QB,QB,TB,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team,64,65,75,63,17,83,93,1,1,21,94,3,1,84
1924,19,Bernie,Kosar,Miami (FL),23,1,77,210,15,15,3,3,1985,False,Broken Nose,,5000000,2,QB,QB,SF,0,False,None,,52,76,82,62,26,86,85,1,1,25,95,5,1,83
1925,88,John,Jefferson,Arizona State,30,1,73,198,2,5,12,13,1985,False,,,2000000,3,WR,WR,MIA,0,False,None,,36,80,1,81,76,55,2,21,28,40,86,1,1,79
1926,64,Ben,Utt,Georgia Tech,27,1,77,275,7,7,7,1,1985,False,,,3000000,3,G,G,CIN,0,False,None,1985 AFC Pro Bowl Team,78,39,1,53,14,64,1,80,75,30,70,1,1,83
1927,10,Steve,Bartkowski,California,34,1,76,216,14,14,10,9,1985,False,Bruised Cheekbone,,2250000,2,QB,QB,ATL,0,False,None,1986 Playoff MVP,40,53,83,59,15,78,88,1,1,20,85,2,1,79
1928,80,Tony,Hill,Stanford,30,1,74,199,1,1,10,3,1985,False,,,2250000,2,WR,WR,KC,0,False,None,1985 AFC Pro Bowl Team,57,74,1,90,73,61,1,36,24,44,96,4,4,85
1929,67,Stan,Brock,Colorado,28,1,78,295,13,13,5,8,1985,False,,,4000000,2,T,T,MIN,0,False,None,,83,64,1,60,25,62,1,82,78,34,79,1,1,84
1930,76,Ken,Lanier,Florida State,27,1,75,281,8,8,7,9,1985,False,Pinched Nerve,,3000000,3,T,T,PRO,0,False,None,1985 AFC Pro Bowl Team,68,63,1,42,29,59,1,83,84,48,69,1,1,85
1931,75,Ken,Ruettgers,USC,24,1,78,295,2,2,5,13,1985,False,,,4000000,2,T,T,MIA,0,False,None,,82,45,1,50,26,75,1,83,66,50,72,1,1,82
1932,75,Irv,Pankey,Penn State,28,1,76,277,16,16,7,14,1985,False,,,3000000,3,T,T,TB,0,False,None,1985 NFC Pro Bowl Team,73,62,1,45,25,62,1,80,80,33,65,1,1,83
1933,57,Dwight,Stephenson,Alabama,29,1,74,255,7,7,9,1,1985,False,,,3400000,2,C,C,CIN,0,False,None,1986 AFC Pro Bowl Team,72,48,1,52,25,60,1,75,79,40,65,1,3,83
1934,61,Mike,Baab,Texas,27,1,76,270,14,14,7,10,1985,False,Bruised Hip,,3000000,3,C,C,ATL,0,False,None,,84,40,1,56,22,59,1,86,73,47,64,1,1,83
1936,97,Gary,Johnson,Grambling State,34,1,74,257,16,16,12,5,1985,False,,,2000000,3,DE,DE,TB,0,False,None,,73,66,1,65,41,62,1,5,1,53,73,1,3,74
1937,90,Todd,Shell,BYU,24,1,76,225,10,10,6,1,1985,False,,,6300000,5,LB,LB,IND,0,False,None,,64,73,1,74,45,64,1,1,1,80,74,1,1,81
