Season,PlayerID,QB,RB,FB,WR,TE,G,T,C,P,K,DT,DE,LB,CB,SS,FS,Type
1985,1829,1,1,1,1,1,1,1,1,1,1,1,1,47,1,82,68,Training Camp
1985,1829,1,1,1,1,1,1,1,1,1,1,1,1,32,1,88,51,
1985,1830,0,0,0,0,0,0,0,0,0,0,0,63,96,0,51,0,
1985,1830,1,1,1,1,1,1,1,1,1,1,1,63,96,1,51,1,Training Camp
1985,1830,1,1,1,1,1,1,1,1,1,1,1,55,100,1,40,1,
1985,1831,0,93,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1831,1,93,35,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1831,1,100,25,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1832,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1832,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1832,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1833,0,87,32,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1833,1,87,32,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1833,1,91,21,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1834,0,0,0,0,0,34,93,37,0,0,0,0,0,0,0,0,
1985,1834,1,1,1,1,1,34,93,37,1,1,1,1,1,1,1,1,Training Camp
1985,1834,1,1,1,1,1,22,100,27,1,1,1,1,1,1,1,1,
1985,1835,0,0,0,0,0,33,90,42,0,0,0,0,0,0,0,0,
1985,1835,1,1,1,1,1,33,90,41,1,1,1,1,1,1,1,1,Training Camp
1985,1835,1,1,1,1,1,16,99,32,1,1,1,1,1,1,1,1,
1985,1836,0,0,0,0,0,52,49,85,0,0,0,0,0,0,0,0,
1985,1836,1,1,1,1,1,52,49,85,1,1,1,1,1,1,1,1,Training Camp
1985,1836,1,1,1,1,1,50,44,87,1,1,1,1,1,1,1,1,
1985,1837,0,0,0,0,0,34,41,99,0,0,0,0,0,0,0,0,
1985,1837,1,1,1,1,1,33,41,99,1,1,1,1,1,1,1,1,Training Camp
1985,1837,1,1,1,1,1,31,38,100,1,1,1,1,1,1,1,1,
1985,1838,0,0,0,0,0,0,0,0,0,0,0,42,85,0,44,0,
1985,1838,1,1,1,1,1,1,1,1,1,1,1,42,85,1,44,1,Training Camp
1985,1838,1,1,1,1,1,1,1,1,1,1,1,22,89,1,34,1,
1985,1839,0,0,0,0,0,0,0,0,0,0,47,92,31,0,0,0,
1985,1839,1,1,1,1,1,1,1,1,1,1,46,92,30,1,1,1,Training Camp
1985,1839,1,1,1,1,1,1,1,1,1,1,34,100,18,1,1,1,
1985,1840,0,0,0,0,0,92,37,45,0,0,0,0,0,0,0,0,
1985,1840,1,1,1,1,1,92,37,45,1,1,1,1,1,1,1,1,Training Camp
1985,1840,1,1,1,1,1,98,31,35,1,1,1,1,1,1,1,1,
1985,1841,0,0,0,0,0,81,67,53,0,0,0,0,0,0,0,0,
1985,1841,1,1,1,1,1,81,66,53,1,1,1,1,1,1,1,1,Training Camp
1985,1841,1,1,1,1,1,85,51,46,1,1,1,1,1,1,1,1,
1985,1842,0,0,0,0,0,96,40,48,0,0,0,0,0,0,0,0,
1985,1842,1,1,1,1,1,96,40,48,1,1,1,1,1,1,1,1,Training Camp
1985,1842,1,1,1,1,1,100,31,38,1,1,1,1,1,1,1,1,
1985,1843,0,0,0,0,0,0,0,0,0,0,0,25,93,0,45,0,
1985,1843,1,1,1,1,1,1,1,1,1,1,1,25,93,1,45,1,Training Camp
1985,1843,1,1,1,1,1,1,1,1,1,1,1,16,100,1,34,1,
1985,1844,0,0,0,0,0,0,0,0,0,0,28,98,19,0,0,0,
1985,1844,1,1,1,1,1,1,1,1,1,1,28,98,18,1,1,1,Training Camp
1985,1844,1,1,1,1,1,1,1,1,1,1,10,100,5,1,1,1,
1985,1845,0,0,0,0,0,32,79,27,0,0,0,0,0,0,0,0,
1985,1845,1,1,1,1,1,31,79,26,1,1,1,1,1,1,1,1,Training Camp
1985,1845,1,1,1,1,1,22,83,21,1,1,1,1,1,1,1,1,
1985,1846,0,0,0,0,0,34,83,44,0,0,0,0,0,0,0,0,
1985,1846,1,1,1,1,1,34,83,43,1,1,1,1,1,1,1,1,Training Camp
1985,1846,1,1,1,1,1,17,91,31,1,1,1,1,1,1,1,1,
1985,1847,0,0,0,0,0,0,0,0,0,0,38,72,23,0,0,0,
1985,1847,1,1,1,1,1,1,1,1,1,1,37,72,23,1,1,1,Training Camp
1985,1847,1,1,1,1,1,1,1,1,1,1,32,82,9,1,1,1,
1985,1848,0,0,0,0,0,0,0,0,0,0,0,35,92,0,55,0,
1985,1848,1,1,1,1,1,1,1,1,1,1,1,34,92,1,55,1,Training Camp
1985,1848,1,1,1,1,1,1,1,1,1,1,1,22,99,1,45,1,
1985,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,82,54,31,
1985,1849,1,1,1,1,1,1,1,1,1,1,1,1,1,82,54,31,Training Camp
1985,1849,1,1,1,1,1,1,1,1,1,1,1,1,1,86,47,18,
1985,1850,0,0,0,0,0,0,0,0,0,0,0,0,23,0,87,21,
1985,1850,1,1,1,1,1,1,1,1,1,1,1,1,23,1,87,20,Training Camp
1985,1850,1,1,1,1,1,1,1,1,1,1,1,1,14,1,92,11,
1985,1851,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1851,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1851,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1852,0,0,0,84,49,0,0,0,0,0,0,0,0,0,0,0,
1985,1852,1,1,1,84,49,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1852,1,1,1,89,37,1,1,1,1,1,1,1,1,1,1,1,
1985,1853,0,78,64,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1853,1,78,63,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1853,1,82,58,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1854,0,75,29,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1854,1,75,29,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1854,1,79,14,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1855,0,0,0,77,30,0,0,0,0,0,0,0,0,0,0,0,
1985,1855,1,1,1,77,29,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1855,1,1,1,88,21,1,1,1,1,1,1,1,1,1,1,1,
1985,1856,0,0,0,0,0,39,58,67,0,0,0,0,0,0,0,0,
1985,1856,1,1,1,1,1,38,57,67,1,1,1,1,1,1,1,1,Training Camp
1985,1856,1,1,1,1,1,31,49,65,1,1,1,1,1,1,1,1,
1985,1857,0,0,0,0,0,0,0,0,0,0,43,94,35,0,0,0,
1985,1857,1,1,1,1,1,1,1,1,1,1,42,94,35,1,1,1,Training Camp
1985,1857,1,1,1,1,1,1,1,1,1,1,33,100,20,1,1,1,
1985,1858,0,0,0,0,0,0,0,0,0,0,0,64,71,0,53,0,
1985,1858,1,1,1,1,1,1,1,1,1,1,1,64,71,1,52,1,Training Camp
1985,1858,1,1,1,1,1,1,1,1,1,1,1,52,82,1,41,1,
1985,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,83,69,43,
1985,1859,1,1,1,1,1,1,1,1,1,1,1,1,1,83,69,43,Training Camp
1985,1859,1,1,1,48,1,1,1,1,1,1,1,1,1,81,60,30,
1985,1860,0,0,0,0,0,0,0,0,0,0,88,45,0,0,0,0,
1985,1860,1,1,1,1,1,1,1,1,1,1,88,45,1,1,1,1,Training Camp
1985,1860,1,1,1,1,1,1,1,1,1,1,99,35,1,1,1,1,
1985,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,99,25,22,
1985,1861,1,1,1,1,1,1,1,1,1,1,1,1,1,99,24,22,Training Camp
1985,1861,1,1,1,1,1,1,1,1,1,1,1,1,1,100,8,15,
1985,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,84,24,30,
1985,1862,1,1,1,1,1,1,1,1,1,1,1,1,1,84,23,30,Training Camp
1985,1862,1,1,1,1,1,1,1,1,1,1,1,1,1,92,13,9,
1985,1863,0,0,0,0,0,0,0,0,0,0,0,41,53,0,35,0,
1985,1863,1,1,1,1,1,1,1,1,1,1,1,41,53,1,35,1,Training Camp
1985,1863,1,1,1,1,1,1,1,1,1,1,1,34,78,1,32,1,
1985,1864,0,89,54,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1864,1,89,54,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1864,1,89,50,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1865,0,0,0,0,0,30,95,30,0,0,0,0,0,0,0,0,
1985,1865,1,1,1,1,1,30,95,30,1,1,1,1,1,1,1,1,Training Camp
1985,1865,1,1,1,1,1,23,100,26,1,1,1,1,1,1,1,1,
1985,1866,0,0,0,0,0,61,57,91,0,0,0,0,0,0,0,0,
1985,1866,1,1,1,1,1,60,57,91,1,1,1,1,1,1,1,1,Training Camp
1985,1866,1,1,1,1,1,56,53,100,1,1,1,1,1,1,1,1,
1985,1867,0,0,0,0,0,44,41,94,0,0,0,0,0,0,0,0,
1985,1867,1,1,1,1,1,43,41,94,1,1,1,1,1,1,1,1,Training Camp
1985,1867,1,1,1,1,1,33,32,100,1,1,1,1,1,1,1,1,
1985,1868,0,0,0,0,0,0,0,0,0,0,0,20,97,0,25,0,
1985,1868,1,1,1,1,1,1,1,1,1,1,1,19,97,1,24,1,Training Camp
1985,1868,1,1,1,1,1,1,1,1,1,1,1,1,100,1,10,1,
1985,1869,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1869,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1869,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1870,0,0,0,68,44,0,0,0,0,0,0,0,0,0,0,0,
1985,1870,1,1,1,68,44,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1870,1,1,1,83,36,1,1,1,1,1,1,1,1,1,1,1,
1985,1871,0,0,0,0,0,33,57,97,0,0,0,0,0,0,0,0,
1985,1871,1,1,1,1,1,33,57,97,1,1,1,1,1,1,1,1,Training Camp
1985,1871,1,1,1,1,1,26,46,99,1,1,1,1,1,1,1,1,
1985,1872,0,0,0,0,0,48,76,45,0,0,0,0,0,0,0,0,
1985,1872,1,1,1,1,1,48,76,45,1,1,1,1,1,1,1,1,Training Camp
1985,1872,1,1,1,1,1,40,81,39,1,1,1,1,1,1,1,1,
1985,1873,0,0,0,0,0,81,37,45,0,0,0,0,0,0,0,0,
1985,1873,1,1,1,1,1,81,36,44,1,1,1,1,1,1,1,1,Training Camp
1985,1873,1,1,1,1,1,83,26,38,1,1,1,1,1,1,1,1,
1985,1874,0,0,0,0,0,86,20,43,0,0,0,0,0,0,0,0,
1985,1874,1,1,1,1,1,86,19,43,1,1,1,1,1,1,1,1,Training Camp
1985,1874,1,1,1,1,1,94,10,35,1,1,1,1,1,1,1,1,
1985,1875,0,0,0,0,0,0,0,0,0,0,39,82,42,0,0,0,
1985,1875,1,1,1,1,1,1,1,1,1,1,38,82,42,1,1,1,Training Camp
1985,1875,1,1,1,1,1,1,1,1,1,1,31,95,34,1,1,1,
1985,1876,0,0,0,0,0,0,0,0,0,0,0,41,85,0,48,0,
1985,1876,1,1,1,1,1,1,1,1,1,1,1,41,85,1,47,1,Training Camp
1985,1876,1,1,1,1,1,1,1,1,1,1,1,31,92,1,33,1,
1985,1878,0,0,0,0,0,0,0,0,0,0,0,0,41,0,81,46,
1985,1878,1,1,1,1,1,1,1,1,1,1,1,1,40,1,81,46,Training Camp
1985,1878,1,1,1,1,1,1,1,1,1,1,1,1,26,1,93,35,
1985,1879,0,80,46,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1879,1,80,46,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1879,1,83,35,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1880,0,0,0,100,54,0,0,0,0,0,0,0,0,0,0,0,
1985,1880,1,1,1,100,54,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1880,1,1,1,100,46,1,1,1,1,1,1,1,1,1,1,1,
1985,1881,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1881,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1881,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1882,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1882,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1882,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1883,0,0,0,15,94,0,0,0,0,0,0,0,0,0,0,0,
1985,1883,1,1,1,14,94,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1883,1,1,1,3,99,1,1,1,1,1,1,1,1,1,1,1,
1985,1884,0,0,0,0,0,22,56,42,0,0,0,0,0,0,0,0,
1985,1884,1,1,1,1,1,21,56,42,1,1,1,1,1,1,1,1,Training Camp
1985,1884,1,1,1,1,1,11,75,26,1,1,1,1,1,1,1,1,
1985,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,93,
1985,1885,1,1,1,1,1,1,1,1,1,1,1,1,1,9,14,93,Training Camp
1985,1885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,99,
1985,1886,0,0,0,0,0,95,17,23,0,0,0,0,0,0,0,0,
1985,1886,1,1,1,1,1,95,17,23,1,1,1,1,1,1,1,1,Training Camp
1985,1886,1,1,1,1,1,100,6,9,1,1,1,1,1,1,1,1,
1985,1887,0,0,0,37,77,0,0,0,0,0,0,0,0,0,0,0,
1985,1887,1,1,1,37,77,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1887,1,1,1,26,84,1,1,1,1,1,1,1,1,1,1,1,
1985,1888,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1888,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1888,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1889,0,77,41,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1889,1,77,40,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1889,1,81,27,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1890,0,0,0,0,0,0,0,0,0,0,0,42,66,0,39,0,
1985,1890,1,1,1,1,1,1,1,1,1,1,1,42,66,1,39,1,Training Camp
1985,1890,1,1,1,1,1,1,1,1,1,1,1,35,80,1,35,1,
1985,1891,0,0,0,0,0,0,0,0,0,0,34,99,45,0,0,0,
1985,1891,1,1,1,1,1,1,1,1,1,1,33,99,45,1,1,1,Training Camp
1985,1891,1,1,1,1,1,1,1,1,1,1,18,100,27,1,1,1,
1985,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,45,22,11,
1985,1892,1,1,1,1,1,1,1,1,1,1,1,1,1,45,21,10,Training Camp
1985,1892,1,1,1,1,1,1,1,1,1,1,1,1,1,68,7,1,
1985,1894,0,77,31,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1894,1,77,31,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1894,1,80,20,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1895,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1895,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1895,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1896,0,75,64,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1896,1,75,64,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1896,1,75,52,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1897,0,96,25,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1897,1,96,25,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1897,1,96,9,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1898,0,67,37,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1898,1,67,37,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1898,1,69,24,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1899,0,0,0,71,55,0,0,0,0,0,0,0,0,0,0,0,
1985,1899,1,1,1,71,55,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1899,1,1,1,80,47,1,1,1,1,1,1,1,1,1,1,1,
1985,1900,0,0,0,90,32,0,0,0,0,0,0,0,0,0,0,0,
1985,1900,1,1,1,90,32,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1900,1,1,1,100,22,1,1,1,1,1,1,1,1,1,1,1,
1985,1901,0,0,0,0,0,0,0,0,0,0,0,0,56,0,68,48,
1985,1901,1,1,1,1,1,1,1,1,1,1,1,1,56,1,68,48,Training Camp
1985,1901,1,1,1,1,1,1,1,1,1,1,1,1,47,1,76,39,
1985,1902,0,0,0,0,0,0,0,0,0,0,77,48,0,0,0,0,
1985,1902,1,1,1,1,1,1,1,1,1,1,77,47,1,1,1,1,Training Camp
1985,1902,1,1,1,1,1,1,1,1,1,1,82,38,1,1,1,1,
1985,1903,0,0,0,0,0,11,95,25,0,0,0,0,0,0,0,0,
1985,1903,1,1,1,1,1,11,95,25,1,1,1,1,1,1,1,1,Training Camp
1985,1903,1,1,1,1,1,2,100,18,1,1,1,1,1,1,1,1,
1985,1904,0,0,0,0,0,0,0,0,0,0,0,18,34,0,16,0,
1985,1904,1,1,1,1,1,1,1,1,1,1,1,18,34,1,16,1,Training Camp
1985,1904,1,1,1,1,1,1,1,1,1,1,1,12,67,1,9,1,
1985,1906,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1906,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1906,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1907,0,85,42,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1907,1,85,42,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1907,1,87,26,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1908,0,94,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1908,1,94,14,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1908,1,100,3,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1909,0,92,27,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1909,1,92,27,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1909,1,99,9,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1910,0,94,44,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1910,1,94,44,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1910,1,94,25,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1911,0,59,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1911,1,59,45,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1911,1,76,32,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1912,0,0,0,95,20,0,0,0,0,0,0,0,0,0,0,0,
1985,1912,1,1,1,95,20,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1912,1,1,1,99,7,1,1,1,1,1,1,1,1,1,1,1,
1985,1913,0,0,0,90,15,0,0,0,0,0,0,0,0,0,0,0,
1985,1913,1,1,1,90,15,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1913,1,1,1,96,5,1,1,1,1,1,1,1,1,1,1,1,
1985,1914,0,0,0,89,45,0,0,0,0,0,0,0,0,0,0,0,
1985,1914,1,1,1,89,45,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1914,1,1,1,91,37,1,1,1,1,1,1,1,1,1,1,1,
1985,1915,0,0,0,0,0,53,72,64,0,0,0,0,0,0,0,0,
1985,1915,1,1,1,1,1,53,72,64,1,1,1,1,1,1,1,1,Training Camp
1985,1915,1,1,1,1,1,43,81,57,1,1,1,1,1,1,1,1,
1985,1916,0,0,0,0,0,87,27,21,0,0,0,0,0,0,0,0,
1985,1916,1,1,1,1,1,87,26,21,1,1,1,1,1,1,1,1,Training Camp
1985,1916,1,1,1,1,1,94,21,17,1,1,1,1,1,1,1,1,
1985,1917,0,0,0,0,0,54,59,73,0,0,0,0,0,0,0,0,
1985,1917,1,1,1,1,1,53,59,73,1,1,1,1,1,1,1,1,Training Camp
1985,1917,1,1,1,1,1,40,42,82,1,1,1,1,1,1,1,1,
1985,1918,0,0,0,0,0,0,0,0,0,0,39,74,48,0,0,0,
1985,1918,1,1,1,1,1,1,1,1,1,1,38,74,48,1,1,1,Training Camp
1985,1918,1,1,1,1,1,1,1,1,1,1,21,84,35,1,1,1,
1985,1919,0,0,0,0,0,0,0,0,0,0,17,94,28,0,0,0,
1985,1919,1,1,1,1,1,1,1,1,1,1,17,94,28,1,1,1,Training Camp
1985,1919,1,1,1,1,1,1,1,1,1,1,2,100,18,1,1,1,
1985,1920,0,0,0,0,0,0,0,0,0,0,0,39,98,0,24,0,
1985,1920,1,1,1,1,1,1,1,1,1,1,1,38,98,1,24,1,Training Camp
1985,1920,1,1,1,1,1,1,1,1,1,1,1,32,100,1,15,1,
1985,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,81,22,22,
1985,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,81,22,22,Training Camp
1985,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,85,12,11,
1985,1922,0,0,0,0,0,98,41,37,0,0,0,0,0,0,0,0,
1985,1922,1,1,1,1,1,98,41,36,1,1,1,1,1,1,1,1,Training Camp
1985,1922,1,1,1,1,1,100,30,27,1,1,1,1,1,1,1,1,
1985,1923,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1923,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1923,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1924,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1924,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1924,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,1925,0,0,0,97,29,0,0,0,0,0,0,0,0,0,0,0,
1985,1925,1,1,1,97,29,1,1,1,1,1,1,1,1,1,1,1,Training Camp
