PlayerID,Season,Type,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,RunBlocking,PassBlocking,Tackling,Endurance,KickDistance,KickAccuracy
1861,1985,Training Camp,57,74,1,91,49,62,1,1,4,65,80,1,1
1861,1986,,57,74,1,91,50,63,1,1,4,65,80,1,1
1861,1986,Training Camp,53,71,1,87,49,62,1,1,4,62,80,1,1
1862,1985,,65,83,8,98,58,58,1,1,6,49,94,8,5
1862,1985,Training Camp,65,83,8,98,58,58,1,1,6,49,94,8,5
1862,1986,,65,83,8,98,59,58,1,1,6,49,94,8,5
1862,1986,Training Camp,68,83,8,98,59,58,1,1,6,49,94,8,5
1863,1985,,79,80,7,81,50,91,8,10,1,85,95,2,1
1863,1985,Training Camp,79,80,7,81,50,91,8,10,1,88,95,2,1
1863,1986,,79,80,7,81,50,92,8,10,1,89,96,2,1
1863,1986,Training Camp,81,81,7,81,50,92,8,10,1,89,96,2,1
1864,1985,,73,79,16,80,59,69,28,26,36,45,80,1,1
1864,1985,Training Camp,69,77,16,75,58,70,28,25,34,45,75,1,1
1865,1985,,79,62,1,44,10,76,1,88,74,52,74,1,3
1865,1985,Training Camp,81,62,1,44,10,77,1,91,74,52,76,1,3
1865,1986,,81,63,1,44,10,77,1,91,75,52,77,1,3
1865,1986,Training Camp,77,62,1,40,10,77,1,86,74,52,74,1,3
1866,1985,,90,54,1,53,19,75,1,78,68,35,68,1,1
1866,1985,Training Camp,90,54,1,53,19,75,1,78,70,35,68,1,1
1866,1986,,90,54,1,53,19,75,1,78,70,35,69,1,1
1866,1986,Training Camp,87,51,1,49,19,74,1,77,68,35,68,1,1
1867,1985,,89,47,1,50,11,69,1,77,74,45,75,1,1
1867,1985,Training Camp,89,47,1,50,11,69,1,77,74,45,75,1,1
1867,1986,,89,48,1,50,11,69,1,77,74,45,75,1,1
1867,1986,Training Camp,89,50,1,50,11,69,1,79,74,45,75,1,1
1868,1985,,80,65,1,79,46,54,1,1,1,76,75,1,1
1868,1985,Training Camp,80,67,1,79,46,54,1,1,1,79,75,1,1
1868,1986,,80,67,1,79,46,54,1,1,1,79,75,1,1
1868,1986,Training Camp,80,67,1,79,46,54,1,1,1,81,75,1,1
1869,1985,,53,75,88,66,15,85,88,1,1,14,74,1,1
1869,1985,Training Camp,53,75,88,66,18,87,88,1,1,14,74,1,1
1869,1986,,53,75,89,66,18,87,88,1,1,14,74,1,1
1869,1986,Training Camp,53,75,89,66,18,87,88,1,1,14,76,1,1
1870,1985,,55,91,1,86,97,67,4,27,26,32,83,9,1
1870,1985,Training Camp,55,91,1,86,97,67,4,27,26,32,86,9,1
1870,1986,,55,91,1,88,97,67,4,27,26,32,87,9,1
1870,1986,Training Camp,55,91,1,88,97,67,4,27,26,32,88,9,1
1871,1985,,80,44,5,46,9,68,1,77,75,35,70,1,1
1871,1985,Training Camp,76,42,5,40,9,68,1,74,74,35,70,1,1
1871,1986,,76,42,5,40,9,68,1,75,74,35,70,1,1
1871,1986,Training Camp,72,41,5,35,9,67,1,75,72,35,66,1,1
1872,1985,,93,49,5,60,16,80,9,80,78,57,83,6,1
1872,1985,Training Camp,92,47,5,55,16,79,9,77,78,57,81,6,1
1872,1986,,92,47,5,55,16,79,9,77,79,57,81,6,1
1872,1986,Training Camp,87,49,5,48,16,79,9,74,78,57,79,6,1
1873,1985,,99,57,3,53,20,69,1,80,74,59,85,1,1
1873,1985,Training Camp,99,57,3,53,20,69,1,80,74,59,85,1,1
1873,1986,,96,54,3,47,20,67,1,77,71,59,84,1,1
1873,1986,Training Camp,96,54,3,49,20,67,1,77,71,59,84,1,1
1874,1985,,94,50,1,57,9,77,1,83,67,38,63,1,1
1874,1985,Training Camp,94,50,1,57,9,77,1,84,67,38,63,1,1
1874,1986,,94,50,1,57,9,77,1,84,67,38,63,1,1
1874,1986,Training Camp,94,50,1,57,9,77,1,87,68,38,63,1,1
1875,1985,,77,80,1,70,50,75,1,1,10,73,81,1,8
1875,1985,Training Camp,77,80,1,70,50,75,1,1,10,76,81,1,8
1875,1986,,78,80,1,71,50,75,1,1,10,76,81,1,8
1875,1986,Training Camp,75,76,1,70,52,74,1,1,10,76,81,1,8
1876,1985,,70,71,1,82,47,67,1,5,1,86,92,1,10
1876,1985,Training Camp,70,71,1,82,47,69,1,5,1,86,92,1,10
1876,1986,,70,71,1,82,48,69,1,5,1,86,92,1,10
1876,1986,Training Camp,70,71,1,82,50,69,1,5,1,86,92,1,10
1878,1985,,53,89,1,83,50,68,4,1,1,76,76,1,1
1878,1985,Training Camp,50,89,1,79,50,68,4,1,1,75,74,1,1
1878,1986,,50,90,1,79,50,68,4,1,1,75,74,1,1
1878,1986,Training Camp,48,89,1,75,47,66,4,1,1,73,73,1,1
1879,1985,,80,81,14,82,58,69,31,38,45,28,71,1,1
1879,1985,Training Camp,80,81,14,82,59,69,31,38,45,28,71,1,1
1879,1986,,80,81,14,82,59,69,31,38,45,28,71,1,1
1879,1986,Training Camp,80,81,14,82,59,69,31,38,45,28,71,1,1
1880,1985,,50,75,1,80,83,68,5,36,15,35,80,1,1
1880,1985,Training Camp,43,72,1,78,83,68,5,33,12,35,77,1,1
1880,1986,,43,73,1,79,83,68,5,33,12,35,77,1,1
1880,1986,Training Camp,38,72,1,74,83,66,5,30,9,35,75,1,1
1881,1985,,45,54,71,60,25,76,92,1,1,23,82,1,2
1881,1985,Training Camp,45,53,66,57,25,74,89,1,1,23,84,1,2
1881,1986,,45,53,66,58,25,74,89,1,1,23,85,1,2
1881,1986,Training Camp,45,53,66,58,25,76,89,1,1,23,85,1,2
1882,1985,,58,62,81,64,26,75,80,1,1,20,92,5,1
1882,1985,Training Camp,55,60,83,60,26,75,79,1,1,20,92,5,1
1882,1986,,56,60,83,60,27,75,79,1,1,20,92,5,1
1882,1986,Training Camp,56,62,83,61,27,75,79,1,1,20,92,5,1
1883,1985,,68,72,1,77,82,68,1,42,53,35,67,1,1
1883,1985,Training Camp,68,72,1,77,85,68,1,42,53,35,69,1,1
1883,1986,,68,73,1,77,85,68,1,42,53,35,69,1,1
1883,1986,Training Camp,68,73,1,77,85,68,1,42,56,35,69,1,1
1884,1985,,80,59,8,53,15,64,1,83,90,47,76,6,1
1884,1985,Training Camp,80,61,8,53,15,64,1,83,90,47,76,6,1
1884,1986,,80,61,8,53,15,66,1,83,90,47,76,6,1
1884,1986,Training Camp,83,61,8,53,15,66,1,83,90,47,78,6,1
1885,1985,,52,75,1,85,59,61,3,1,1,70,78,5,1
1885,1985,Training Camp,52,78,1,85,62,63,3,1,1,70,78,5,1
1885,1986,,52,78,1,86,62,63,3,1,1,70,78,5,1
1885,1986,Training Camp,52,78,1,86,62,63,3,1,1,70,78,5,1
1886,1985,,75,51,1,64,8,58,1,85,72,52,73,1,1
1886,1985,Training Camp,75,51,1,64,8,58,1,85,72,52,73,1,1
1886,1986,,75,51,1,64,8,58,1,85,72,52,74,1,1
1886,1986,Training Camp,75,51,1,64,8,58,1,85,72,52,74,1,1
1887,1985,,79,72,9,71,85,74,1,59,62,48,84,9,1
1887,1985,Training Camp,79,72,9,71,85,74,1,59,62,48,87,9,1
1887,1986,,79,72,9,71,85,74,1,59,62,48,87,9,1
1887,1986,Training Camp,79,72,9,71,85,74,1,60,62,48,87,9,1
1888,1985,,50,67,90,67,28,80,85,1,1,13,93,1,3
1888,1985,Training Camp,50,67,90,67,28,80,85,1,1,13,93,1,3
1888,1986,,50,69,90,68,28,81,85,1,1,13,93,1,3
1888,1986,Training Camp,50,69,90,68,28,81,85,1,1,13,93,1,3
1889,1985,,61,84,13,85,70,50,23,27,27,23,85,1,1
1889,1985,Training Camp,61,86,13,85,70,50,23,27,27,23,85,1,1
1889,1986,,61,87,13,85,70,50,23,27,27,23,85,1,1
1889,1986,Training Camp,61,87,13,85,70,50,23,29,27,23,85,1,1
1890,1985,,70,81,4,82,38,75,4,1,1,90,79,1,6
1890,1985,Training Camp,70,81,4,82,39,75,4,1,1,90,79,1,6
1890,1986,,71,81,4,82,39,75,4,1,1,90,79,1,6
1890,1986,Training Camp,71,81,4,82,41,75,4,1,1,90,79,1,6
1891,1985,,74,72,1,70,33,50,5,1,1,68,75,1,1
1891,1985,Training Camp,74,72,1,70,33,50,5,1,1,68,76,1,1
1891,1986,,74,73,1,70,33,50,5,1,1,69,76,1,1
1891,1986,Training Camp,74,76,1,70,33,50,5,1,1,69,76,1,1
1892,1985,,45,90,1,95,66,54,1,1,5,58,84,1,1
1892,1985,Training Camp,45,90,1,95,66,54,1,1,5,58,84,1,1
1892,1986,,45,90,1,95,67,54,1,1,5,58,84,1,1
1892,1986,Training Camp,45,90,1,95,67,54,1,1,5,58,84,1,1
1894,1985,,70,80,14,84,54,69,25,35,38,41,79,1,1
1894,1985,Training Camp,66,77,14,80,54,70,25,37,38,41,78,1,1
1894,1986,,66,77,14,80,55,70,25,37,38,41,79,1,1
1894,1986,Training Camp,64,74,14,73,55,69,25,35,37,41,77,1,1
1895,1985,,46,70,82,61,28,79,81,1,1,24,87,1,1
1895,1985,Training Camp,46,70,82,61,28,79,83,1,1,24,87,1,1
1895,1986,,46,70,82,61,29,79,83,1,1,24,87,1,1
1895,1986,Training Camp,46,70,82,61,31,82,83,1,1,24,90,1,1
1896,1985,,85,70,22,80,70,63,19,30,30,44,79,1,1
1896,1985,Training Camp,82,67,22,73,70,64,19,29,28,44,78,1,1
1896,1986,,82,68,22,75,70,64,19,29,28,44,79,1,1
1896,1986,Training Camp,76,65,22,72,70,63,19,27,26,44,79,1,1
1897,1985,,60,75,16,85,48,47,11,38,25,40,75,1,1
1897,1985,Training Camp,60,76,16,86,48,47,11,38,25,40,75,1,1
1897,1986,,60,76,16,86,48,47,11,38,25,40,76,1,1
1897,1986,Training Camp,60,77,16,86,48,50,11,38,25,40,79,1,1
1898,1985,,63,75,17,87,72,63,33,42,29,31,73,2,1
1898,1985,Training Camp,63,75,17,87,72,63,33,42,29,31,73,2,1
1898,1986,,63,75,17,87,72,64,33,42,29,31,73,2,1
1898,1986,Training Camp,63,75,17,89,72,64,33,42,29,31,75,2,1
1899,1985,,38,87,1,85,88,70,1,18,30,43,95,1,1
1899,1985,Training Camp,33,86,1,84,88,70,1,15,29,43,90,1,1
1899,1986,,33,87,1,84,88,71,1,15,29,43,90,1,1
1899,1986,Training Camp,32,84,1,82,88,71,1,13,27,43,89,1,1
1900,1985,,52,74,1,85,85,68,1,32,16,39,85,1,2
1900,1985,Training Camp,52,74,1,85,85,68,1,32,16,39,85,1,2
1900,1986,,52,74,1,85,87,68,1,32,16,39,85,1,2
1900,1986,Training Camp,52,74,1,85,87,68,1,33,19,39,85,1,2
1901,1985,,72,84,1,78,62,67,1,1,1,73,74,1,1
1901,1985,Training Camp,72,84,1,78,62,67,1,1,1,73,74,1,1
1901,1986,,72,84,1,79,63,67,1,1,1,73,74,1,1
1901,1986,Training Camp,72,84,1,79,63,67,1,1,1,73,74,1,1
1902,1985,,90,61,1,53,30,54,1,3,1,73,73,1,1
1902,1985,Training Camp,90,61,1,53,30,54,1,3,1,73,73,1,1
1902,1986,,91,61,1,53,30,54,1,3,1,73,73,1,1
1902,1986,Training Camp,89,59,1,48,29,52,1,3,1,72,71,1,1
1903,1985,,80,65,1,51,13,72,1,73,76,48,68,1,1
1903,1985,Training Camp,80,65,1,51,13,72,1,73,79,48,68,1,1
1903,1986,,80,65,1,51,13,73,1,73,80,48,69,1,1
1903,1986,Training Camp,80,65,1,54,14,73,1,75,80,48,69,1,1
1904,1985,,72,76,1,82,60,80,1,1,1,88,78,4,1
1904,1985,Training Camp,72,76,1,82,63,80,1,1,1,88,78,4,1
1904,1986,,72,76,1,82,63,80,1,1,1,88,79,4,1
1904,1986,Training Camp,72,76,1,82,63,80,1,1,1,88,79,4,1
1906,1985,,59,73,82,60,26,72,92,1,1,33,87,1,1
1906,1985,Training Camp,59,73,82,60,26,72,92,1,1,33,87,1,1
1906,1986,,59,74,82,60,26,72,92,1,1,33,87,1,1
1906,1986,Training Camp,57,74,83,57,26,73,87,1,1,33,85,1,1
1907,1985,,60,80,18,85,62,44,25,35,23,39,69,1,1
1907,1985,Training Camp,62,80,18,85,62,44,25,35,23,39,69,1,1
1907,1986,,62,80,18,86,62,44,25,35,24,39,69,1,1
1907,1986,Training Camp,62,80,18,86,65,44,25,35,24,39,69,1,1
1908,1985,,59,81,9,78,55,58,28,22,30,40,71,1,1
1908,1985,Training Camp,59,81,9,78,55,58,28,22,30,40,71,1,1
1908,1986,,59,81,9,78,55,58,28,22,30,40,71,1,1
1908,1986,Training Camp,59,82,9,78,56,58,28,22,33,40,71,1,1
1909,1985,,58,70,14,83,66,44,24,39,25,25,81,1,1
1909,1985,Training Camp,58,70,14,83,67,44,24,39,25,25,84,1,1
1909,1986,,58,70,14,83,67,44,24,39,25,25,85,1,1
1909,1986,Training Camp,58,70,14,83,70,44,24,39,25,25,85,1,1
1910,1985,,62,69,30,84,58,45,26,30,39,26,74,1,1
1910,1985,Training Camp,62,69,30,87,58,45,26,30,39,26,75,1,1
1910,1986,,63,69,30,87,58,45,26,31,39,26,75,1,1
1910,1986,Training Camp,63,69,30,87,58,45,26,33,39,26,75,1,1
1911,1985,,61,88,31,78,68,67,28,42,43,43,72,1,1
1911,1985,Training Camp,61,88,31,78,68,67,28,42,44,43,75,1,1
1911,1986,,63,88,31,78,68,67,28,42,44,43,75,1,1
1911,1986,Training Camp,64,88,31,78,68,67,28,42,44,43,75,1,1
1912,1985,,41,85,1,85,75,53,1,34,20,38,78,1,1
1912,1985,Training Camp,36,82,1,81,75,53,1,32,18,38,77,1,1
1912,1986,,31,79,1,78,75,53,1,29,14,38,76,1,1
